,SKU,Fecha,Toneladas
1160,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-16,0.163582
1162,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-24,518984.0
1163,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-06-24,145098.24
1164,PH ELITE DH 24 X 2 LA,2020-10-28,13.531686
1166,PH ELITE DUO  DH 4x12 25 METROS,2020-11-27,4.865274
1167,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-23,3017846.592
1173,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-05-09,215.9784
1174,RC NOVA DH MEGAROLLO  1 X 12,2020-08-11,34.322677
1176,SE ELITE CORTADA 1000 X 12,2021-04-30,0.298925
1177,RC NOVA DH MEGAROLLO  2 X 6,2020-01-28,0.862352
1180,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-01-28,125312.0
1193,PH ELITE DUO  DH 6 x 8  25 METROS,2020-08-28,16.107422
1195,PH HIGIENOL DH 4x6 40 METROS,2020-06-04,5.533462
1202,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-08-18,0.991705
1203,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-02,61738.2
1205,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-07-20,114576.0
1206,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-10-18,131976.0
1208,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-10-22,122500.0
1212,PH ELITE PLUS DH 24 X 2,2020-04-14,8.08922
1225,PH ELITE DH 6 X 8 LA,2020-10-24,5.105013
1229,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-12-22,7680.384
1233,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-06-05,558000.0
1238,PH ELITE DUO  DH 4x12 25 METROS,2019-10-09,7.760954
1241,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-03-09,33664.0
1243,SE ELITE CORTADA 1000 X 12,2019-10-17,0.233797
1248,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-05-04,1979.892
1249,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-08-06,2566853.568
1251,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-09-22,809.9676
1253,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-21,196800.0
1254,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-10-21,37800.0
1256,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-12-15,2069.76
1257,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-04-10,152076.0
1269,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-02-14,148132.0
1270, PH ELITE PLUS DH VERTICAL 6 X 8,2020-10-23,2.629811
1273,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-03-23,0.08502
1274,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-01-02,26160.0
1275,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-05-18,31610.0
1276,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-01-15,278430.912
1279,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-20,9.227295
1287,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-04-16,571632.0
1288,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-04-10,324658.944
1293,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-06-11,139166.5
1295,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-13,18.165627
1300,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-18,98994.6
1305,PH ELITE PLUS DH 24 X 2,2020-10-23,3.476447
1306,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-04-07,599.94
1313,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-11-24,375890.688
1316, PH ELITE PLUS DH VERTICAL 6 X 8,2020-01-28,3.225535
1324,PH ELITE  DH 4 X 12 LA,2021-04-07,10.54099
1325,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-01-10,172920.0
1326,PH ELITE CLÁSICO DH 2 X 10 CO,2020-10-17,0.504972
1327,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-02-09,1.036647
1337,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-26,154483.2
1338,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-01-23,184800.0
1339,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-08-02,1024.0
1340,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-02-26,0.903666
1341,RC NOVA DH MEGAROLLO  2 X 6,2021-05-03,3.470219
1348,RC NOVA DH MEGAROLLO  1 X 12,2021-03-28,0.329147
1349,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-02-13,92736.0
1351,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-12,3360.0
1354,SE ELITE CORTADA 1000 X 12,2020-09-19,0.074491
1356,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-20,81780.0
1357,PH ELITE DH 2 X 10 LA,2020-05-29,15.333865
1361,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-09-12,0.081506
1366,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-10-06,4800.384
1367,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-07-17,104500.0
1368,PH NOBLE DH 2 X 10,2019-12-27,41.652318
1375,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-25,8400.0
1382,PH ELITE DH 6 X 8 LA,2020-01-29,9.082757
1383,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-28,38192.0
1386,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-03,102784.0
1390,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-30,296496.0
1391,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-22,411112.0
1400,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-28,4761547.776
1402,PH ELITE DUO  DH 4x12 25 METROS,2020-06-17,6.180573
1407,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-24,41728.0
1418,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-19,147710.592
1421,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-31,375446.4
1422,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-02,443664.0
1426,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-12,222831.36
1431,RC NOVA DH MEGAROLLO  1 X 12,2020-01-09,11.062764
1432,RC NOVA DH MEGAROLLO  2 X 6,2019-09-27,0.967966
1433,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-10-23,195924.0
1434,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-06-15,82104.0
1439,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-05,201949.44
1441,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-04-15,2623625.28
1442,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-25,0.052784
1447,PH ELITE DH 6 X 8 LA,2020-02-15,6.264979
1452,PH ELITE DUO  DH 6 x 8  25 METROS,2019-09-11,30.058408
1453,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-06-06,0.04158
1455,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-01,479.952
1459,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-24,186000.0
1461,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-22,0.025896
1464,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-21,7.335225
1468, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-10,0.623504
1475,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-09-21,102344.0
1478,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-06,73196.0
1479,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-07,109294.08
1487,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-26,0.218098
1488,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-30,12.976736
1491,PH HIGIENOL DH 4x6 40 METROS,2020-11-20,4.365806
1498,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-08,103200.768
1500,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-02-03,1.085671
1505,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-14,419588.352
1508,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-09-01,99118.08
1509,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-03-29,5040.576
1511,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-11,638848.0
1526,PH NOBLE DH 24 X 2,2019-10-07,1.456239
1531,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-12-02,320713.344
1532,PH HIGIENOL DH  4 X 12,2021-06-06,0.08175
1535,PH ELITE DUO  DH 6 x 8  25 METROS,2020-03-21,17.647723
1536,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-27,0.252831
1540,PH ELITE DH 6 X 8 LA,2020-08-25,8.754341
1543,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-28,142800.0
1546,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-22,328863.36
1554,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-11-13,92399.4
1559,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-06,177760.0
1560,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-10-02,2514645.504
1562,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-21,34385.92
1565,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-28,270144.0
1573,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-01-16,123874.56
1575,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-01,3.257437
1579,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-04-21,49000.0
1582,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-06,178486.592
1589,PH HIGIENOL DH  4 X 12,2020-04-17,7.757447
1590,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-10,7.661982
1593,PH HIGIENOL DH 4x6 40 METROS,2020-05-12,5.679
1601,SE ELITE CORTADA 1000 X 12,2020-02-17,0.180373
1604,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-07-15,0.84564
1606,PH ELITE DH 6 X 8 LA,2020-08-22,8.00804
1607,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-01-06,52608.0
1609,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-30,0.266827
1613,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-17,255058.944
1616,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-10,1019.952
1619,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-31,226500.0
1620,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-03-22,89998.2
1622,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-03-07,67576.32
1624,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-07-15,147576.0
1626, PH ELITE PLUS DH VERTICAL 6 X 8,2021-06-09,0.362531
1628,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-06-16,216804.0
1630,SE ELITE CORTADA 1000 X 12,2020-06-02,0.099323
1634,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-05-29,41392.64
1635,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-07,2.851137
1636,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-30,0.519142
1638,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-11-26,659.988
1645,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-02-15,35072.0
1646,PH HIGIENOL DH  4 X 12,2020-08-01,6.032483
1647,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-05-22,52448.0
1651,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-05-17,147840.0
1654,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-20,159200.64
1659,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-09-13,91200.0
1661,PH ELITE  DH 4 X 12 LA,2020-12-19,19.305144
1662,RC NOVA DH MEGAROLLO  1 X 12,2020-12-12,36.689505
1665,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-09-14,10.794599
1667,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-05-31,23040.0
1674,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-10-26,2645.946
1678,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-19,320736.0
1679,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-09,0.956903
1680,PH ELITE PLUS DH 24 X 2,2021-01-14,0.743948
1681,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-06-02,670982.3488
1693,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-09-18,297312.0
1703,PH ELITE DH 2 X 10 LA,2021-06-08,7.364614
1710,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-06,155064.0
1713,PH ELITE  DH 4 X 12 LA,2019-10-31,28.984344
1714,PH ELITE DH 24 X 2 LA,2020-02-19,5.553637
1716,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-09-17,2.655509
1717,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-07-14,3962118.528
1721,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-01-20,162536.0
1725,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-03,0.224985
1726,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-04-29,584688.0
1729,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-09-29,18437.9904
1732,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-03-28,3239.928
1741,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-05-19,154264.0
1746,PH NOBLE DH 2 X 10,2020-08-12,33.664117
1747,PH NOBLE DH 24 X 2,2021-06-22,1.102599
1751,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-09-06,448912.32
1752,PH ELITE DH 2 X 10 LA,2019-11-25,14.989395
1753,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-15,323760.96
1754,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-21,238035.456
1758,RC NOVA DH MEGAROLLO  2 X 6,2021-06-12,1.686467
1759,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-05-27,170375.744
1762,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-29,4416.0
1767,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-01-08,2.192904
1768,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-29,64380.0
1770,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-29,73312.0
1771,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-29,126544.0
1775,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-04-20,104280.0
1778,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-09-12,2710556.928
1779,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-22,37888.0
1780,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-29,133000.0
1782,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-05-28,604796.4
1785, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-18,1.198985
1786,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-15,1079.892
1789,PH HIGIENOL DH  4 X 12,2019-10-31,13.111453
1790,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-14,8352.0
1791,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-08,108184.7808
1793,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-13,0.076265
1794,PH ELITE  DH 4 X 12 LA,2021-02-20,6.622387
1799,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-30,0.06104
1806,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-11-09,283273.344
1810,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-11-17,203885.1072
1811,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-11-15,3596.0
1822,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-06-04,13680.0
1823,PH ELITE DUO  DH 6 x 8  25 METROS,2019-10-04,5.975759
1825,PH HIGIENOL DH  4 X 12,2021-06-26,2.909861
1832,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-11-28,232458.24
1834,PH ELITE DH 6 X 8 LA,2020-04-01,6.080865
1836,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-04,552032.64
1837,PH ELITE DH 24 X 2 LA,2019-09-26,10.909514
1838,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-31,89400.0
1846,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-27,69600.0
1847,PH HIGIENOL DH  4 X 12,2020-03-08,0.130146
1849,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-10-22,702144.0
1850,PH NOBLE DH 2 X 10,2021-06-17,12.978349
1851,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-06-02,1.368048
1857,PH NOBLE DH 24 X 2,2019-11-16,1.535808
1862,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-24,0.152665
1863,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-02-06,177600.0
1864,PH ELITE CLÁSICO DH 2 X 10 CO,2021-06-20,0.002158
1865,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-11,2.396915
1867,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-04-27,276514.56
1875,RC NOVA DH MEGAROLLO  1 X 12,2020-07-19,0.231292
1878,RC NOVA DH MEGAROLLO  2 X 6,2020-02-20,2.534679
1882,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-10-04,599.4
1886,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-05,3.187781
1888,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-06,1160.0
1890,PH ELITE DH 6 X 8 LA,2021-04-05,4.085209
1893,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-06-09,240.012
1894,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-04-14,24448.0
1911,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-04-04,110136.0
1912,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-02-28,0.001485
1915,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-01-22,250560.0
1916,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-10-31,122844.0
1917,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-30,1.63234
1922,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-24,207856.0
1923,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-03-27,186000.0
1930,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-12-08,0.414658
1949,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-09,180000.0
1951,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-01-07,249553.92
1956,RC NOVA DH MEGAROLLO  1 X 12,2019-11-07,11.930493
1961,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-01-05,76400.0
1962,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-10-10,3.306993
1964,PH NOBLE DH 2 X 10,2019-09-09,34.421278
1965,PH NOBLE DH 24 X 2,2020-07-19,0.010104
1967,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-05-04,188022.528
1968,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-20,221212.0
1978,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-06-12,1.223598
1980,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-10,426212.352
1985,PH HIGIENOL DH 4x6 40 METROS,2020-08-26,5.454549
1988,PH ELITE DUO  DH 4x12 25 METROS,2020-03-26,5.841083
1999,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-10-26,0.953388
2012,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-19,839.988
2017,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-24,37376.0
2020,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-30,133000.0
2025, PH ELITE PLUS DH VERTICAL 6 X 8,2020-05-16,1.242282
2027,PH ELITE PLUS DH 24 X 2,2020-06-16,0.786326
2035,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-02,51968.0
2037,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-06-04,110664.0
2040,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-01-27,506610.8928
2041,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-07-15,92752.0
2044,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-13,46080.0
2045,RC NOVA DH MEGAROLLO  2 X 6,2021-01-14,3.552033
2052,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-01-04,3.847819
2053,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-01-25,216672.0
2056,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-28,76328.0
2057,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-03-06,143040.384
2064, PH ELITE PLUS DH VERTICAL 6 X 8,2021-02-06,0.765266
2065,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-11-20,2895553.728
2068,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-09-24,81503.232
2071,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-12-31,94600.0
2076,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-02,3840.0
2079,PH NOBLE DH 2 X 10,2020-03-19,23.503271
2081,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-06-27,83000.0
2084,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-11-12,82800.0
2088,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-01-20,130768.0
2096,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-30,223068.0
2097,PH ELITE DUO  DH 4x12 25 METROS,2021-02-18,6.094743
2098,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-02-25,546281.28
2104,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-02-01,83720.0
2106,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-12,0.020156
2107,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-11-16,10.708093
2112,SE ELITE CORTADA 1000 X 12,2020-08-04,0.074961
2115,PH ELITE PLUS DH 24 X 2,2020-07-29,1.031162
2118,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-11-12,146175.424
2119,PH ELITE DH 24 X 2 LA,2020-06-27,16.24454
2123,PH ELITE DH 6 X 8 LA,2019-12-14,10.023201
2124,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-12-02,159280.0
2130,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-12-02,1.105862
2136,RC NOVA DH MEGAROLLO  1 X 12,2020-10-10,15.111675
2142,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-12-20,0.272416
2147,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-12-31,141600.0
2150,PH ELITE DUO  DH 4x12 25 METROS,2019-12-31,16.070439
2151,RC NOVA DH MEGAROLLO  2 X 6,2019-11-29,0.734734
2152,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-09-15,553938.7392
2153,PH ELITE CLÁSICO DH 2 X 10 CO,2020-08-18,0.623662
2154,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-12-04,0.065381
2157,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-05-13,163416.0
2159,RC NOVA DH MEGAROLLO  2 X 6,2019-10-14,1.208422
2164,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-08,197836.8
2165,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-11,3267749.952
2171,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-09-14,140717.376
2174,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-05-12,5480374.464
2178,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-19,2.847785
2180,PH NOBLE DH 24 X 2,2020-03-01,0.034101
2186,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-19,0.143094
2190,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-22,175200.0
2193,RC NOVA DH MEGAROLLO  1 X 12,2020-04-01,12.218748
2203,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-25,1439.928
2204,PH NOBLE DH 2 X 10,2020-02-02,0.572833
2205,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-04-14,220284.0
2208,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-07,0.000583
2209,PH ELITE DH 6 X 8 LA,2020-06-23,9.470453
2213,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-30,73984.0
2215,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-19,13.184653
2217,RC NOVA DH MEGAROLLO  2 X 6,2020-12-02,3.041931
2221,SE ELITE CORTADA 1000 X 12,2021-02-12,0.197298
2222,PH ELITE CLÁSICO DH 2 X 10 CO,2020-02-08,2.199435
2223,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-13,74976.0
2224,PH ELITE DH 24 X 2 LA,2019-12-18,9.351656
2228,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-22,290506.752
2229,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-06-14,0.075359
2231,PH NOBLE DH 24 X 2,2021-04-20,1.485288
2232,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-05-13,109898.88
