,Categoria,Fecha,Cantidad
553,03 Servilletas Masivos,2021-04-02,1164.5
554,10 Toallas Femeninas,2021-05-08,5387.15
555,05 Pañales Bebe,2019-12-05,29360.86
556,01 Higiénicos Masivos,2020-06-01,318728.89
557,11 Toallas Húmedas,2020-11-04,801.94
558,03 Servilletas Masivos,2020-08-10,21452.49
559,01 Mascarilla ,2021-01-02,2.08
560,11 Toallas Húmedas,2020-05-02,768.85
561,38 Pañales Adultos,2020-12-07,784.22
562,11 Toallas Húmedas,2021-05-06,1393.93
563,04 Pañuelos Masivos,2020-03-30,94.65
564,38 Pañales Adultos,2020-12-01,483.01
565,02 Rollos de Cocina,2019-12-03,43554.79
566,03 Servilletas Masivos,2021-02-23,17455.2
567,05 Pañales Bebe,2020-04-11,28253.27
568,10 Toallas Femeninas,2019-11-16,4456.13
569,01 Mascotas,2020-08-12,4.29
570,03 Servilletas Masivos,2020-08-21,24150.86
571,04 Pañuelos Masivos,2020-06-06,165.08
572,05 Pañales Bebe,2021-06-03,29848.49
573,10 Toallas Femeninas,2020-05-20,4676.13
574,38 Pañales Adultos,2020-06-26,744.27
575,38 Pañales Adultos,2020-12-29,1433.66
576,02 Rollos de Cocina,2020-03-03,49328.81
577,02 Rollos de Cocina,2021-03-10,47549.02
578,38 Pañales Adultos,2019-11-07,756.63
579,11 Toallas Húmedas,2021-04-24,1037.96
580,05 Pañales Bebe,2019-10-11,34249.56
581,01 Higiénicos Masivos,2020-07-22,358062.47
582,38 Pañales Adultos,2020-06-29,671.75
583,02 Rollos de Cocina,2020-09-05,72441.91
584,05 Pañales Bebe,2020-04-14,38582.91
585,03 Servilletas Masivos,2021-02-20,16902.83
586,01 Higiénicos Masivos,2021-01-24,5183.77
587,04 Pañuelos Masivos,2020-12-06,1.73
588,05 Pañales Bebe,2020-12-02,22721.51
589,10 Toallas Femeninas,2019-11-19,4191.08
590,38 Pañales Adultos,2020-12-26,870.96
591,10 Toallas Femeninas,2020-05-23,4280.42
592,04 Pañuelos Masivos,2020-06-03,63.47
593,03 Servilletas Masivos,2019-12-30,68639.07
594,02 Rollos de Cocina,2020-09-08,73410.5
595,01 Mascotas,2020-02-11,0.29
596,10 Toallas Femeninas,2021-01-10,422.56
597,05 Pañales Bebe,2021-06-06,1239.43
598,11 Toallas Húmedas,2020-10-20,1009.13
599,01 Higiénicos Masivos,2019-11-30,671019.52
600,11 Toallas Húmedas,2020-10-17,1120.18
601,05 Pañales Bebe,2019-10-14,36930.1
602,02 Rollos de Cocina,2020-09-02,69293.36
603,04 Pañuelos Masivos,2020-12-03,60.78
604,01 Higiénicos Masivos,2020-07-19,5457.5
605,11 Toallas Húmedas,2021-04-21,1204.28
606,05 Pañales Bebe,2019-10-08,24116.48
607,11 Toallas Húmedas,2019-09-01,10.55
608,02 Rollos de Cocina,2021-03-07,487.67
609,01 Higiénicos Masivos,2021-01-21,265821.97
610,05 Pañales Bebe,2021-06-09,37258.44
611,02 Rollos de Cocina,2020-03-09,61853.04
612,01 Mascotas,2021-04-07,6.28
613,01 Higiénicos Masivos,2020-01-24,315923.91
614,01 Mascotas,2020-10-03,3.13
615,05 Pañales Bebe,2020-12-05,36827.52
616,38 Pañales Adultos,2020-12-23,832.0
617,10 Toallas Femeninas,2021-01-13,5176.02
618,01 Mascarilla ,2021-04-19,21.19
619,01 Higiénicos Masivos,2020-07-28,113039.19
620,01 Mascotas,2020-02-14,0.63
621,04 Pañuelos Masivos,2019-12-09,71.47
622,38 Pañales Adultos,2020-05-05,1005.4
623,03 Servilletas Masivos,2020-08-27,25698.65
624,04 Pañuelos Masivos,2019-12-03,104.2
625,03 Servilletas Masivos,2020-02-23,501.17
626,05 Pañales Bebe,2020-12-11,33339.13
627,11 Toallas Húmedas,2020-02-25,715.2
628,05 Pañales Bebe,2019-10-17,43767.15
629,01 Mascarilla ,2021-04-16,3.48
630,38 Pañales Adultos,2019-11-01,61.45
631,11 Toallas Húmedas,2021-04-18,30.62
632,10 Toallas Femeninas,2019-11-22,3531.37
633,01 Mascarilla ,2020-10-18,0.55
634,04 Pañuelos Masivos,2020-06-09,32.88
635,03 Servilletas Masivos,2021-02-26,19351.8
636,10 Toallas Femeninas,2020-07-14,3784.07
637,01 Mascotas,2021-04-10,1.96
638,38 Pañales Adultos,2019-10-29,969.05
639,04 Pañuelos Masivos,2019-12-06,122.82
640,01 Mascotas,2020-10-06,6.33
641,01 Higiénicos Masivos,2020-07-25,260335.88
642,02 Rollos de Cocina,2020-03-12,109650.78
643,01 Mascarilla ,2021-04-22,4.64
644,03 Servilletas Masivos,2020-08-24,22480.6
645,05 Pañales Bebe,2021-06-12,42573.84
646,01 Higiénicos Masivos,2020-01-21,344939.91
647,02 Rollos de Cocina,2020-03-06,57498.13
648,10 Toallas Femeninas,2021-01-16,4399.53
649,03 Servilletas Masivos,2020-02-20,52284.99
650,01 Higiénicos Masivos,2021-03-17,270885.88
651,11 Toallas Húmedas,2020-02-22,568.05
652,38 Pañales Adultos,2019-11-04,681.18
653,11 Toallas Húmedas,2020-02-28,614.24
654,05 Pañales Bebe,2020-12-08,31296.63
655,02 Rollos de Cocina,2019-09-05,43041.04
656,02 Rollos de Cocina,2021-05-01,524.33
657,38 Pañales Adultos,2021-06-24,1218.14
658,04 Pañuelos Masivos,2021-01-27,82.44
659,05 Pañales Bebe,2020-06-05,36676.68
660,10 Toallas Femeninas,2019-11-25,3966.56
661,01 Higiénicos Masivos,2020-09-18,388263.57
662,10 Toallas Femeninas,2021-01-19,4907.77
663,11 Toallas Húmedas,2021-06-24,807.47
664,04 Pañuelos Masivos,2021-01-30,260.93
665,05 Pañales Bebe,2019-12-08,322.27
666,38 Pañales Adultos,2020-01-07,966.84
667,02 Rollos de Cocina,2021-05-07,61012.65
668,10 Toallas Femeninas,2020-07-17,3868.25
669,01 Higiénicos Masivos,2021-03-23,251264.04
670,04 Pañuelos Masivos,2021-02-05,37.98
671,11 Toallas Húmedas,2021-06-18,986.96
672,38 Pañales Adultos,2021-02-28,7.96
673,02 Rollos de Cocina,2020-11-02,40708.88
674,01 Mascotas,2020-10-09,4.33
675,01 Mascotas,2020-04-06,1.29
676,10 Toallas Femeninas,2020-01-16,4362.57
677,38 Pañales Adultos,2021-02-25,984.61
678,03 Servilletas Masivos,2021-04-22,23355.96
679,11 Toallas Húmedas,2019-10-29,629.12
680,02 Rollos de Cocina,2020-07-04,66076.91
681,03 Servilletas Masivos,2020-03-05,53694.07
682,04 Pañuelos Masivos,2020-03-29,0.19
683,02 Rollos de Cocina,2019-12-31,55956.87
684,38 Pañales Adultos,2020-01-09,688.39
685,38 Pañales Adultos,2021-03-02,970.66
686,01 Higiénicos Masivos,2021-03-25,312337.04
687,01 Mascotas,2020-10-20,13.0
688,05 Pañales Bebe,2020-09-27,234.13
689,10 Toallas Femeninas,2019-09-14,3227.42
690,02 Rollos de Cocina,2021-02-21,1185.55
691,01 Mascarilla ,2021-05-03,2.87
692,11 Toallas Húmedas,2019-11-03,7.16
693,03 Servilletas Masivos,2021-04-27,24630.43
694,04 Pañuelos Masivos,2021-05-21,53.32
695,11 Toallas Húmedas,2021-06-26,997.78
696,11 Toallas Húmedas,2020-05-04,695.88
697,01 Mascarilla ,2020-10-29,9.4
698,01 Higiénicos Masivos,2020-02-04,280447.83
699,05 Pañales Bebe,2020-09-30,71532.12
700,11 Toallas Húmedas,2019-10-31,1106.77
701,10 Toallas Femeninas,2021-05-10,5504.01
702,04 Pañuelos Masivos,2019-09-28,153.23
703,05 Pañales Bebe,2021-04-04,415.5
704,01 Mascotas,2020-04-14,0.17
705,10 Toallas Femeninas,2020-11-05,4918.54
706,04 Pañuelos Masivos,2020-04-01,65.45
707,03 Servilletas Masivos,2020-03-08,808.17
708,38 Pañales Adultos,2020-07-13,1142.59
709,11 Toallas Húmedas,2021-06-23,1041.84
710,10 Toallas Femeninas,2020-11-08,276.79
711,01 Higiénicos Masivos,2021-03-28,8775.04
712,02 Rollos de Cocina,2019-12-28,51536.68
713,10 Toallas Femeninas,2020-05-06,4722.62
714,03 Servilletas Masivos,2020-03-02,37605.37
715,38 Pañales Adultos,2021-03-05,374.77
716,01 Higiénicos Masivos,2020-09-23,325063.44
717,04 Pañuelos Masivos,2021-05-24,100.73
718,01 Mascotas,2020-10-17,10.38
719,10 Toallas Femeninas,2019-09-17,4043.8
720,01 Mascarilla ,2021-04-30,8.72
721,01 Mascotas,2020-10-14,1.54
722,11 Toallas Húmedas,2020-05-07,808.63
723,01 Higiénicos Masivos,2020-02-01,181280.64
724,38 Pañales Adultos,2020-01-12,24.38
725,01 Mascarilla ,2020-10-26,2.98
726,04 Pañuelos Masivos,2019-09-25,153.94
727,03 Servilletas Masivos,2019-09-01,112.64
728,10 Toallas Femeninas,2021-05-13,4272.35
729,02 Rollos de Cocina,2020-07-01,181096.0
730,05 Pañales Bebe,2021-04-01,11675.7
731,02 Rollos de Cocina,2021-02-27,102405.54
732,05 Pañales Bebe,2019-09-30,75102.01
733,10 Toallas Femeninas,2020-11-11,5173.83
734,04 Pañuelos Masivos,2020-11-22,1.46
735,03 Servilletas Masivos,2020-10-29,21278.21
736,11 Toallas Húmedas,2020-10-31,1404.96
737,05 Pañales Bebe,2020-04-03,34947.38
738,01 Higiénicos Masivos,2021-03-31,901278.44
739,01 Higiénicos Masivos,2020-09-26,310504.73
740,10 Toallas Femeninas,2020-05-09,5094.25
741,05 Pañales Bebe,2020-10-06,34311.65
742,01 Mascotas,2021-06-09,8.13
743,04 Pañuelos Masivos,2021-05-27,94.6
744,03 Servilletas Masivos,2021-05-03,13886.64
745,10 Toallas Femeninas,2019-11-08,4838.23
746,38 Pañales Adultos,2021-01-09,1459.91
747,04 Pañuelos Masivos,2019-10-04,99.45
748,03 Servilletas Masivos,2019-09-10,67624.77
749,11 Toallas Húmedas,2020-04-28,536.34
750,03 Servilletas Masivos,2019-09-04,66984.04
751,38 Pañales Adultos,2020-07-07,1080.55
752,11 Toallas Húmedas,2020-10-28,1234.03
753,04 Pañuelos Masivos,2021-05-30,1.14
754,03 Servilletas Masivos,2020-10-26,22145.36
755,38 Pañales Adultos,2020-01-06,917.62
756,04 Pañuelos Masivos,2020-11-25,111.46
757,02 Rollos de Cocina,2021-02-24,57533.74
758,03 Servilletas Masivos,2021-04-30,25703.22
759,05 Pañales Bebe,2020-03-31,45570.13
760,10 Toallas Femeninas,2020-05-12,5679.62
761,01 Mascotas,2021-06-12,0.38
762,05 Pañales Bebe,2020-10-03,29315.12
763,01 Mascarilla ,2021-06-24,2.88
764,01 Higiénicos Masivos,2020-09-29,440943.91
765,01 Mascarilla ,2020-11-01,0.03
766,05 Pañales Bebe,2021-05-26,48585.43
767,04 Pañuelos Masivos,2019-10-01,141.34
768,03 Servilletas Masivos,2019-09-07,49374.58
769,11 Toallas Húmedas,2019-09-09,579.52
770,02 Rollos de Cocina,2020-01-03,31300.6
771,11 Toallas Húmedas,2020-11-03,854.37
772,11 Toallas Húmedas,2020-05-01,117.32
773,01 Higiénicos Masivos,2020-03-27,272221.36
774,38 Pañales Adultos,2020-07-10,969.89
775,02 Rollos de Cocina,2020-08-25,73050.16
776,04 Pañuelos Masivos,2020-05-23,33.3
777,01 Mascotas,2020-12-11,68.33
778,11 Toallas Húmedas,2020-07-04,631.17
779,01 Mascarilla ,2020-09-01,0.63
780,38 Pañales Adultos,2019-09-06,1397.88
781,10 Toallas Femeninas,2019-11-14,5337.49
782,01 Higiénicos Masivos,2019-09-29,8614.14
783,04 Pañuelos Masivos,2019-11-25,190.02
784,38 Pañales Adultos,2020-03-10,888.89
785,11 Toallas Húmedas,2019-12-31,652.94
786,01 Higiénicos Masivos,2021-05-22,224670.33
787,03 Servilletas Masivos,2021-06-24,18020.83
788,01 Mascotas,2021-06-15,3.71
789,05 Pañales Bebe,2020-11-27,36244.13
790,01 Higiénicos Masivos,2021-05-25,480042.97
791,04 Pañuelos Masivos,2020-05-26,63.6
792,02 Rollos de Cocina,2020-02-24,51136.79
793,03 Servilletas Masivos,2021-03-18,20087.41
794,05 Pañales Bebe,2020-11-06,27858.27
795,11 Toallas Húmedas,2020-03-28,505.1
796,01 Mascotas,2020-09-04,8.28
797,05 Pañales Bebe,2020-11-12,68387.69
798,01 Mascotas,2021-03-09,3.81
799,38 Pañales Adultos,2019-12-03,464.79
800,02 Rollos de Cocina,2021-03-30,105052.42
801,01 Mascarilla ,2021-03-21,0.65
802,11 Toallas Húmedas,2020-03-22,4.71
803,11 Toallas Húmedas,2021-05-17,940.9
804,38 Pañales Adultos,2020-06-06,863.97
805,01 Higiénicos Masivos,2020-06-26,338252.75
806,02 Rollos de Cocina,2020-02-06,53187.71
807,10 Toallas Femeninas,2020-12-18,4235.18
808,03 Servilletas Masivos,2020-07-29,17123.82
809,05 Pañales Bebe,2021-05-11,22828.95
810,10 Toallas Femeninas,2020-06-15,5040.83
811,01 Higiénicos Masivos,2019-12-23,382876.16
812,04 Pañuelos Masivos,2019-11-04,114.76
813,04 Pañuelos Masivos,2019-11-10,3.92
814,03 Servilletas Masivos,2020-01-25,50906.32
815,01 Mascarilla ,2020-09-16,0.28
816,04 Pañuelos Masivos,2019-11-07,179.62
817,01 Mascotas,2020-09-07,5.49
818,02 Rollos de Cocina,2020-02-12,50937.66
819,05 Pañales Bebe,2020-11-09,24964.06
820,11 Toallas Húmedas,2020-03-25,370.68
821,03 Servilletas Masivos,2020-07-26,1225.0
822,04 Pañuelos Masivos,2020-05-11,31.83
823,05 Pañales Bebe,2020-05-07,33995.27
824,01 Mascotas,2021-03-12,5.29
825,01 Higiénicos Masivos,2021-02-16,192146.98
826,04 Pañuelos Masivos,2020-12-29,167.33
827,11 Toallas Húmedas,2019-09-21,615.76
828,02 Rollos de Cocina,2021-04-02,1321.65
829,38 Pañales Adultos,2019-11-30,1333.88
830,10 Toallas Femeninas,2020-12-15,4393.03
831,05 Pañales Bebe,2019-09-18,37888.07
832,10 Toallas Femeninas,2021-06-19,4037.22
833,01 Mascarilla ,2021-03-24,4.14
834,38 Pañales Adultos,2020-06-03,1026.98
835,01 Higiénicos Masivos,2019-12-26,410824.41
836,11 Toallas Húmedas,2020-09-27,40.94
837,10 Toallas Femeninas,2020-12-21,2961.49
838,03 Servilletas Masivos,2020-01-22,63159.1
839,02 Rollos de Cocina,2020-02-09,233.83
840,01 Mascarilla ,2020-09-19,0.03
841,04 Pañuelos Masivos,2021-01-07,61.74
842,10 Toallas Femeninas,2020-06-18,6102.25
843,38 Pañales Adultos,2020-11-30,1933.94
844,02 Rollos de Cocina,2020-10-04,403.75
845,11 Toallas Húmedas,2021-03-26,1152.02
846,03 Servilletas Masivos,2021-03-24,35047.24
847,38 Pañales Adultos,2019-10-09,691.89
848,02 Rollos de Cocina,2021-04-08,68200.21
849,10 Toallas Femeninas,2019-12-15,171.46
850,05 Pañales Bebe,2020-05-10,248.0
851,05 Pañales Bebe,2019-11-09,35056.86
852,01 Higiénicos Masivos,2021-02-22,234068.86
853,03 Servilletas Masivos,2020-01-31,84951.87
854,01 Higiénicos Masivos,2020-08-20,398695.5
855,11 Toallas Húmedas,2020-09-18,960.19
856,01 Higiénicos Masivos,2019-12-29,61211.91
857,01 Mascotas,2020-09-10,17.54
858,11 Toallas Húmedas,2020-09-24,1000.81
859,04 Pañuelos Masivos,2020-07-02,117.76
860,01 Mascotas,2021-05-03,0.5
861,38 Pañales Adultos,2020-12-03,594.35
862,03 Servilletas Masivos,2021-03-21,746.45
863,01 Mascarilla ,2020-09-25,0.3
864,11 Toallas Húmedas,2021-03-23,874.51
865,10 Toallas Femeninas,2019-12-18,4898.47
866,04 Pañuelos Masivos,2021-01-04,34.4
867,05 Pañales Bebe,2020-05-16,50040.64
868,02 Rollos de Cocina,2021-04-05,57339.0
869,05 Pañales Bebe,2020-05-13,44838.9
870,01 Higiénicos Masivos,2021-02-19,210696.37
871,03 Servilletas Masivos,2020-01-28,58724.35
872,01 Higiénicos Masivos,2020-08-17,362786.98
873,01 Mascotas,2020-03-11,1.46
874,02 Rollos de Cocina,2020-10-01,44120.98
875,03 Servilletas Masivos,2020-09-19,23276.68
876,38 Pañales Adultos,2020-05-28,1622.68
877,11 Toallas Húmedas,2020-09-21,888.85
878,10 Toallas Femeninas,2021-02-11,4592.6
879,11 Toallas Húmedas,2020-11-21,977.12
880,38 Pañales Adultos,2020-01-30,509.34
881,05 Pañales Bebe,2019-11-15,34605.36
882,02 Rollos de Cocina,2021-05-30,1534.67
883,01 Higiénicos Masivos,2020-02-22,278319.07
884,01 Mascotas,2021-05-06,1.54
885,01 Mascarilla ,2021-01-25,10.55
886,10 Toallas Femeninas,2019-12-21,4015.0
887,11 Toallas Húmedas,2020-05-19,581.2
888,38 Pañales Adultos,2020-08-03,698.09
889,05 Pañales Bebe,2021-01-06,37227.89
890,03 Servilletas Masivos,2020-09-22,24477.1
891,04 Pañuelos Masivos,2020-01-04,209.0
892,02 Rollos de Cocina,2019-10-04,33901.08
893,38 Pañales Adultos,2021-02-02,927.01
894,03 Servilletas Masivos,2021-03-27,23082.39
895,01 Mascotas,2020-03-14,1.0
896,02 Rollos de Cocina,2020-04-07,65435.91
897,04 Pañuelos Masivos,2020-07-08,133.67
898,02 Rollos de Cocina,2020-10-10,51089.28
899,01 Mascotas,2020-11-04,65.71
900,01 Higiénicos Masivos,2020-08-26,357566.59
901,02 Rollos de Cocina,2020-10-07,52558.04
902,01 Higiénicos Masivos,2020-02-19,289926.52
903,38 Pañales Adultos,2020-01-27,766.38
904,03 Servilletas Masivos,2020-03-23,14350.68
905,11 Toallas Húmedas,2020-11-24,676.02
906,11 Toallas Húmedas,2020-05-22,729.35
907,04 Pañuelos Masivos,2020-04-21,135.53
908,10 Toallas Femeninas,2020-05-26,5915.02
909,03 Servilletas Masivos,2020-03-28,25051.73
910,01 Mascarilla ,2021-05-20,3.16
911,38 Pañales Adultos,2021-02-13,1060.58
912,02 Rollos de Cocina,2020-01-23,37354.34
913,02 Rollos de Cocina,2020-07-21,74152.62
914,02 Rollos de Cocina,2020-01-17,49085.53
915,04 Pañuelos Masivos,2019-10-18,141.74
916,03 Servilletas Masivos,2019-09-24,78274.58
917,01 Higiénicos Masivos,2020-01-18,299382.85
918,10 Toallas Femeninas,2020-11-28,5609.95
919,03 Servilletas Masivos,2021-05-17,18632.72
920,04 Pañuelos Masivos,2021-06-10,87.71
921,05 Pañales Bebe,2020-09-10,37485.01
922,01 Higiénicos Masivos,2020-01-12,8742.83
923,11 Toallas Húmedas,2019-11-17,43.84
924,05 Pañales Bebe,2021-03-15,39712.68
925,11 Toallas Húmedas,2019-11-23,636.04
926,05 Pañales Bebe,2020-01-19,1034.9
927,38 Pañales Adultos,2019-12-20,634.28
928,10 Toallas Femeninas,2021-05-30,193.49
929,01 Mascarilla ,2020-11-18,3.2
930,03 Servilletas Masivos,2020-03-22,37.75
931,01 Higiénicos Masivos,2021-03-08,251681.34
932,01 Mascotas,2020-09-24,24.37
933,01 Higiénicos Masivos,2020-07-16,329233.09
934,10 Toallas Femeninas,2019-10-04,6008.69
935,01 Mascotas,2021-03-29,0.17
936,02 Rollos de Cocina,2020-01-20,38394.83
937,38 Pañales Adultos,2021-02-10,1103.91
938,01 Higiénicos Masivos,2021-03-05,213477.47
939,04 Pañuelos Masivos,2020-04-18,32.05
940,03 Servilletas Masivos,2020-03-25,17764.42
941,11 Toallas Húmedas,2021-01-11,982.31
942,05 Pañales Bebe,2021-03-12,39295.09
943,10 Toallas Femeninas,2020-11-25,4932.22
944,38 Pañales Adultos,2020-06-23,609.95
945,04 Pañuelos Masivos,2019-10-21,121.67
946,01 Higiénicos Masivos,2020-01-15,338581.64
947,03 Servilletas Masivos,2019-09-21,40713.91
948,04 Pañuelos Masivos,2019-10-15,233.41
949,11 Toallas Húmedas,2019-11-20,726.75
950,05 Pañales Bebe,2020-09-07,40634.02
951,38 Pañales Adultos,2019-12-23,497.93
952,03 Servilletas Masivos,2021-05-14,21578.8
953,04 Pañuelos Masivos,2021-06-13,3.06
954,01 Mascarilla ,2020-11-21,2.55
955,04 Pañuelos Masivos,2020-12-09,38.86
956,02 Rollos de Cocina,2021-03-13,57446.98
957,01 Mascotas,2021-04-01,7.38
958,10 Toallas Femeninas,2019-10-07,3193.51
959,11 Toallas Húmedas,2020-05-15,994.69
960,03 Servilletas Masivos,2020-11-21,20623.81
961,04 Pañuelos Masivos,2020-12-15,78.53
962,02 Rollos de Cocina,2020-09-11,86953.04
963,05 Pañales Bebe,2020-03-11,35676.99
964,38 Pañales Adultos,2019-12-17,1094.64
965,01 Mascotas,2020-03-31,0.33
966,11 Toallas Húmedas,2020-05-21,889.6
967,04 Pañuelos Masivos,2020-06-12,517.87
968,38 Pañales Adultos,2020-06-14,58.08
969,38 Pañales Adultos,2020-06-20,500.39
970,01 Higiénicos Masivos,2021-03-14,5269.17
971,01 Higiénicos Masivos,2020-09-09,256828.76
972,02 Rollos de Cocina,2021-03-16,82920.63
973,03 Servilletas Masivos,2021-05-23,678.56
974,10 Toallas Femeninas,2020-06-01,3984.74
975,04 Pañuelos Masivos,2021-06-16,169.13
976,05 Pañales Bebe,2020-09-16,32544.73
977,10 Toallas Femeninas,2019-11-28,3926.83
978,10 Toallas Femeninas,2020-12-01,2784.95
979,02 Rollos de Cocina,2020-09-14,98768.0
980,01 Mascotas,2020-09-30,19.81
981,11 Toallas Húmedas,2020-11-20,1018.34
982,04 Pañuelos Masivos,2020-12-12,43.91
983,03 Servilletas Masivos,2020-11-18,23525.5
984,11 Toallas Húmedas,2020-05-18,1180.56
985,02 Rollos de Cocina,2021-03-19,56574.82
986,10 Toallas Femeninas,2020-05-29,6778.76
987,05 Pañales Bebe,2020-03-14,28385.5
988,38 Pañales Adultos,2020-12-20,30.03
989,04 Pañuelos Masivos,2020-12-18,72.09
990,03 Servilletas Masivos,2019-09-27,60826.61
991,01 Mascotas,2020-03-28,0.25
992,38 Pañales Adultos,2020-06-17,1192.05
993,01 Higiénicos Masivos,2020-09-06,3932.0
994,03 Servilletas Masivos,2021-05-20,18088.09
995,01 Mascotas,2020-04-03,0.58
996,04 Pañuelos Masivos,2019-10-24,140.43
997,03 Servilletas Masivos,2020-11-15,488.33
998,01 Higiénicos Masivos,2021-03-11,274093.94
999,05 Pañales Bebe,2020-09-13,2179.0
1000,11 Toallas Húmedas,2020-01-17,766.74
1001,05 Pañales Bebe,2020-03-17,26275.36
1002,01 Mascotas,2021-05-29,0.96
1003,01 Higiénicos Masivos,2020-09-12,342912.5
1004,10 Toallas Femeninas,2021-01-25,4465.8
1005,05 Pañales Bebe,2019-09-13,40487.98
1006,11 Toallas Húmedas,2020-07-21,646.81
1007,01 Mascotas,2020-11-24,35.32
1008,03 Servilletas Masivos,2020-05-19,17728.53
1009,01 Higiénicos Masivos,2020-03-10,348691.93
1010,04 Pañuelos Masivos,2020-06-18,81.95
1011,03 Servilletas Masivos,2020-05-25,16309.32
1012,02 Rollos de Cocina,2020-09-17,85790.66
1013,10 Toallas Femeninas,2019-12-04,3221.72
1014,02 Rollos de Cocina,2020-03-18,66807.94
1015,04 Pañuelos Masivos,2019-12-15,2.54
1016,38 Pañales Adultos,2020-08-23,0.5
1017,05 Pañales Bebe,2021-05-09,351.97
1018,38 Pañales Adultos,2020-02-19,663.48
1019,01 Mascotas,2021-05-26,0.39
1020,38 Pañales Adultos,2019-10-01,441.09
1021,11 Toallas Húmedas,2020-01-19,39.85
1022,05 Pañales Bebe,2019-11-17,530.0
1023,01 Higiénicos Masivos,2019-11-16,345672.73
1024,38 Pañales Adultos,2021-05-24,856.94
1025,11 Toallas Húmedas,2021-03-12,1774.92
1026,01 Mascarilla ,2021-01-17,1.65
1027,01 Mascotas,2020-07-03,0.71
1028,10 Toallas Femeninas,2020-07-22,4259.34
1029,38 Pañales Adultos,2020-11-19,1020.01
1030,02 Rollos de Cocina,2020-10-18,766.92
1031,02 Rollos de Cocina,2020-04-15,66530.2
1032,04 Pañuelos Masivos,2019-12-17,159.48
1033,04 Pañuelos Masivos,2021-02-07,0.36
1034,03 Servilletas Masivos,2020-06-16,26525.47
1035,02 Rollos de Cocina,2020-10-12,48307.05
1036,05 Pañales Bebe,2019-11-23,35118.26
1037,10 Toallas Femeninas,2020-07-28,1193.22
1038,01 Higiénicos Masivos,2020-05-20,344404.77
1039,01 Higiénicos Masivos,2019-11-13,345932.28
1040,04 Pañuelos Masivos,2021-02-04,90.39
1041,11 Toallas Húmedas,2020-09-10,905.61
1042,03 Servilletas Masivos,2020-12-19,27661.62
1043,05 Pañales Bebe,2021-01-11,43145.78
1044,38 Pañales Adultos,2021-05-21,722.11
1045,38 Pañales Adultos,2020-11-16,1151.81
1046,01 Mascotas,2020-07-06,0.71
1047,11 Toallas Húmedas,2021-03-15,916.42
1048,02 Rollos de Cocina,2020-04-12,3.0
1049,03 Servilletas Masivos,2020-06-19,26641.26
1050,10 Toallas Femeninas,2020-07-25,4814.16
1051,04 Pañuelos Masivos,2021-02-10,68.45
1052,10 Toallas Femeninas,2021-01-27,5131.7
1053,38 Pañales Adultos,2020-11-22,4.75
1054,03 Servilletas Masivos,2019-12-16,67243.44
1055,01 Higiénicos Masivos,2020-05-17,11309.0
1056,04 Pañuelos Masivos,2019-12-20,111.33
1057,38 Pañales Adultos,2019-09-28,974.35
1058,05 Pañales Bebe,2019-11-20,36886.19
1059,02 Rollos de Cocina,2020-10-15,44506.41
1060,11 Toallas Húmedas,2020-01-22,951.82
1061,04 Pañuelos Masivos,2020-02-10,88.49
1062,05 Pañales Bebe,2020-07-12,1290.67
1063,10 Toallas Femeninas,2020-01-30,5278.26
