,SKU,Fecha,Cantidad
1207,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-02-19,2351.27
1209,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-07-14,5057.5
1210,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-15,111.25
1213,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-17,9.0
1215,RC NOVA DH MEGAROLLO  2 X 6,2020-11-15,112.5
1218,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-15,36596.78
1219,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-06-10,986.0
1222,PH ELITE DUO  DH 4x12 25 METROS,2020-06-17,6318.92
1227,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-24,949.5
1240,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-19,52.56
1241,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-31,698.94
1242,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-02,242.72
1245,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-12,92.97
1251,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-06-15,2153.5
1252,RC NOVA DH MEGAROLLO  1 X 12,2020-01-09,19513.7
1254,RC NOVA DH MEGAROLLO  2 X 6,2019-09-27,898.14
1256,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-10-23,3276.0
1257,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-05,314.64
1263,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-04-15,1436.02
1264,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-25,30.67
1271,PH ELITE DH 6 X 8 LA,2020-02-15,7733.75
1273,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-01,1.33
1274,PH ELITE DUO  DH 6 x 8  25 METROS,2019-09-11,21492.88
1275,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-06-06,227.08
1279,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-22,26.0
1280,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-24,87.9
1284,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-21,13754.58
1288, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-10,801.0
1292,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-09-21,1889.5
1298,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-06,1742.5
1300,PH ELITE CLÁSICO DH 2 X 10 CO,2021-05-11,1418.7
1307,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-05,1921.19
1308,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-05-22,173.18
1311,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-03-29,8.63
1314,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-06-04,5994.5
1318,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-11,145.75
1330,PH NOBLE DH 24 X 2,2019-10-07,2306.5
1337,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-27,1136.83
1339,PH ELITE DUO  DH 6 x 8  25 METROS,2020-03-21,26780.25
1340,PH HIGIENOL DH  4 X 12,2021-06-06,123.83
1341,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-12-02,72.19
1345,PH ELITE DH 6 X 8 LA,2020-08-25,9960.44
1348,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-28,59.25
1349,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-22,350.54
1357,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-11-13,20.3
1363,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-06,4548.5
1365,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-10-02,1539.55
1367,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-21,8.13
1370,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-28,6815.0
1377,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-01-16,81.09
1379,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-01,6241.08
1384,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-04-21,88.3
1387,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-06,1041.46
1395,RC NOVA DH MEGAROLLO  2 X 6,2021-02-23,4007.92
1397,SE ELITE CORTADA 1000 X 12,2020-04-03,21.66
1401,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-12-29,4.5
1403,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-03-01,1795.0
1409,PH ELITE DH 6 X 8 LA,2020-04-01,7234.75
1410,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-04,117.35
1412,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-11-28,434.85
1415,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-31,197.1
1416,PH ELITE DH 24 X 2 LA,2019-09-26,13397.0
1421,PH HIGIENOL DH  4 X 12,2020-03-08,148.25
1423,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-27,14.0
1426,PH NOBLE DH 2 X 10,2021-06-17,44531.2
1427,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-06-02,2950.5
1429,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-10-22,179.13
1436,PH NOBLE DH 24 X 2,2019-11-16,2085.5
1438,PH ELITE CLÁSICO DH 2 X 10 CO,2021-06-20,12.0
1439,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-24,748.92
1440,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-02-06,166.88
1441,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-11,8272.33
1443,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-04-27,42.44
1451,RC NOVA DH MEGAROLLO  1 X 12,2020-07-19,1058.0
1456,RC NOVA DH MEGAROLLO  2 X 6,2020-02-20,2123.42
1458,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-10-04,0.37
1462,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-05,7895.28
1463,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-06,5.0
1466,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-06-09,0.67
1468,PH ELITE DH 6 X 8 LA,2021-04-05,4401.89
1471,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-04-14,426.0
1485,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-06-22,93.71
1486,PH HIGIENOL DH  4 X 12,2020-07-09,6395.77
1492,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-03-03,51.7
1503,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-01-04,11181.89
1505,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-01-25,5577.0
1507,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-03-06,64.71
1509,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-28,923.0
1514, PH ELITE PLUS DH VERTICAL 6 X 8,2021-02-06,1287.02
1515,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-11-20,1786.79
1519,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-09-24,390.37
1521,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-12-31,1789.0
1524,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-02,225.0
1529,PH NOBLE DH 2 X 10,2020-03-19,118761.2
1532,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-06-27,179.0
1535,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-11-12,56.38
1542,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-01-20,2337.0
1546,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-30,4672.5
1549,PH ELITE DUO  DH 4x12 25 METROS,2021-02-18,6454.94
1550,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-02-25,134.61
1554,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-02-01,1498.0
1556,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-12,119.25
1558,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-11-16,37705.95
1561,SE ELITE CORTADA 1000 X 12,2020-08-04,57.26
1565,PH ELITE PLUS DH 24 X 2,2020-07-29,1079.5
1570,PH ELITE DH 24 X 2 LA,2020-06-27,19254.0
1572,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-11-12,840.07
1573,PH ELITE DH 6 X 8 LA,2019-12-14,12608.15
1578,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-02-27,35.34
1579,PH ELITE DUO  DH 4x12 25 METROS,2021-05-15,8645.33
1580,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-11-21,11.67
1581,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-05-06,42.63
1583,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-06-22,2822.5
1585,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-10-17,7450.83
1588,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-01-17,72.0
1601,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-09,149.25
1605,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-01-07,331.27
1611,RC NOVA DH MEGAROLLO  1 X 12,2019-11-07,25134.79
1613,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-01-05,107.6
1614,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-10-10,12147.56
1616,PH NOBLE DH 24 X 2,2020-07-19,45.0
1617,PH NOBLE DH 2 X 10,2019-09-09,160611.2
1621,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-20,3536.5
1623,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-05-04,57.3
1632,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-06-12,3758.33
1634,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-10,293.71
1639,PH HIGIENOL DH 4x6 40 METROS,2020-08-26,7048.1
1641,PH ELITE DUO  DH 4x12 25 METROS,2020-03-26,6913.24
1653,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-10-26,1479.0
1664,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-19,3.0
1675,PH HIGIENOL DH 4x6 40 METROS,2020-10-05,9390.99
1677,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-12-17,923.0
1680,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-13,51.03
1687,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-05-13,3798.0
1688,RC NOVA DH MEGAROLLO  2 X 6,2019-10-14,1673.98
1694,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-08,289.25
1695,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-11,2397.73
1701,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-09-14,39.55
1704,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-05-12,3678.25
1707,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-19,6810.09
1708,PH NOBLE DH 24 X 2,2020-03-01,21.5
1718,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-19,83.16
1720,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-22,62.25
1722,RC NOVA DH MEGAROLLO  1 X 12,2020-04-01,23846.1
1731,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-25,4.67
1732,PH NOBLE DH 2 X 10,2020-02-02,3419.9
1736,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-04-14,3232.0
1737,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-07,0.58
1739,PH ELITE DH 6 X 8 LA,2020-06-23,12376.75
1743,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-30,1085.0
1745,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-19,14703.25
1747,RC NOVA DH MEGAROLLO  2 X 6,2020-12-02,4971.33
1750,SE ELITE CORTADA 1000 X 12,2021-02-12,185.6
1751,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-13,1518.5
1752,PH ELITE CLÁSICO DH 2 X 10 CO,2020-02-08,6511.8
1753,PH ELITE DH 24 X 2 LA,2019-12-18,13246.0
1757,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-22,171.56
1758,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-06-14,48.91
1761,PH NOBLE DH 24 X 2,2021-04-20,2934.5
1762,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-20,17058.92
1772,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-04-16,265.45
1773,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-04-10,96.29
1774,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-06-11,69.23
1784,SE ELITE CORTADA 1000 X 12,2020-12-11,67.92
1790,RC NOVA DH MEGAROLLO  1 X 12,2020-06-26,57434.54
1797,PH HIGIENOL DH  4 X 12,2020-03-25,7610.03
1800,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-09-29,1.25
1801,PH NOBLE DH 2 X 10,2020-12-30,398978.5
1803,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-11-03,3.0
1806,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-09-08,8.0
1807,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-04,153.92
1811,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-10-08,788.0
1816,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-19,65.0
1824,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-28,2155.75
1828,PH NOBLE DH 24 X 2,2021-01-27,3311.5
1829,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-06,812.45
1830,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-10-06,1787.5
1832,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-22,36.4
1833,PH ELITE DH 24 X 2 LA,2020-03-13,38643.5
1834,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-11-21,68.38
1835,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-28,903.61
1836,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-05-08,18.63
1844,PH ELITE CLÁSICO DH 2 X 10 CO,2019-10-05,11347.3
1846,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-12-10,124.0
1849,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-10-16,77.8
1850,PH ELITE DH 6 X 8 LA,2021-04-25,60.0
1851,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-11-18,718.0
1853,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-10-11,5204.5
1854,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-05-05,52.57
1855,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-11-17,0.17
1858,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-04-29,62.63
1859,SE ELITE CORTADA 1000 X 12,2021-01-20,120.17
1861,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-12-18,74.69
1862,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-27,19.0
1864,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-10-09,1675.0
1866,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-02,6997.45
1868,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-22,2233.0
1873,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-10-29,4.17
1875,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-04,60.5
1876,PH HIGIENOL DH 4x6 40 METROS,2019-12-18,8014.42
1878,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-12-13,2658.0
1880,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-05,549.59
1881,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-24,414.83
1883,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-21,223.12
1884,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-21,48.1
1885,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-08-04,3138.0
1887,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-13,17.89
1888,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-13,3.0
1890,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-22,67.46
1898,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-04,3169.9
1901,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-01,1419.5
1903,PH NOBLE DH 2 X 10,2021-05-25,66921.4
1912,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-01,1711.5
1913,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-06-18,207.7
1916,PH HIGIENOL DH  4 X 12,2020-01-22,6396.37
1922,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-04-25,215.1
1925,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-02,120.03
1927,PH HIGIENOL DH 4x6 40 METROS,2021-02-11,11874.25
1928,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-05-15,1322.5
1931,PH ELITE DUO  DH 4x12 25 METROS,2020-03-03,7994.25
1937,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-02-21,1159.42
1938,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-11,117.44
1940, PH ELITE PLUS DH VERTICAL 6 X 8,2020-06-05,6066.88
1945,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-28,4924.5
1952,SE ELITE CORTADA 1000 X 12,2020-11-18,81.92
1954,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-10-11,11.33
1955,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-11,113.75
1957,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-23,327.83
1962,RC NOVA DH MEGAROLLO  1 X 12,2020-06-03,53338.57
1971,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-06,2828.0
1974,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-01,504.0
1975,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-11,211.13
1976,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-01,517.76
1977,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-05-04,1336.0
1982,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-03-26,1.43
1999,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-12,1794.5
2001,PH ELITE DH 6 X 8 LA,2019-09-22,6.0
2004,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-04,12.5
2014,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-29,8214.0
2018,PH ELITE DH 6 X 8 LA,2021-05-18,5468.88
2027,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-11-29,0.33
2029,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-10-11,0.2
2031,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-09-05,1363.92
2035,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-09-25,1105.0
2039,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-05-26,75.0
2043,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-11,3772.0
2046,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-02-13,59.67
2049,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-02-11,455.1
2052,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-03-19,711.08
2053,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-08,44.5
2058,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-11-20,123.1
2063,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-07-30,194.41
2066,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-07,353.0
2067,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-30,282.22
2071,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-12-15,8.33
2072,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-09,4096.5
2074,RC NOVA DH MEGAROLLO  2 X 6,2020-07-09,3633.67
2076,RC NOVA DH MEGAROLLO  1 X 12,2020-05-17,785.0
2078,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-26,1507.0
2079,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-10,126.06
2080,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-07-17,245.47
2086,SE ELITE CORTADA 1000 X 12,2020-06-25,41.67
2089,PH ELITE  DH 4 X 12 LA,2019-10-11,21408.36
2091,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-25,120.15
2094,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-08-19,37.17
2095,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-01,11.17
2096,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-01,1305.5
2097,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-30,3571.38
2098,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-04,6062.0
2100,PH ELITE DH 24 X 2 LA,2020-08-06,16725.5
2101,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-05,11699.55
2118,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-17,11.5
2126,PH NOBLE DH 2 X 10,2020-04-28,145364.7
2130,RC NOVA DH MEGAROLLO  2 X 6,2020-04-23,2727.33
2144,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-01,273.5
2145,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-08,180.9
2148,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-09-29,4.13
2149,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-04-29,264.64
2152,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-03,126.18
2156,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-03-28,16.0
2166,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-05-19,4157.0
2169,PH NOBLE DH 2 X 10,2020-08-12,150272.5
2171,PH NOBLE DH 24 X 2,2021-06-22,1822.0
2174,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-15,159.38
2176,PH ELITE DH 2 X 10 LA,2019-11-25,52074.1
2177,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-21,66.3
2179,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-09-06,217.51
2181,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-05-27,978.97
2182,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-29,0.38
2185,RC NOVA DH MEGAROLLO  2 X 6,2021-06-12,2245.33
2191,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-29,1102.0
2194,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-29,1294.5
2196,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-01-08,8621.5
2197,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-29,3112.5
2199,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-04-20,2499.5
2201,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-22,594.5
2202,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-09-12,1720.08
2205,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-05-28,147.33
2206,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-29,265.4
2207, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-18,1731.5
2208,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-15,3.33
2212,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-08,71.14
2213,PH HIGIENOL DH  4 X 12,2019-10-31,10803.07
2215,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-14,280.5
2216,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-13,275.0
2220,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-30,124.0
2221,PH ELITE  DH 4 X 12 LA,2021-02-20,5868.04
2223,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-06-17,1926.06
2224,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-11-11,97.75
2234,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-01-28,127.3
2240,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-02-04,34.7
2242,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-25,71.0
2252,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-05-12,5612.5
2253,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-03-26,51.95
2259,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-25,1761.0
2260,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-03-20,285.92
2263,PH NOBLE DH 24 X 2,2019-09-14,2646.5
2268,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-12,12819.9
2273,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-04-20,135.84
2275,PH NOBLE DH 2 X 10,2021-04-15,34412.9
2276,PH ELITE DUO  DH 4x12 25 METROS,2020-01-23,9245.12
2277,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-19,34.88
2282,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-02-27,13108.5
2286,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-01-30,91.18
2291,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-05-30,4732.5
