,Marca,Fecha,Cantidad
2597,008 Babysec,2020-12-24,19514.18
2598,003 Noble,2021-02-28,66243.9
2599,001 Elite,2021-02-25,164052.11
2600,006 Nova,2020-07-30,61227.96
2601,037 Cotidian,2021-03-21,0.58
2602,038 Ok Pet,2020-12-27,0.25
2603,006 Nova,2019-12-08,209.08
2604,003 Noble,2020-08-26,234916.01
2605,012 Higienol,2021-05-28,13658.21
2606,036 Ladysoft,2020-12-05,3950.4
2607,012 Higienol,2020-04-08,9725.16
2608,001 Elite,2021-02-19,99556.71
2609,012 Higienol,2019-10-05,18378.83
2610,012 Higienol,2019-09-29,689.87
2611,038 Ok Pet,2020-06-27,0.08
2612,036 Ladysoft,2020-12-11,3687.3
2613,001 Elite,2020-08-17,141106.43
2614,003 Noble,2020-01-07,234884.27
2615,006 Nova,2021-01-29,112151.73
2616,006 Nova,2021-02-01,72984.89
2617,037 Cotidian,2021-03-18,658.15
2618,008 Babysec,2020-06-18,51861.39
2619,037 Cotidian,2020-09-13,18.0
2620,008 Babysec,2020-12-21,44162.65
2621,036 Ladysoft,2019-10-20,819.98
2622,003 Noble,2021-02-25,259435.45
2623,001 Elite,2021-02-22,94107.81
2624,003 Noble,2021-03-03,157126.28
2625,006 Nova,2019-12-11,24336.91
2626,012 Higienol,2021-05-25,17229.85
2627,012 Higienol,2021-05-31,18831.69
2628,001 Elite,2021-02-16,100889.82
2629,008 Babysec,2021-06-19,26775.51
2630,003 Noble,2020-09-04,179210.87
2631,012 Higienol,2020-11-29,487.83
2632,038 Ok Pet,2020-06-30,1.21
2633,006 Nova,2020-08-02,1341.0
2634,037 Cotidian,2020-01-22,992.21
2635,001 Elite,2020-06-29,142320.83
2636,036 Ladysoft,2020-12-14,4988.34
2637,008 Babysec,2019-10-27,545.87
2638,001 Elite,2019-12-26,208890.17
2639,006 Nova,2021-02-04,71826.26
2640,003 Noble,2020-03-02,195620.0
2641,001 Elite,2019-12-29,30727.73
2642,036 Ladysoft,2020-06-14,843.0
2643,008 Babysec,2020-12-18,41096.54
2644,012 Higienol,2019-10-08,14698.99
2645,036 Ladysoft,2019-12-11,4762.91
2646,037 Cotidian,2021-03-15,556.1
2647,012 Higienol,2021-06-03,11567.38
2648,006 Nova,2020-02-01,13910.34
2649,012 Higienol,2020-12-02,18411.49
2650,008 Babysec,2021-06-22,1223.59
2651,006 Nova,2020-08-05,53165.62
2652,003 Noble,2020-09-01,121137.2
2653,001 Elite,2019-12-23,234603.7
2654,012 Higienol,2020-11-26,15848.86
2655,008 Babysec,2019-10-30,38882.46
2656,036 Ladysoft,2020-06-08,4624.15
2657,003 Noble,2020-02-28,177439.07
2658,037 Cotidian,2020-01-19,1.38
2659,008 Babysec,2019-10-24,41190.81
2660,036 Ladysoft,2020-06-11,5063.38
2661,003 Noble,2020-08-29,246759.33
2662,008 Babysec,2020-12-15,32018.43
2663,038 Ok Pet,2021-02-17,18.0
2664,037 Cotidian,2021-03-12,618.17
2665,037 Cotidian,2021-05-18,747.03
2666,008 Babysec,2021-02-20,49186.49
2667,003 Noble,2021-04-30,514095.76
2668,008 Babysec,2020-08-18,42891.31
2669,006 Nova,2020-12-05,51623.74
2670,012 Higienol,2020-06-02,13638.93
2671,037 Cotidian,2020-11-13,1014.85
2672,038 Ok Pet,2020-08-21,1.82
2673,012 Higienol,2020-12-05,9859.33
2674,001 Elite,2021-04-24,110443.02
2675,036 Ladysoft,2021-02-07,196.79
2676,006 Nova,2020-06-02,35850.52
2677,038 Ok Pet,2020-08-24,3.08
2678,003 Noble,2020-03-08,7493.3
2679,003 Noble,2019-09-04,212388.72
2680,037 Cotidian,2019-09-25,676.45
2681,038 Ok Pet,2021-02-26,18.28
2682,012 Higienol,2020-06-05,13305.01
2683,037 Cotidian,2019-09-19,539.11
2684,003 Noble,2021-04-24,241735.18
2685,036 Ladysoft,2019-12-17,4397.9
2686,012 Higienol,2019-12-02,13489.18
2687,037 Cotidian,2020-11-10,1139.91
2688,012 Higienol,2021-05-19,10843.1
2689,008 Babysec,2020-03-06,29294.64
2690,008 Babysec,2021-04-28,48724.24
2691,037 Cotidian,2020-06-01,1078.08
2692,012 Higienol,2019-09-26,18659.19
2693,037 Cotidian,2019-11-28,674.08
2694,008 Babysec,2019-09-02,31998.78
2695,012 Higienol,2020-03-27,11669.93
2696,006 Nova,2019-09-23,18854.61
2697,006 Nova,2020-03-27,44277.68
2698,037 Cotidian,2020-06-04,615.43
2699,001 Elite,2020-11-07,117225.34
2700,003 Noble,2021-02-22,154101.84
2701,012 Higienol,2021-05-22,7885.42
2702,008 Babysec,2020-09-05,42956.58
2703,012 Higienol,2020-11-17,11280.78
2704,038 Ok Pet,2020-06-18,0.33
2705,037 Cotidian,2020-12-01,482.84
2706,003 Noble,2020-08-20,261384.17
2707,008 Babysec,2020-03-03,24837.64
2708,003 Noble,2021-02-19,123401.45
2709,037 Cotidian,2020-05-29,779.07
2710,036 Ladysoft,2020-05-27,5434.92
2711,001 Elite,2020-05-05,177605.48
2712,012 Higienol,2019-09-23,21421.55
2713,036 Ladysoft,2019-10-08,2266.81
2714,006 Nova,2021-05-16,1028.5
2715,001 Elite,2019-11-01,59152.32
2716,006 Nova,2020-03-30,45467.06
2717,036 Ladysoft,2021-06-03,4041.31
2718,038 Ok Pet,2020-12-18,38.63
2719,006 Nova,2019-09-20,21142.62
2720,036 Ladysoft,2020-11-29,721.28
2721,012 Higienol,2020-11-14,12302.83
2722,001 Elite,2020-05-02,144229.88
2723,003 Noble,2020-08-17,252529.36
2724,006 Nova,2020-03-24,35422.21
2725,001 Elite,2020-11-04,120864.64
2726,038 Ok Pet,2020-06-15,1.67
2727,008 Babysec,2019-11-02,20539.71
2728,037 Cotidian,2020-01-28,682.9
2729,012 Higienol,2020-05-21,19722.63
2730,001 Elite,2020-07-08,144872.71
2731,006 Nova,2020-07-24,54355.65
2732,037 Cotidian,2020-08-01,676.42
2733,008 Babysec,2020-05-06,39192.19
2734,001 Elite,2020-07-05,1799.12
2735,036 Ladysoft,2020-06-05,5153.69
2736,038 Ok Pet,2021-02-08,8.46
2737,012 Higienol,2020-11-23,14796.73
2738,003 Noble,2020-02-16,5333.47
2739,006 Nova,2020-01-20,24509.12
2740,001 Elite,2020-01-04,173092.62
2741,037 Cotidian,2020-02-03,323.8
2742,008 Babysec,2019-11-05,44673.98
2743,037 Cotidian,2020-01-31,976.41
2744,003 Noble,2020-02-22,174147.6
2745,036 Ladysoft,2019-11-29,4906.41
2746,006 Nova,2021-03-16,72606.0
2747,012 Higienol,2020-05-18,16803.89
2748,008 Babysec,2020-05-09,31513.19
2749,037 Cotidian,2020-08-04,1024.95
2750,036 Ladysoft,2020-06-02,5148.84
2751,012 Higienol,2020-11-20,8594.5
2752,003 Noble,2020-08-23,37.0
2753,006 Nova,2020-07-27,54014.94
2754,008 Babysec,2020-12-27,1186.38
2755,001 Elite,2020-01-01,2368.0
2756,037 Cotidian,2021-03-24,864.84
2757,003 Noble,2020-02-19,179676.8
2758,036 Ladysoft,2019-12-02,2710.65
2759,038 Ok Pet,2021-02-11,17.67
2760,006 Nova,2020-01-23,21772.02
2761,012 Higienol,2020-05-27,20044.82
2762,012 Higienol,2019-11-17,1562.33
2763,003 Noble,2020-02-25,160830.8
2764,012 Higienol,2019-11-23,15652.76
2765,036 Ladysoft,2021-01-23,4353.61
2766,038 Ok Pet,2020-02-11,0.29
2767,006 Nova,2020-09-17,61855.16
2768,036 Ladysoft,2021-01-29,4579.36
2769,006 Nova,2021-03-22,57404.51
2770,037 Cotidian,2021-01-31,32.0
2771,006 Nova,2021-03-19,45655.99
2772,003 Noble,2021-04-18,1803.3
2773,001 Elite,2021-01-07,169224.22
2774,008 Babysec,2020-11-05,26504.41
2775,036 Ladysoft,2019-12-05,2857.27
2776,006 Nova,2020-01-26,115.79
2777,003 Noble,2020-10-14,179573.64
2778,038 Ok Pet,2020-08-12,4.29
2779,003 Noble,2020-10-17,184900.77
2780,001 Elite,2021-01-04,115450.64
2781,036 Ladysoft,2021-01-26,4998.63
2782,012 Higienol,2019-11-20,24259.47
2783,037 Cotidian,2020-01-25,841.83
2784,001 Elite,2020-07-02,147075.38
2785,037 Cotidian,2020-07-29,659.32
2786,008 Babysec,2020-05-03,8.0
2787,012 Higienol,2020-05-24,30.0
2788,003 Noble,2021-04-15,108902.33
2789,008 Babysec,2020-04-30,51182.09
2790,037 Cotidian,2021-01-28,1571.78
2791,036 Ladysoft,2019-12-08,49.2
2792,008 Babysec,2020-11-02,18315.65
2793,006 Nova,2020-01-29,27394.86
2794,003 Noble,2021-04-21,235025.21
2795,008 Babysec,2021-01-05,37832.24
2796,012 Higienol,2021-01-20,12602.04
2797,006 Nova,2020-05-27,24790.17
2798,008 Babysec,2020-07-03,38852.04
2799,012 Higienol,2021-01-14,17066.33
2800,001 Elite,2020-09-04,154137.75
2801,003 Noble,2020-10-20,184277.24
2802,037 Cotidian,2020-09-28,771.1
2803,012 Higienol,2020-07-18,6616.16
2804,006 Nova,2019-11-23,20222.05
2805,003 Noble,2020-04-17,203224.78
2806,037 Cotidian,2020-03-29,33.25
2807,036 Ladysoft,2020-07-27,4288.23
2808,036 Ladysoft,2021-02-01,3595.21
2809,008 Babysec,2020-07-06,35008.01
2810,037 Cotidian,2020-10-01,720.4
2811,012 Higienol,2019-11-26,20020.95
2812,038 Ok Pet,2021-04-10,1.96
2813,036 Ladysoft,2020-01-29,4603.81
2814,008 Babysec,2020-01-02,21334.6
2815,038 Ok Pet,2021-04-07,6.28
2816,038 Ok Pet,2021-05-19,1.5
2817,008 Babysec,2020-09-11,36865.81
2818,012 Higienol,2020-11-11,11137.83
2819,001 Elite,2020-07-30,161900.62
2820,006 Nova,2020-05-09,34563.99
2821,008 Babysec,2021-03-16,32579.04
2822,036 Ladysoft,2020-09-04,4469.58
2823,006 Nova,2020-11-11,72094.73
2824,003 Noble,2020-05-26,209564.68
2825,001 Elite,2021-01-29,315194.7
2826,036 Ladysoft,2020-03-02,3712.81
2827,003 Noble,2019-11-22,207376.08
2828,012 Higienol,2019-11-08,20082.68
2829,036 Ladysoft,2020-03-05,4447.2
2830,037 Cotidian,2020-08-20,1242.09
2831,003 Noble,2020-05-23,128299.64
2832,012 Higienol,2020-05-12,14405.16
2833,006 Nova,2020-11-14,49857.24
2834,001 Elite,2020-07-27,126023.1
2835,038 Ok Pet,2020-11-11,38.67
2836,037 Cotidian,2020-08-26,1143.31
2837,038 Ok Pet,2020-11-17,21.54
2838,008 Babysec,2020-05-12,44706.2
2839,006 Nova,2021-03-13,44465.62
2840,001 Elite,2020-09-29,183778.14
2841,001 Elite,2020-03-27,166282.41
2842,008 Babysec,2020-11-14,74924.74
2843,003 Noble,2019-12-01,564.1
2844,038 Ok Pet,2020-05-15,0.17
2845,003 Noble,2019-11-25,173218.65
2846,036 Ladysoft,2020-10-29,4941.01
2847,012 Higienol,2019-11-11,19116.73
2848,037 Cotidian,2020-04-23,833.65
2849,006 Nova,2020-09-08,54530.74
2850,037 Cotidian,2020-10-29,810.09
2851,012 Higienol,2020-05-15,15505.01
2852,012 Higienol,2021-01-05,15617.25
2853,008 Babysec,2021-05-16,1490.3
2854,036 Ladysoft,2021-05-06,5544.25
2855,037 Cotidian,2020-10-23,1163.68
2856,036 Ladysoft,2019-09-04,3538.49
2857,001 Elite,2021-04-03,33504.39
2858,036 Ladysoft,2019-09-10,3941.9
2859,003 Noble,2021-01-16,202964.28
2860,001 Elite,2020-09-26,147817.31
2861,008 Babysec,2019-09-20,35187.91
2862,038 Ok Pet,2020-11-14,12.13
2863,036 Ladysoft,2021-04-30,7271.24
2864,006 Nova,2021-03-10,48952.46
2865,038 Ok Pet,2020-11-20,14.62
2866,001 Elite,2020-10-02,104307.88
2867,006 Nova,2020-09-05,47744.16
2868,008 Babysec,2020-11-11,38622.08
2869,003 Noble,2019-11-28,163056.94
2870,012 Higienol,2019-11-14,18717.16
2871,038 Ok Pet,2020-05-18,14.33
2872,037 Cotidian,2020-10-26,642.96
2873,036 Ladysoft,2020-03-11,4951.87
2874,036 Ladysoft,2021-05-03,3349.33
2875,008 Babysec,2019-09-23,33933.03
2876,003 Noble,2021-01-19,213756.97
2877,036 Ladysoft,2019-09-07,2934.69
2878,012 Higienol,2021-01-02,3257.25
2879,001 Elite,2020-02-04,179567.98
2880,003 Noble,2021-01-22,160106.31
2881,003 Noble,2020-07-20,208495.37
2882,037 Cotidian,2021-04-21,1479.13
2883,008 Babysec,2019-09-17,44888.03
2884,008 Babysec,2020-03-21,18479.64
2885,036 Ladysoft,2020-11-07,4885.74
2886,012 Higienol,2020-07-06,8791.78
2887,036 Ladysoft,2020-11-01,37.63
2888,003 Noble,2020-07-26,4779.0
2889,038 Ok Pet,2020-05-21,9.75
2890,006 Nova,2020-09-11,63665.62
2891,006 Nova,2020-03-09,37076.11
2892,037 Cotidian,2019-09-01,0.29
2893,012 Higienol,2021-01-11,16008.61
2894,001 Elite,2021-03-28,2542.23
2895,006 Nova,2020-03-15,1429.91
2896,037 Cotidian,2021-04-27,1392.09
2897,008 Babysec,2021-05-10,26420.31
2898,037 Cotidian,2021-04-24,1281.67
2899,012 Higienol,2020-01-05,1289.0
2900,036 Ladysoft,2019-09-13,3418.25
2901,036 Ladysoft,2020-05-02,4889.82
2902,008 Babysec,2019-09-14,36386.98
2903,003 Noble,2021-01-25,185854.32
2904,003 Noble,2020-07-23,179727.56
2905,036 Ladysoft,2020-11-04,4543.84
2906,037 Cotidian,2020-03-02,719.05
2907,012 Higienol,2020-07-09,9160.42
2908,008 Babysec,2020-03-18,19828.43
2909,001 Elite,2021-03-25,126516.07
2910,012 Higienol,2021-01-08,20513.09
2911,006 Nova,2020-09-14,67248.66
2912,006 Nova,2021-05-04,71363.22
2913,008 Babysec,2020-11-08,261.39
2914,006 Nova,2020-03-12,61143.69
2915,037 Cotidian,2020-10-20,887.19
2916,008 Babysec,2021-05-07,31554.69
2917,008 Babysec,2021-05-13,28783.56
2918,001 Elite,2021-03-31,268818.4
2919,037 Cotidian,2020-06-20,499.89
2920,036 Ladysoft,2020-05-05,5013.02
2921,012 Higienol,2020-01-08,25847.07
2922,006 Nova,2020-07-12,190.0
2923,008 Babysec,2021-01-11,44074.8
2924,037 Cotidian,2020-12-23,822.5
2925,006 Nova,2020-01-08,27378.99
2926,001 Elite,2020-11-29,12594.79
2927,012 Higienol,2020-07-12,210.5
2928,001 Elite,2021-06-03,98491.13
2929,038 Ok Pet,2021-01-14,3.13
2930,003 Noble,2020-07-29,167449.67
2931,001 Elite,2020-11-23,118232.2
2932,003 Noble,2020-01-25,182411.68
2933,001 Elite,2021-05-28,110056.25
2934,036 Ladysoft,2019-11-04,3639.89
2935,037 Cotidian,2019-11-01,61.45
2936,008 Babysec,2019-11-20,37603.64
2937,006 Nova,2021-01-11,73481.96
2938,036 Ladysoft,2020-05-08,4521.41
2939,001 Elite,2019-10-08,157644.52
2940,006 Nova,2020-07-15,50593.85
2941,012 Higienol,2021-03-04,12806.93
2942,006 Nova,2020-07-09,42544.84
2943,003 Noble,2021-03-18,174772.0
2944,037 Cotidian,2021-05-22,595.89
2945,037 Cotidian,2020-03-27,637.49
2946,036 Ladysoft,2021-01-08,4413.37
2947,037 Cotidian,2019-09-23,679.51
2948,036 Ladysoft,2020-07-06,4527.24
2949,006 Nova,2021-03-17,61974.74
2950,037 Cotidian,2020-11-17,729.95
2951,008 Babysec,2020-11-07,32201.92
2952,001 Elite,2021-03-30,169607.54
2953,038 Ok Pet,2021-02-22,4.92
2954,003 Noble,2021-04-20,206833.43
2955,003 Noble,2021-04-26,144085.0
2956,012 Higienol,2021-04-09,12322.5
2957,037 Cotidian,2021-05-19,690.82
2958,001 Elite,2020-09-28,130459.7
2959,006 Nova,2021-03-14,926.5
2960,001 Elite,2020-03-26,172121.39
2961,038 Ok Pet,2020-08-20,6.69
2962,008 Babysec,2020-11-13,57320.75
2963,037 Cotidian,2020-11-14,686.67
2964,003 Noble,2020-03-01,339.2
2965,006 Nova,2020-09-09,59496.17
2966,012 Higienol,2020-02-16,1339.75
2967,012 Higienol,2021-04-12,14506.68
2968,006 Nova,2020-09-12,66101.14
2969,006 Nova,2020-01-21,29045.05
2970,008 Babysec,2020-11-10,25674.47
2971,037 Cotidian,2019-09-26,603.05
2972,036 Ladysoft,2020-07-09,4395.07
2973,012 Higienol,2021-04-06,13300.24
2974,036 Ladysoft,2021-01-11,5518.42
2975,003 Noble,2021-04-23,195874.57
2976,006 Nova,2019-11-21,24341.06
2977,012 Higienol,2020-10-14,12565.9
2978,006 Nova,2020-07-10,40262.02
2979,001 Elite,2020-05-29,227873.58
2980,037 Cotidian,2019-11-26,857.66
2981,038 Ok Pet,2020-02-22,0.04
2982,003 Noble,2020-10-28,267925.02
2983,008 Babysec,2021-01-13,71949.84
2984,036 Ladysoft,2020-01-11,4477.78
2985,038 Ok Pet,2020-08-26,36.57
2986,038 Ok Pet,2020-02-19,0.33
2987,008 Babysec,2020-07-08,37142.1
2988,036 Ladysoft,2021-03-04,4431.63
2989,003 Noble,2019-09-06,229302.4
2990,012 Higienol,2021-04-15,12107.87
2991,008 Babysec,2020-07-14,38507.3
2992,037 Cotidian,2021-01-17,13.96
2993,006 Nova,2021-01-09,73133.13
2994,036 Ladysoft,2020-01-08,5355.05
2995,003 Noble,2021-04-29,163306.78
2996,037 Cotidian,2020-07-18,542.22
2997,036 Ladysoft,2020-07-12,218.37
2998,001 Elite,2020-05-26,258737.06
2999,008 Babysec,2021-01-10,1196.31
3000,003 Noble,2020-10-25,3522.37
3001,012 Higienol,2020-10-11,16.58
3002,001 Elite,2020-11-28,118691.73
3003,037 Cotidian,2019-11-29,858.36
3004,006 Nova,2019-11-18,19739.28
3005,008 Babysec,2020-07-11,37103.19
3006,003 Noble,2019-09-03,176971.13
3007,003 Noble,2020-04-25,160172.76
3008,038 Ok Pet,2021-04-15,17.17
3009,012 Higienol,2020-10-08,15377.01
3010,008 Babysec,2020-01-07,39781.1
3011,006 Nova,2021-01-12,62004.62
3012,001 Elite,2019-11-25,201154.86
3013,037 Cotidian,2021-01-20,1389.77
3014,036 Ladysoft,2021-03-10,4783.06
3015,037 Cotidian,2019-11-20,1268.71
3016,038 Ok Pet,2020-02-28,0.25
3017,006 Nova,2020-07-16,59797.95
3018,012 Higienol,2020-04-11,10040.08
3019,038 Ok Pet,2020-10-17,10.38
3020,036 Ladysoft,2020-09-05,5567.05
3021,001 Elite,2020-05-23,169437.22
3022,006 Nova,2020-01-12,424.83
3023,008 Babysec,2021-01-07,42358.03
3024,001 Elite,2020-11-25,133103.48
3025,012 Higienol,2019-10-14,17709.97
3026,001 Elite,2021-05-30,3871.77
3027,003 Noble,2020-04-28,191682.31
3028,012 Higienol,2020-04-17,13692.84
3029,003 Noble,2021-06-20,721.07
3030,006 Nova,2021-01-15,64771.67
3031,001 Elite,2019-10-04,200725.77
3032,008 Babysec,2019-11-16,36088.16
3033,037 Cotidian,2020-05-27,1034.07
3034,008 Babysec,2021-01-04,23060.57
3035,036 Ladysoft,2020-09-02,5517.21
3036,006 Nova,2020-07-13,44383.17
3037,012 Higienol,2021-06-06,318.17
3038,036 Ladysoft,2020-01-14,4826.69
3039,012 Higienol,2020-04-14,15305.44
3040,037 Cotidian,2019-11-23,850.76
3041,012 Higienol,2020-10-17,13650.68
3042,003 Noble,2020-10-31,455624.79
3043,001 Elite,2020-11-22,1674.79
3044,038 Ok Pet,2021-04-21,38.46
3045,003 Noble,2020-05-01,43326.04
3046,001 Elite,2019-10-01,156059.02
3047,001 Elite,2021-05-27,96378.05
3048,037 Cotidian,2021-01-14,860.04
3049,003 Noble,2019-10-28,260125.4
3050,036 Ladysoft,2021-03-07,179.42
3051,012 Higienol,2019-10-11,20435.35
3052,008 Babysec,2019-11-13,43003.55
3053,038 Ok Pet,2020-10-23,20.62
3054,003 Noble,2019-10-31,517069.27
3055,006 Nova,2021-05-17,55938.56
3056,003 Noble,2020-05-04,162008.63
3057,037 Cotidian,2020-01-26,37.38
3058,006 Nova,2020-11-12,48830.4
3059,001 Elite,2021-01-28,208659.64
3060,036 Ladysoft,2021-05-01,80.46
3061,012 Higienol,2021-06-09,14812.81
3062,012 Higienol,2021-06-15,13582.51
3063,003 Noble,2020-12-22,346283.5
3064,012 Higienol,2020-12-11,15051.38
3065,036 Ladysoft,2020-09-11,4446.35
3066,037 Cotidian,2021-03-19,672.44
3067,006 Nova,2019-09-21,23477.94
3068,001 Elite,2019-12-04,193139.86
3069,036 Ladysoft,2020-03-06,4496.06
3070,037 Cotidian,2020-07-27,989.26
3071,012 Higienol,2019-10-20,3289.45
3072,003 Noble,2020-10-16,208221.13
3073,037 Cotidian,2020-04-02,560.07
3074,008 Babysec,2021-02-01,20137.26
3075,038 Ok Pet,2021-04-06,7.21
3076,008 Babysec,2021-01-29,69977.66
3077,012 Higienol,2021-01-19,14042.33
3078,001 Elite,2020-08-13,126776.86
3079,006 Nova,2020-06-18,66300.68
3080,003 Noble,2020-10-19,158869.05
3081,012 Higienol,2021-01-13,14448.08
3082,036 Ladysoft,2020-01-02,2409.07
3083,006 Nova,2020-12-21,94216.86
3084,038 Ok Pet,2020-02-10,0.63
3085,003 Noble,2020-04-16,229685.24
3086,001 Elite,2020-02-09,859.81
3087,008 Babysec,2019-12-11,35286.53
3088,036 Ladysoft,2019-12-30,4104.02
3089,036 Ladysoft,2021-02-23,5472.31
3090,037 Cotidian,2020-10-02,744.88
3091,008 Babysec,2021-02-04,30379.96
3092,038 Ok Pet,2021-04-03,0.38
3093,037 Cotidian,2020-03-30,1100.25
3094,001 Elite,2021-04-02,4562.43
3095,001 Elite,2020-04-13,215870.71
3096,006 Nova,2020-10-18,433.83
3097,008 Babysec,2021-04-09,34634.74
3098,001 Elite,2020-12-01,83528.09
3099,012 Higienol,2020-07-20,8528.88
3100,008 Babysec,2020-10-05,31754.26
3101,006 Nova,2020-04-15,30011.85
3102,003 Noble,2020-04-19,4343.0
3103,003 Noble,2019-10-19,173540.13
3104,036 Ladysoft,2021-02-26,4476.59
3105,037 Cotidian,2019-12-02,538.05
3106,012 Higienol,2020-01-16,16606.19
3107,038 Ok Pet,2020-10-08,31.38
3108,001 Elite,2021-06-05,94205.14
3109,036 Ladysoft,2020-08-24,6193.49
3110,038 Ok Pet,2021-04-12,1.0
3111,001 Elite,2019-10-10,214982.24
3112,037 Cotidian,2020-12-05,1266.68
3113,008 Babysec,2020-10-02,29320.75
3114,003 Noble,2021-06-14,138010.74
3115,036 Ladysoft,2020-02-23,137.41
3116,003 Noble,2020-12-10,189112.26
3117,008 Babysec,2021-04-06,37850.73
3118,006 Nova,2020-10-15,31679.01
3119,037 Cotidian,2020-06-02,910.1
3120,038 Ok Pet,2020-10-05,2.38
3121,012 Higienol,2020-07-17,7238.31
3122,001 Elite,2021-06-08,99065.16
3123,006 Nova,2020-10-21,52095.85
3124,001 Elite,2020-12-04,162618.59
3125,003 Noble,2020-04-22,172365.37
3126,037 Cotidian,2020-06-05,583.04
3127,003 Noble,2019-10-16,212853.9
3128,012 Higienol,2020-01-13,18216.72
3129,001 Elite,2019-10-13,3378.16
3130,008 Babysec,2020-02-13,32127.13
3131,036 Ladysoft,2020-08-27,5752.6
3132,036 Ladysoft,2021-03-01,3187.73
3133,006 Nova,2021-04-22,53867.38
3134,038 Ok Pet,2021-04-09,17.96
3135,003 Noble,2021-06-11,108996.21
3136,006 Nova,2021-06-13,2439.83
3137,003 Noble,2021-06-17,121077.4
3138,037 Cotidian,2020-05-30,797.63
3139,008 Babysec,2020-02-10,29854.1
3140,036 Ladysoft,2020-08-30,80.5
3141,038 Ok Pet,2020-04-14,0.17
3142,003 Noble,2020-12-13,2829.23
3143,001 Elite,2020-04-07,182488.7
3144,036 Ladysoft,2020-03-03,3750.04
3145,038 Ok Pet,2020-04-08,0.17
3146,036 Ladysoft,2020-02-26,3794.31
3147,001 Elite,2020-10-10,110706.17
3148,037 Cotidian,2019-10-11,1919.78
3149,012 Higienol,2021-03-15,10966.42
3150,006 Nova,2020-04-21,34732.86
3151,006 Nova,2019-10-18,24408.7
3152,037 Cotidian,2021-06-03,612.11
3153,008 Babysec,2021-04-03,20299.3
3154,003 Noble,2019-10-25,205016.53
3155,037 Cotidian,2020-11-29,7.96
3156,036 Ladysoft,2021-04-22,3277.28
3157,012 Higienol,2020-01-22,13297.54
3158,001 Elite,2019-10-07,213699.81
3159,008 Babysec,2020-02-07,32664.83
3160,001 Elite,2020-04-10,279.17
3161,012 Higienol,2021-03-12,15244.26
3162,037 Cotidian,2019-10-08,273.1
3163,006 Nova,2020-04-18,33350.2
3164,003 Noble,2020-12-16,175972.45
3165,038 Ok Pet,2020-10-14,1.5
3166,036 Ladysoft,2020-02-29,5601.68
3167,008 Babysec,2020-08-11,46877.58
3168,012 Higienol,2020-09-10,12018.5
3169,003 Noble,2020-06-13,231572.03
3170,003 Noble,2019-10-22,231082.92
3171,008 Babysec,2021-03-31,98246.55
3172,038 Ok Pet,2021-06-03,0.75
3173,006 Nova,2020-04-24,36493.05
3174,001 Elite,2021-06-02,87560.99
3175,006 Nova,2019-10-21,18312.22
3176,037 Cotidian,2020-11-26,682.79
3177,012 Higienol,2020-01-19,1145.25
3178,037 Cotidian,2020-12-02,845.85
3179,036 Ladysoft,2021-04-25,112.62
3180,036 Ladysoft,2020-10-21,4220.88
3181,008 Babysec,2019-10-08,24518.28
3182,003 Noble,2020-06-19,193324.28
3183,006 Nova,2020-02-17,27931.4
3184,038 Ok Pet,2021-06-12,0.38
3185,008 Babysec,2021-06-06,1409.02
3186,008 Babysec,2021-05-31,77445.26
3187,037 Cotidian,2020-07-30,794.81
3188,012 Higienol,2021-03-18,13034.23
3189,001 Elite,2020-06-13,178815.3
3190,006 Nova,2020-08-21,47369.72
3191,036 Ladysoft,2019-09-02,2193.53
3192,012 Higienol,2020-09-13,133.0
3193,003 Noble,2020-06-16,176691.84
3194,037 Cotidian,2021-02-04,878.97
3195,001 Elite,2019-12-10,273028.02
3196,008 Babysec,2020-04-11,28749.05
3197,036 Ladysoft,2021-04-28,5321.32
3198,003 Noble,2020-06-22,195846.65
3199,008 Babysec,2019-10-11,35007.89
3200,037 Cotidian,2020-02-19,660.48
3201,012 Higienol,2020-01-07,24409.09
3202,003 Noble,2019-10-13,2875.67
3203,038 Ok Pet,2020-03-27,0.38
3204,037 Cotidian,2021-04-09,583.53
3205,008 Babysec,2020-06-20,29209.76
3206,001 Elite,2020-08-19,158559.47
3207,012 Higienol,2020-07-11,7905.5
3208,006 Nova,2021-02-05,65547.26
3209,037 Cotidian,2021-04-12,456.72
3210,036 Ladysoft,2020-08-21,7899.19
3211,036 Ladysoft,2020-02-11,5915.42
3212,006 Nova,2021-01-30,172509.84
3213,003 Noble,2021-06-05,162985.17
3214,008 Babysec,2020-06-14,2324.0
3215,003 Noble,2020-12-01,99665.65
3216,036 Ladysoft,2020-08-15,4872.31
3217,012 Higienol,2021-02-28,356.5
3218,006 Nova,2019-12-15,2454.03
3219,003 Noble,2020-12-07,190310.89
3220,037 Cotidian,2021-06-12,2728.21
3221,012 Higienol,2021-03-09,13462.08
3222,006 Nova,2019-10-06,467.62
3223,001 Elite,2020-10-22,133892.3
3224,012 Higienol,2021-03-03,12218.67
3225,037 Cotidian,2019-10-20,34.21
3226,038 Ok Pet,2020-03-30,0.04
3227,008 Babysec,2020-08-20,50408.58
3228,036 Ladysoft,2020-02-20,3869.41
3229,003 Noble,2020-06-04,250381.5
3230,037 Cotidian,2020-04-20,651.45
3231,006 Nova,2021-06-01,38825.91
3232,037 Cotidian,2020-12-11,789.32
3233,036 Ladysoft,2021-04-10,5229.91
