,SKU,Fecha,Soles
1140,PH HIGIENOL DH  4 X 12,2020-12-25,1316.48
1142,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-24,368.8
1143,PH NOBLE DH 24 X 2,2019-10-24,75270.32
1147,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-03-30,35843.52
1149,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-05-23,4215.41
1150,RC NOVA DH MEGAROLLO  1 X 12,2020-02-01,198157.39
1154,SE ELITE CORTADA 1000 X 12,2021-05-06,6367.12
1159,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-14,5753.16
1160,RC NOVA DH MEGAROLLO  2 X 6,2019-10-20,601.53
1163,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-02-10,195197.56
1165,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-22,441.61
1166,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-11-26,16991.08
1167,RC NOVA DH MEGAROLLO  2 X 6,2020-04-23,49350.45
1168,PH NOBLE DH 24 X 2,2019-10-30,80192.07
1183,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-01,17537.14
1185,PH ELITE DUO  DH 4x12 25 METROS,2020-06-17,227766.9
1190,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-24,62814.67
1201,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-19,2955.3
1205,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-02,19675.74
1206,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-31,42201.37
1208,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-12,7298.55
1214,RC NOVA DH MEGAROLLO  2 X 6,2019-09-27,15655.07
1216,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-06-15,122748.03
1217,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-10-23,170244.63
1219,RC NOVA DH MEGAROLLO  1 X 12,2020-01-09,335793.47
1220,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-05,19631.45
1225,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-04-15,76237.01
1227,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-25,2436.79
1231,PH ELITE DH 6 X 8 LA,2020-02-15,221065.13
1235,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-06-06,2413.37
1236,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-01,110.17
1237,PH ELITE DUO  DH 6 x 8  25 METROS,2019-09-11,735738.15
1240,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-24,3537.64
1243,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-22,322.56
1248,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-21,267266.04
1252, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-10,20003.06
1255,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-09-21,114530.02
1261,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-06,108589.46
1264,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-07,4539.61
1270,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-26,10412.34
1272,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-30,357301.86
1277,PH HIGIENOL DH 4x6 40 METROS,2020-11-20,118198.51
1282,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-08,2288.33
1283,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-02-03,43096.04
1289,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-14,8534.61
1291,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-09-01,1534.62
1294,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-05-13,235172.07
1296,RC NOVA DH MEGAROLLO  2 X 6,2019-10-14,31363.47
1301,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-08,17700.89
1304,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-11,139136.33
1309,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-09-14,2292.99
1313,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-05-12,164621.72
1315,PH NOBLE DH 24 X 2,2020-03-01,597.88
1316,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-19,126596.58
1324,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-19,6409.15
1328,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-22,5123.37
1330,RC NOVA DH MEGAROLLO  1 X 12,2020-04-01,404659.52
1338,PH NOBLE DH 2 X 10,2020-02-02,37218.86
1340,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-25,379.15
1342,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-04-14,177059.56
1343,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-07,7.71
1347,PH ELITE DH 6 X 8 LA,2020-06-23,351442.91
1351,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-30,75875.55
1353,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-19,486974.5
1357,RC NOVA DH MEGAROLLO  2 X 6,2020-12-02,94710.46
1358,SE ELITE CORTADA 1000 X 12,2021-02-12,10648.86
1359,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-13,93325.42
1360,PH ELITE CLÁSICO DH 2 X 10 CO,2020-02-08,75129.86
1361,PH ELITE DH 24 X 2 LA,2019-12-18,380457.64
1365,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-22,9795.6
1366,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-06-14,3526.95
1369,PH NOBLE DH 24 X 2,2021-04-20,62151.42
1370,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-05-13,11585.95
1380, PH ELITE PLUS DH VERTICAL 6 X 8,2019-12-19,23398.68
1381,PH ELITE DH 2 X 10 LA,2020-03-30,714687.08
1384,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-03-07,7000.92
1387,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-09,16293.74
1388,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-05-15,210436.18
1391,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-11-21,8368.29
1394,PH NOBLE DH 2 X 10,2020-02-05,1635118.74
1397,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-12-22,487.8
1407,SE ELITE CORTADA 1000 X 12,2020-12-11,3950.61
1409,RC NOVA DH MEGAROLLO  1 X 12,2020-06-26,943371.53
1421,PH HIGIENOL DH  4 X 12,2020-03-25,223000.93
1423,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-09-29,150.85
1424,PH NOBLE DH 2 X 10,2020-12-30,4088460.5
1428,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-11-03,247.46
1430,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-04,12834.26
1431,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-09-08,555.14
1434,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-10-08,49278.0
1438,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-19,5732.97
1447,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-28,135489.74
1451,PH NOBLE DH 24 X 2,2021-01-27,73447.2
1452,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-10-06,95932.24
1453,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-06,24343.91
1454,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-22,1422.85
1456,PH ELITE DH 24 X 2 LA,2020-03-13,1121095.98
1457,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-05-08,1269.38
1458,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-28,16520.49
1459,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-11-21,3814.89
1468,PH ELITE CLÁSICO DH 2 X 10 CO,2019-10-05,132438.41
1469,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-12-10,1916.51
1471,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-10-16,6421.13
1472,PH ELITE DH 6 X 8 LA,2021-04-25,1576.27
1474,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-11-18,23979.5
1476,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-10-11,288714.5
1482,PH NOBLE DH 2 X 10,2019-11-11,1760443.5
1486,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-15,41.27
1487,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-12-30,7525.16
1490,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-11-16,100160.43
1491,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-05-15,20508.24
1496,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-05-11,128819.62
1497,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-05-04,19025.48
1501,PH ELITE DH 2 X 10 LA,2020-08-23,465.78
1502,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-25,87256.47
1505,PH ELITE CLÁSICO DH 2 X 10 CO,2020-11-26,27200.67
1510,RC NOVA DH MEGAROLLO  1 X 12,2020-06-03,869742.59
1519,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-11,17647.48
1520,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-01,10781.76
1521,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-01,31723.95
1523,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-06,159844.07
1524,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-05-04,14334.9
1531,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-03-26,112.68
1546,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-12,114939.93
1547,PH ELITE DH 6 X 8 LA,2019-09-22,175.42
1550,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-04,910.78
1559,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-29,513878.84
1566,PH ELITE DH 6 X 8 LA,2021-05-18,135534.85
1574,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-11-29,29.24
1576,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-10-11,17.46
1577,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-09-05,14145.64
1581,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-09-25,62673.17
1593,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-06-07,30634.22
1594,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-12-18,123489.69
1599,RC NOVA DH MEGAROLLO  2 X 6,2021-04-10,37047.41
1601,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-29,24158.38
1602,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-11,22513.73
1605,RC NOVA DH MEGAROLLO  2 X 6,2020-10-06,65871.4
1608,PH ELITE DH 2 X 10 LA,2020-07-31,802549.46
1609,PH ELITE CLÁSICO DH 2 X 10 CO,2020-11-03,46214.86
1613,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-05-29,18091.58
1625,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-09,13034.22
1627,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-01-07,20130.17
1632,RC NOVA DH MEGAROLLO  1 X 12,2019-11-07,429192.08
1636,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-01-05,8196.69
1638,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-10-10,224908.25
1639,PH NOBLE DH 24 X 2,2020-07-19,1258.5
1641,PH NOBLE DH 2 X 10,2019-09-09,1701749.4
1645,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-05-04,2198.85
1646,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-20,186539.2
1655,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-06-12,54927.91
1657,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-10,16107.68
1661,PH HIGIENOL DH 4x6 40 METROS,2020-08-26,161156.21
1664,PH ELITE DUO  DH 4x12 25 METROS,2020-03-26,266312.09
1676,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-10-26,48013.24
1686,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-19,235.86
1694,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-24,35274.59
1698,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-30,1957.63
1701, PH ELITE PLUS DH VERTICAL 6 X 8,2020-05-16,46507.26
1703,PH ELITE PLUS DH 24 X 2,2020-06-16,32188.53
1711,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-02,42836.46
1712,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-06-04,124000.13
1715,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-01-27,13120.18
1718,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-13,97.89
1719,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-07-15,117970.04
1723,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-28,132140.74
1726,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-12-18,4459.18
1728,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-19,17237.31
1733,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-01-02,206281.58
1737,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-03-13,23252.75
1739,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-06-26,209321.24
1746,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-05-09,11441.25
1750,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-10-24,4816.93
1754,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-01-14,22662.98
1760,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-09-18,14996.77
1761,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-04-18,5210.93
1766,PH ELITE DH 2 X 10 LA,2020-06-04,651057.0
1768,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-06-27,346032.31
1771,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-06,4881.77
1777,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-29,256796.32
1782,PH ELITE CLÁSICO DH 2 X 10 CO,2020-04-14,66313.29
1794,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-09-20,16426.41
1797,PH ELITE DH 24 X 2 LA,2020-06-04,435162.25
1799,PH NOBLE DH 24 X 2,2020-11-02,59052.13
1802,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-30,7121.94
1811,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-11-01,12682.2
1817,PH HIGIENOL DH  4 X 12,2021-05-14,76828.57
1818,RC NOVA DH MEGAROLLO  2 X 6,2019-09-04,24376.9
1825,PH ELITE DUO  DH 4x12 25 METROS,2020-07-10,210692.47
1829,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-06-20,89196.25
1832,PH ELITE DUO  DH 4x12 25 METROS,2020-12-03,135528.63
1833,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-18,163.56
1835,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-03-19,2983.77
1836,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-02-07,472869.95
1837,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-03-21,151.56
1839,PH ELITE DH 6 X 8 LA,2020-03-09,290693.26
1845,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-29,2204.29
1846,PH HIGIENOL DH  4 X 12,2020-10-03,86533.75
1849,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-11-05,24040.39
1854,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-07-31,15260.95
1855,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-24,3970.54
1860,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-05-01,2637.73
1863,PH NOBLE DH 24 X 2,2020-12-12,47568.93
1865,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-11-03,8177.92
1869,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-03-31,8145.91
1870,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-11-23,106885.23
1874,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-04-16,150039.0
1876,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-03-04,13078.1
1880,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-08-21,33277.81
1891,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-01,1784.35
1895,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-05-08,55459.68
1896,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-06,370893.3
1903,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-05-17,182.95
1904,PH ELITE DH 2 X 10 LA,2020-07-14,588281.24
1906,PH NOBLE DH 2 X 10,2020-05-21,2090862.23
1912,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-02-02,98.28
1913,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-05-10,10661.04
1914,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-02-26,131319.4
1918,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-05-20,1805.27
1919,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-02-29,11729.71
1920,PH HIGIENOL DH 4x6 40 METROS,2021-01-22,153142.72
1929,PH NOBLE DH 24 X 2,2019-12-09,36868.76
1931,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-08-18,33463.86
1932,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-12,14424.98
1936,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-09-24,1683.95
1940,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-31,2361.51
1941,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-03-22,1405.81
1944,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-07-15,290369.65
1945,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-03-07,8326.32
1946, PH ELITE PLUS DH VERTICAL 6 X 8,2021-06-09,15254.53
1949,SE ELITE CORTADA 1000 X 12,2020-06-02,5031.84
1950,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-06-16,174671.77
1954,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-05-29,659.27
1956,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-07,147913.78
1957,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-30,12409.52
1958,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-11-26,326.63
1967,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-02-15,32956.68
1968,PH HIGIENOL DH  4 X 12,2020-08-01,156843.13
1969,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-05-22,77736.21
1974,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-05-17,223305.89
1975,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-20,5685.79
1981,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-09-13,4097.08
1983,PH ELITE  DH 4 X 12 LA,2020-12-19,512464.69
1984,RC NOVA DH MEGAROLLO  1 X 12,2020-12-12,1206637.86
1989,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-09-14,396944.57
1990,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-05-31,693.13
1998,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-10-26,675.72
1999,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-19,353809.56
2000,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-06-02,8604.35
2001,PH ELITE PLUS DH 24 X 2,2021-01-14,37697.78
2002,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-09,40682.65
2014,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-09-18,315623.65
2024,PH ELITE DH 2 X 10 LA,2021-06-08,360097.35
2031,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-06,139566.09
2034,PH ELITE DH 24 X 2 LA,2020-02-19,221032.24
2035,PH ELITE  DH 4 X 12 LA,2019-10-31,819488.68
2037,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-07-14,109301.98
2041,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-09-17,148399.64
2049,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-04,3831.2
2050,PH HIGIENOL DH 4x6 40 METROS,2019-12-18,179015.26
2051,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-10-29,324.4
2052,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-12-13,142407.44
2055,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-05,16630.93
2057,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-24,4284.47
2058,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-21,14028.19
2059,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-21,2414.81
2060,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-08-04,173726.46
2062,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-22,1589.89
2063,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-13,226.78
2064,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-13,1637.88
2074,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-04,146335.94
2075,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-01,77822.88
2079,PH NOBLE DH 2 X 10,2021-05-25,719836.96
2086,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-06-18,17497.89
2088,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-01,97350.69
2092,PH HIGIENOL DH  4 X 12,2020-01-22,195029.16
2095,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-04-25,16697.86
2100,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-02,7100.35
2101,PH HIGIENOL DH 4x6 40 METROS,2021-02-11,271466.93
2103,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-05-15,87932.73
2106,PH ELITE DUO  DH 4x12 25 METROS,2020-03-03,295364.83
2111,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-02-21,12052.54
2114,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-11,6605.31
2116, PH ELITE PLUS DH VERTICAL 6 X 8,2020-06-05,165480.33
2118,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-28,271863.09
2123,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-05-20,51767.47
2126,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-04-05,38207.41
2133,PH ELITE DH 24 X 2 LA,2020-08-29,318141.91
2134,RC NOVA DH MEGAROLLO  1 X 12,2020-04-24,557503.18
2136,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-27,92074.57
2137,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-02-23,7289.65
2138,PH HIGIENOL DH  4 X 12,2021-03-12,117640.1
2144,PH ELITE DUO  DH 6 x 8  25 METROS,2020-01-18,216767.1
2146,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-01-22,116280.29
2150,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-28,470684.46
2151,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-08,12423.68
2154,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-04-29,22590.62
2157,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-09-29,154.07
2159,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-03,9314.58
2162,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-03-28,1054.65
2173,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-05-19,233739.63
2176,PH NOBLE DH 2 X 10,2020-08-12,1552568.27
2177,PH NOBLE DH 24 X 2,2021-06-22,39579.98
2180,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-21,4841.56
2181,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-09-06,18385.56
2182,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-15,8885.45
2186,PH ELITE DH 2 X 10 LA,2019-11-25,754355.59
2187,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-05-27,32574.55
2188,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-29,45.25
2189,RC NOVA DH MEGAROLLO  2 X 6,2021-06-12,41459.23
2196,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-01-08,108173.74
2197,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-29,68571.85
2199,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-29,187389.13
2203,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-29,84596.81
2206,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-04-20,155424.22
2208,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-09-12,97890.74
2210,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-05-28,995.5
2211,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-22,33378.98
2212,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-29,18469.69
2214, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-18,45913.62
2215,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-15,287.29
2218,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-14,19352.77
2219,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-08,3377.34
