,Distribuidor,Fecha,Soles
690,TAYMI,2019-09-18,318873.84
691,VEGA - CENTRO,2019-09-18,40453.07
692,ZV,2019-09-18,66314.54
694,RICMAN,2019-09-19,71819.07
695,TAMBOS LIMA,2019-09-19,191231.36
696,DIJISA - ICA,2019-09-20,8722.78
697,DROGUERIA SAN MARTIN,2019-09-20,77563.23
698,MARRACHE,2019-09-20,104970.96
699,AGA - TARAPOTO,2019-09-21,17735.39
700,DISART,2019-09-21,53605.4
701,EUROVA,2019-09-21,371660.8
702,LANCERO - LA MERCED,2019-09-21,2022.08
704,CODIJISA - PIURA,2019-09-23,198182.29
705,CURTIS ESTE,2019-09-23,16639.16
706,DIJISA - CHINCHA,2019-09-23,24506.3
708,KONSUMASS,2019-09-23,95913.96
709,LA GENOVESA - MOQUEGUA,2019-09-23,1339.48
711,STA APOLONIA - T,2019-09-23,106684.75
712,TAMBOS AQP,2019-09-23,189358.31
713,DIJISA - AYACUCHO,2019-09-24,7831.4
714,ESTILOS,2019-09-24,4397.98
715,GRUPO SVS,2019-09-24,108876.39
717,MYL_HERMANOS,2019-09-24,306693.62
718,P&PJ CHINCHA,2019-09-24,81787.73
719,SIPAN - Y,2019-09-24,226255.77
720,CASA GRANDE,2019-09-25,111815.24
721,LA GENOVESA - TACNA,2019-09-25,38086.66
722,LIDER - CHEPEN,2019-09-25,7841.35
723,PANAM,2019-09-25,30739.08
724,CHUPACA BUSINESS,2019-09-26,28949.99
725,MOLISAC,2019-09-26,109928.11
726,VEGA - NORTE,2019-09-26,80730.96
727,AGA - MOYOBAMBA,2019-09-27,8874.54
728,ALMACENES_SEVILLANO,2019-09-27,61573.6
729,CORPORACION_VEGA,2019-09-27,40236.63
730,FERROL,2019-09-27,46380.34
731,JRC - NAZCA,2019-09-27,8865.7
732,LIDER - TRUJILLO,2019-09-27,3989.24
734,PATITA SAC,2019-09-27,52140.92
735,TCA SAC,2019-09-27,56372.14
736,TEMMY,2019-09-27,27865.93
737,5M DISTRIBUCIONES,2019-09-28,23429.09
738,DIJISA - AYACUCHO,2019-09-28,11645.81
741,AGA - JAEN,2019-09-30,77274.99
742,DIPSA-AYACUCHO,2019-09-30,155512.3
743,GIANELA,2019-09-30,76898.8
744,JRC - ICA,2019-09-30,38791.94
747,STA APOLONIA - CH,2019-09-30,49859.03
748,CODIJISA - CHIMBOTE,2019-10-01,28053.83
749,DISTRIBUIDORA CCM,2019-10-01,531605.25
750,DYCART,2019-10-01,25748.89
751,LANCERO - HUANUCO,2019-10-01,3510.73
752,LYG-CD_SAC,2019-10-01,188478.39
753,DIPSA-ABANCAY,2019-10-02,18280.93
754,ECONOMYSA,2019-10-02,40413.4
755,RICMAN,2019-10-02,85021.02
758,DYCART,2019-09-02,122344.08
759,KONSUMASS,2019-09-02,157775.85
760,DIJISA - AYACUCHO,2019-09-03,8134.38
761,PATITA SAC,2019-09-03,46361.8
762,SAUL,2019-09-03,136935.46
765,DICOBELSA - LIMA,2019-09-04,60331.95
766,GUMISA - HUARAZ,2019-09-04,30863.77
767,LA GENOVESA - MOQUEGUA,2019-09-04,1128.01
768,LAGUI,2019-09-04,236436.86
769,MYG,2019-09-04,13040.2
770,MYL_HERMANOS,2019-09-04,435120.54
771,URBANO,2019-09-04,38332.27
772,VEGA - CENTRO,2019-09-04,73214.53
773,CODIJISA - TRUJILLO,2019-09-05,77119.03
774,GRUPO SVS,2019-09-05,134011.29
775,LANCERO - TINGO MARIA,2019-09-05,2473.93
777,RICMAN,2019-09-05,74618.93
778,CURTIS NORTE,2019-09-06,4995.17
779,DIJISA - LIMA,2019-09-06,16424.61
781,JRC - NAZCA,2019-09-06,7606.91
783,SAN JUAN,2019-09-06,75709.62
784,VEGA - NORTE,2019-09-06,108320.21
785,ALMACENES_SEVILLANO,2019-09-07,3616.2
786,EUROVA,2019-09-07,161584.65
787,GIANELA,2019-09-07,56254.07
788,LANCERO - PUCALLPA,2019-09-07,7905.76
789,MOLISAC,2019-09-07,136610.2
791,STA APOLONIA - CH,2019-09-07,82797.71
792,TAMBOS LIMA,2019-09-07,158411.36
793,TCA SAC,2019-09-07,37150.92
795,AGA - TARAPOTO,2019-09-09,106590.08
798,DYCART,2019-09-09,46878.37
799,KONSUMASS,2019-09-09,161598.82
800,TEMMY,2019-09-09,53735.68
801,AGA - JAEN,2019-09-10,51129.51
803,SAUL,2019-09-10,125050.45
805,CODIJISA - PIURA,2019-09-11,197169.82
806,GUMISA - HUARAZ,2019-09-11,73356.61
807,LA GENOVESA - MOQUEGUA,2019-09-11,513.24
808,LAGUI,2019-09-11,79578.9
809,MYG,2019-09-11,9563.72
810,MYL_HERMANOS,2019-09-11,397011.72
811,URBANO,2019-09-11,27742.19
812,CODIJISA - TRUJILLO,2019-09-12,48371.53
813,GRUPO SVS,2019-09-12,119752.69
814,RICMAN,2019-09-12,83234.77
815,DACIA - LIMA,2019-09-13,25353.04
816,JRC - NAZCA,2019-09-13,12791.49
817,VEGA - NORTE,2019-09-13,105041.61
818,ALMACENES_SEVILLANO,2019-09-14,26256.5
819,DIJISA - HUANCAYO,2019-09-14,13234.65
820,EDUSA,2019-09-14,33296.34
821,ESTILOS,2019-09-14,14852.95
822,LA GENOVESA - ILO,2019-09-14,1416.54
823,LANCERO - PUCALLPA,2019-09-14,10038.88
824,MOLISAC,2019-09-14,111144.01
827,SIPAN - Y,2019-09-14,162957.72
828,TAMBOS LIMA,2019-09-14,166310.02
829,TCA SAC,2019-09-14,39957.71
831,AGA - MOYOBAMBA,2019-09-16,30021.55
832,AGA - TARAPOTO,2019-09-16,52336.39
834,KONSUMASS,2019-09-16,257110.51
836,TEMMY,2019-09-16,51541.62
837,ZV,2019-09-16,92619.87
838,5M DISTRIBUCIONES,2019-09-17,47297.93
839,AGA - JAEN,2019-09-17,45480.45
841,MELVIN MICHEL AL,2019-09-17,154397.18
842,CODIJISA - PIURA,2019-09-18,235435.28
843,LA GENOVESA - MOQUEGUA,2019-09-18,376.28
844,LAGUI,2019-09-18,44290.26
845,MYG,2019-09-18,12828.75
846,URBANO,2019-09-18,21856.93
847,CALLAYUC,2019-09-19,123160.7
848,CODIJISA - CHIMBOTE,2019-09-19,45305.84
849,DIJISA - ICA,2019-09-19,11635.2
850,DISART,2019-09-19,163012.97
852,JRC - ICA,2019-09-19,20969.74
853,LYG-CD_SAC,2019-09-19,69914.96
854,DACIA - LIMA,2019-09-20,27677.46
855,DISTRIBUIDORA CCM,2019-09-20,548363.39
856,LANCERO - HUANUCO,2019-09-20,2034.68
857,LIDER - CHEPEN,2019-09-20,8488.15
858,SODALES,2019-09-20,86863.42
859,VEGA - NORTE,2019-09-20,90451.01
860,CASA GRANDE,2019-09-21,248026.54
861,DIJISA - HUANCAYO,2019-09-21,8315.79
862,EDUSA,2019-09-21,30831.13
863,ESTILOS,2019-09-21,15449.99
864,LA GENOVESA - ILO,2019-09-21,3513.68
865,LA GENOVESA - TACNA,2019-09-21,42721.28
866,MOLISAC,2019-09-21,109361.32
868,P&PJ CHINCHA,2019-09-21,69553.87
869,SIPAN - Y,2019-09-21,190176.52
870,TCA SAC,2019-09-21,39150.5
872,AGA - MOYOBAMBA,2019-09-23,18264.02
873,CHUPACA BUSINESS,2019-09-23,51184.88
875,TEMMY,2019-09-23,37802.71
876,ZV,2019-09-23,141712.48
877,5M DISTRIBUCIONES,2019-09-24,36838.45
878,AGA - JAEN,2019-09-24,30840.95
880,EDUFARMA MERCADO,2019-09-24,84397.19
881,MELVIN MICHEL AL,2019-09-24,60255.68
883,PANAM,2019-09-24,14000.15
884,CODIJISA - PIURA,2019-09-25,114171.41
885,LANCERO - LA MERCED,2019-09-25,2311.19
886,MARRACHE,2019-09-25,27150.1
887,CALLAYUC,2019-09-26,136799.43
888,CODIJISA - CHIMBOTE,2019-09-26,64136.65
889,CORPORACION_VEGA,2019-09-26,41337.25
890,DIJISA - ICA,2019-09-26,8372.67
891,DISART,2019-09-26,155176.07
892,DROGUERIA SAN MARTIN,2019-09-26,34760.0
894,JRC - ICA,2019-09-26,33224.46
895,LYG-CD_SAC,2019-09-26,90908.11
896,DACIA - LIMA,2019-09-27,29683.38
897,DIPSA-ABANCAY,2019-09-27,21240.39
898,DISTRIBUIDORA CCM,2019-09-27,613949.41
899,LANCERO - HUANUCO,2019-09-27,3717.49
900,LIDER - CHEPEN,2019-09-27,5276.89
901,SODALES,2019-09-27,173451.87
902,TAMBOS AQP,2019-09-27,94981.45
903,CASA GRANDE,2019-09-28,485409.94
904,DIJISA - HUANCAYO,2019-09-28,20064.38
905,ECONOMYSA,2019-09-28,120573.68
906,EDUSA,2019-09-28,37375.88
907,CORPORACION_VEGA,2019-09-01,40432.74
908,CURTIS NORTE,2019-09-02,3936.64
910,GRUPO SVS,2019-09-02,5151.01
911,JRC - NAZCA,2019-09-02,9379.96
913,LIDER - TRUJILLO,2019-09-02,10568.95
914,VEGA - NORTE,2019-09-02,90220.69
915,ALMACENES_SEVILLANO,2019-09-03,3127.8
916,CURTIS NORTE,2019-09-03,6519.7
918,GIANELA,2019-09-03,108921.45
919,JRC - NAZCA,2019-09-03,20558.52
920,LANCERO - PUCALLPA,2019-09-03,25831.26
922,MOLISAC,2019-09-03,129083.15
923,STA APOLONIA - CH,2019-09-03,50533.3
924,TCA SAC,2019-09-03,49050.7
925,VEGA - ESTE,2019-09-03,65431.78
926,ALMACENES_SEVILLANO,2019-09-04,8551.0
927,DIPSA-AYACUCHO,2019-09-04,213088.61
928,GIANELA,2019-09-04,70916.21
929,LANCERO - PUCALLPA,2019-09-04,16906.82
930,STA APOLONIA - CH,2019-09-04,73001.03
931,VEGA - SUR,2019-09-04,26358.76
933,DIPSA-AYACUCHO,2019-09-05,102711.83
934,TEMMY,2019-09-05,68165.83
935,VEGA - SUR,2019-09-05,21290.68
938,DYCART,2019-09-06,1207784.17
939,SAUL,2019-09-06,72153.72
940,GUMISA - HUARAZ,2019-09-07,229303.78
941,LAGUI,2019-09-07,187962.12
942,SAUL,2019-09-07,79207.39
943,URBANO,2019-09-07,111022.47
944,CODIJISA - TRUJILLO,2019-09-09,35138.14
945,DACIA - LIMA,2019-09-09,31863.75
947,RICMAN,2019-09-09,31454.07
948,DIJISA - HUANCAYO,2019-09-10,14810.41
949,DIJISA - LIMA,2019-09-10,13987.5
950,EDUSA,2019-09-10,36633.48
951,LA GENOVESA - ILO,2019-09-10,2219.63
953,SAN JUAN,2019-09-10,113101.2
954,TAMBOS LIMA,2019-09-10,206385.36
955,LA GENOVESA - ILO,2019-09-11,1330.83
957,TAMBOS LIMA,2019-09-11,267227.34
959,AGA - TARAPOTO,2019-09-12,70447.69
961,KONSUMASS,2019-09-12,123754.71
963,STA APOLONIA - T,2019-09-12,91196.72
964,ZV,2019-09-12,103575.89
966,AGA - TARAPOTO,2019-09-13,11555.37
968,KONSUMASS,2019-09-13,46300.0
969,MELVIN MICHEL AL,2019-09-13,313424.55
971,CODIJISA - PIURA,2019-09-14,107424.28
972,LA GENOVESA - MOQUEGUA,2019-09-14,1395.14
973,MYG,2019-09-14,14386.1
974,GRUPO SVS,2019-09-16,107493.88
975,JRC - NAZCA,2019-09-16,6833.5
976,LIDER - CHEPEN,2019-09-16,8828.89
977,VEGA - NORTE,2019-09-16,87000.54
978,CASA GRANDE,2019-09-17,149324.29
979,ESTILOS,2019-09-17,22345.25
980,JRC - NAZCA,2019-09-17,16723.28
981,LA GENOVESA - TACNA,2019-09-17,19988.6
982,LIDER - CHEPEN,2019-09-17,7928.31
983,MOLISAC,2019-09-17,124746.56
984,P&PJ CHINCHA,2019-09-17,58208.16
985,SIPAN - Y,2019-09-17,328773.09
986,TCA SAC,2019-09-17,43894.67
987,VEGA - NORTE,2019-09-17,98688.68
988,ESTILOS,2019-09-18,1458.27
989,FERROL,2019-09-18,40960.44
990,LANCERO - PUCALLPA,2019-09-18,13854.29
991,MOLISAC,2019-09-18,97503.8
993,SIPAN - Y,2019-09-18,156649.7
994,TCA SAC,2019-09-18,43734.44
995,AGA - MOYOBAMBA,2019-09-19,8892.74
996,CHUPACA BUSINESS,2019-09-19,34069.39
997,FERROL,2019-09-19,22123.06
998,TEMMY,2019-09-19,44507.03
999,VEGA - SUR,2019-09-19,21051.65
1000,5M DISTRIBUCIONES,2019-09-20,34702.13
1001,AGA - JAEN,2019-09-20,30618.53
1002,AGA - MOYOBAMBA,2019-09-20,7820.39
1005,TEMMY,2019-09-20,25377.62
1006,5M DISTRIBUCIONES,2019-09-21,18186.43
1007,AGA - JAEN,2019-09-21,14625.25
1009,CALLAYUC,2019-09-23,208021.79
1010,CODIJISA - CHIMBOTE,2019-09-23,32726.35
1011,DACIA - LIMA,2019-09-23,50513.81
1012,DIPSA-ABANCAY,2019-09-23,4223.11
1013,DISTRIBUIDORA CCM,2019-09-23,968987.63
1014,JRC - ICA,2019-09-23,38555.45
1015,LANCERO - HUANUCO,2019-09-23,2984.96
1016,LYG-CD_SAC,2019-09-23,129512.14
1017,SODALES,2019-09-23,121450.12
1018,DACIA - LIMA,2019-09-24,29683.98
1019,DIJISA - HUANCAYO,2019-09-24,15303.53
1020,DIPSA-ABANCAY,2019-09-24,4276.8
1021,DISTRIBUIDORA CCM,2019-09-24,1107623.31
1022,EDUSA,2019-09-24,32789.47
1023,LA GENOVESA - ILO,2019-09-24,2795.42
1024,LANCERO - HUANUCO,2019-09-24,1840.56
1027,SODALES,2019-09-24,101333.23
1028,ARCANGEL,2019-09-25,140628.07
1029,DIJISA - HUANCAYO,2019-09-25,51886.4
1030,DIPSA-ANDAHUAYLAS,2019-09-25,108820.4
1031,EDUSA,2019-09-25,40247.19
1032,LA GENOVESA - ILO,2019-09-25,2098.03
1034,RODAMEOS,2019-09-25,140637.33
1035,ARCANGEL,2019-09-26,113429.71
1036,DIPSA-ANDAHUAYLAS,2019-09-26,63006.84
1038,ZV,2019-09-26,69026.31
1040,EDUFARMA MERCADO,2019-09-27,82595.82
1041,MELVIN MICHEL AL,2019-09-27,352341.47
1043,ZV,2019-09-27,68720.52
1044,CODIJISA - PIURA,2019-09-28,88485.97
1045,EDUFARMA MERCADO,2019-09-28,83256.79
1046,LANCERO - LA MERCED,2019-09-28,1154.84
1047,MARRACHE,2019-09-28,69451.41
1048,MELVIN MICHEL AL,2019-09-28,193085.4
1049,DIJISA - ICA,2019-09-30,20774.05
1050,DISART,2019-09-30,337114.2
1051,DROGUERIA SAN MARTIN,2019-09-30,131142.1
1053,LIDER - CHEPEN,2019-09-30,9073.24
1054,TAMBOS AQP,2019-09-30,403179.04
1055,TAYMI,2019-09-30,717298.81
1056,CASA GRANDE,2019-10-01,220214.14
1058,LANCERO - PUCALLPA,2019-09-02,18302.1
1059,MOLISAC,2019-09-02,126982.37
1061,STA APOLONIA - CH,2019-09-02,124632.26
1062,VEGA - SUR,2019-09-02,31463.38
1063,AGA - MOYOBAMBA,2019-09-03,3113.89
1064,CORPORACION_VEGA,2019-09-03,47152.66
1065,FERROL,2019-09-03,29096.89
1066,JRC - ICA,2019-09-03,37012.93
1067,LIDER - TRUJILLO,2019-09-03,10155.93
1068,LYG-CD_SAC,2019-09-03,307583.81
1069,TEMMY,2019-09-03,40102.06
1070,VEGA - SUR,2019-09-03,31703.52
1071,5M DISTRIBUCIONES,2019-09-04,21263.09
1072,DIPSA-ABANCAY,2019-09-04,10134.32
1075,DISTRIBUIDORA CCM,2019-09-04,712156.61
1076,ECONOMYSA,2019-09-04,4038.77
1077,LIDER - TRUJILLO,2019-09-04,8538.97
1078,SODALES,2019-09-04,159252.15
1079,TEMMY,2019-09-04,58072.19
1080,VEGA - ESTE,2019-09-04,60062.35
1081,5M DISTRIBUCIONES,2019-09-05,23208.39
1083,ECONOMYSA,2019-09-05,35608.2
1084,LANCERO - PUCALLPA,2019-09-05,25267.62
1085,RODAMEOS,2019-09-05,84468.73
1086,VEGA - ESTE,2019-09-05,29780.6
1087,ARCANGEL,2019-09-06,144990.75
1088,CALLAYUC,2019-09-06,202298.83
1089,DIPSA-AYACUCHO,2019-09-06,78856.32
1090,GIANELA,2019-09-06,129617.03
1092,JRC - ICA,2019-09-06,19028.35
1093,LAGUI,2019-09-06,27974.15
1094,STA APOLONIA - CH,2019-09-06,59187.88
1095,CODIJISA - CHIMBOTE,2019-09-07,35403.92
1096,DIPSA-AYACUCHO,2019-09-07,118427.54
1097,DISTRIBUIDORA CCM,2019-09-07,731253.72
1098,DYCART,2019-09-07,22770.07
1099,JRC - ICA,2019-09-07,36931.28
1100,LANCERO - HUANUCO,2019-09-07,4351.2
1102,DIJISA - HUANCAYO,2019-09-09,6674.31
1103,DIPSA-ANDAHUAYLAS,2019-09-09,38920.35
1104,EDUSA,2019-09-09,32189.92
1105,LAGUI,2019-09-09,90210.76
1106,SAUL,2019-09-09,53583.4
1107,TAMBOS LIMA,2019-09-09,249151.49
1108,URBANO,2019-09-09,60570.94
1109,CODIJISA - TRUJILLO,2019-09-10,27213.61
1110,DIPSA-ANDAHUAYLAS,2019-09-10,13555.09
1113,DIJISA - LIMA,2019-09-11,12682.84
1114,EDUFARMA MERCADO,2019-09-11,48448.68
1115,LANCERO - TINGO MARIA,2019-09-11,7637.9
1116,MELVIN MICHEL AL,2019-09-11,256247.59
1118,SAN JUAN,2019-09-11,51092.22
1120,TAYMI,2019-09-11,183186.51
1121,ZV,2019-09-11,94690.23
1122,CODIJISA - PIURA,2019-09-12,122582.29
1123,CURTIS ESTE,2019-09-12,11172.27
1125,DIJISA - LIMA,2019-09-12,13100.05
1126,EDUFARMA MERCADO,2019-09-12,88529.92
1127,MELVIN MICHEL AL,2019-09-12,235612.27
1128,SAN JUAN,2019-09-12,46967.7
1129,TAMBOS LIMA,2019-09-12,139547.78
1130,CODIJISA - PIURA,2019-09-13,153903.38
1131,CURTIS ESTE,2019-09-13,17798.62
1132,DIJISA - ICA,2019-09-13,13132.22
1133,DROGUERIA SAN MARTIN,2019-09-13,59992.8
1135,LA GENOVESA - MOQUEGUA,2019-09-13,461.47
1137,MARRACHE,2019-09-13,31314.34
1138,STA APOLONIA - T,2019-09-13,133729.24
1139,AGA - TARAPOTO,2019-09-14,13396.29
1140,DIJISA - ICA,2019-09-14,7117.59
1141,DISART,2019-09-14,36937.28
1142,DROGUERIA SAN MARTIN,2019-09-14,31974.3
1144,LIDER - CHEPEN,2019-09-14,1922.6
1145,LIDER - CHEPEN,2019-09-15,1879.41
1147,DIJISA - CHINCHA,2019-09-16,39222.31
1148,LA GENOVESA - MOQUEGUA,2019-09-16,836.78
1149,MYG,2019-09-16,10356.35
1150,PATITA SAC,2019-09-16,61358.17
1151,AGA - MOYOBAMBA,2019-09-17,5110.31
1153,DIJISA - CHINCHA,2019-09-17,14968.43
1154,FERROL,2019-09-17,34432.56
1155,GRUPO SVS,2019-09-17,41972.54
1156,MYL_HERMANOS,2019-09-17,334253.11
1157,5M DISTRIBUCIONES,2019-09-18,58279.24
1158,CURTIS NORTE,2019-09-18,9237.69
1160,GRUPO SVS,2019-09-18,187726.04
1161,PANAM,2019-09-18,48035.39
1162,AGA - JAEN,2019-09-19,27870.57
1163,CURTIS NORTE,2019-09-19,9418.56
1164,LANCERO - PUCALLPA,2019-09-19,17632.17
1166,MOLISAC,2019-09-19,101498.19
1168,PANAM,2019-09-19,51843.2
1169,STA APOLONIA - CH,2019-09-19,59867.74
1170,VEGA - NORTE,2019-09-19,105621.14
1171,ALMACENES_SEVILLANO,2019-09-20,71059.0
1172,CORPORACION_VEGA,2019-09-20,41070.95
1173,DIPSA-AYACUCHO,2019-09-20,101488.0
1174,FERROL,2019-09-20,25314.89
1175,GIANELA,2019-09-20,21365.84
1176,JRC - ICA,2019-09-20,23694.89
1177,LYG-CD_SAC,2019-09-20,268571.02
1178,MOLISAC,2019-09-20,129477.77
1179,STA APOLONIA - CH,2019-09-20,73960.42
1180,TCA SAC,2019-09-20,42564.58
1181,VEGA - SUR,2019-09-20,27290.96
1182,CODIJISA - CHIMBOTE,2019-09-21,19662.77
1183,CORPORACION_VEGA,2019-09-21,53142.3
1184,DIPSA-ABANCAY,2019-09-21,22606.8
1185,DISTRIBUIDORA CCM,2019-09-21,734635.26
1186,DYCART,2019-09-21,71407.93
1187,LIDER - TRUJILLO,2019-09-21,8189.1
1188,LYG-CD_SAC,2019-09-21,202011.69
1189,SODALES,2019-09-21,84661.47
1190,TEMMY,2019-09-21,44134.08
1191,VEGA - ESTE,2019-09-22,14.74
1192,ARCANGEL,2019-09-23,228500.08
1193,GIANELA,2019-09-23,136341.6
1194,LAGUI,2019-09-23,47710.17
1196,ARCANGEL,2019-09-24,94644.95
1197,CODIJISA - CHIMBOTE,2019-09-24,43345.42
1198,GUMISA - HUARAZ,2019-09-24,100999.53
1199,DYCART,2019-09-25,193241.12
1200,EDUFARMA MERCADO,2019-09-25,85337.99
1201,LANCERO - HUANUCO,2019-09-25,6464.1
1203,RICMAN,2019-09-25,106861.41
1204,DIJISA - HUANCAYO,2019-09-26,2517.51
1205,EDUSA,2019-09-26,36147.51
1206,SAUL,2019-09-26,68863.26
1207,TAMBOS LIMA,2019-09-26,365752.98
1208,DIJISA - HUANCAYO,2019-09-27,16175.18
1209,ALMACENES_SEVILLANO,2019-09-02,777.0
1210,CORPORACION_VEGA,2019-09-02,46389.59
1211,DIJISA - AYACUCHO,2019-09-02,7922.49
1212,FERROL,2019-09-02,32376.21
1213,MYL_HERMANOS,2019-09-02,555538.15
1214,PATITA SAC,2019-09-02,58187.23
1215,SIPAN - Y,2019-09-02,265217.43
1216,TCA SAC,2019-09-02,39162.2
1217,CALLAYUC,2019-09-03,190493.8
1218,AGA - JAEN,2019-09-04,27010.96
1219,CURTIS NORTE,2019-09-04,6740.76
1222,AGA - JAEN,2019-09-05,19755.28
1223,ALMACENES_SEVILLANO,2019-09-05,7681.1
1224,GIANELA,2019-09-05,37247.45
1227,STA APOLONIA - CH,2019-09-05,58552.78
1228,CODIJISA - CHIMBOTE,2019-09-06,38811.5
1229,LYG-CD_SAC,2019-09-06,310046.79
1230,RODAMEOS,2019-09-06,170673.75
1231,URBANO,2019-09-06,48767.51
1232,DACIA - LIMA,2019-09-07,32130.55
1233,DIPSA-ABANCAY,2019-09-07,11077.29
1235,RICMAN,2019-09-07,122592.54
1236,SODALES,2019-09-07,199374.63
1237,ARCANGEL,2019-09-09,192962.6
1238,CODIFER,2019-09-09,41271.2
1239,DICOBELSA - LIMA,2019-09-09,46268.46
1240,GUMISA - HUARAZ,2019-09-09,103665.22
1241,LA GENOVESA - ILO,2019-09-09,1108.55
1243,VEGA - CENTRO,2019-09-09,63537.05
1246,CODIFER,2019-09-10,41696.97
1247,DICOBELSA - LIMA,2019-09-10,47020.61
1248,GUMISA - HUARAZ,2019-09-10,152907.13
1249,LANCERO - TINGO MARIA,2019-09-10,4278.84
1251,RICMAN,2019-09-10,115157.34
1253,TAYMI,2019-09-10,512094.03
1254,VEGA - CENTRO,2019-09-10,75983.78
1255,ZV,2019-09-10,94674.37
1256,CODIJISA - TRUJILLO,2019-09-11,75566.04
1258,TAMBOS AQP,2019-09-11,193444.61
1259,EUROVA,2019-09-12,527716.95
1260,LANCERO - LA MERCED,2019-09-12,2590.81
1261,MARRACHE,2019-09-12,172920.53
1262,DISART,2019-09-13,74646.24
1263,EUROVA,2019-09-13,459403.05
1264,LANCERO - LA MERCED,2019-09-13,2156.87
1265,MYG,2019-09-13,31527.0
1267,STA APOLONIA - T,2019-09-14,105315.19
1268,TAMBOS AQP,2019-09-14,278264.33
1269,CASA GRANDE,2019-09-16,244597.64
1270,DIJISA - AYACUCHO,2019-09-16,13766.68
1271,ESTILOS,2019-09-16,3461.97
1272,LA GENOVESA - TACNA,2019-09-16,31428.9
1273,MYL_HERMANOS,2019-09-16,406846.64
1275,P&PJ CHINCHA,2019-09-16,205695.33
1276,SIPAN - Y,2019-09-16,173873.05
1277,CHUPACA BUSINESS,2019-09-17,133726.02
1278,AGA - MOYOBAMBA,2019-09-18,12400.14
1279,CHUPACA BUSINESS,2019-09-18,61887.4
1280,JRC - NAZCA,2019-09-18,3601.77
1281,LIDER - TRUJILLO,2019-09-18,5597.18
1283,TEMMY,2019-09-18,48701.28
1284,VEGA - NORTE,2019-09-18,95448.4
1285,5M DISTRIBUCIONES,2019-09-19,22697.62
1286,ALMACENES_SEVILLANO,2019-09-19,31965.2
1287,DIJISA - AYACUCHO,2019-09-19,8349.44
1290,JRC - NAZCA,2019-09-19,6897.43
1292,PATITA SAC,2019-09-19,60284.15
1293,TCA SAC,2019-09-19,54424.81
1294,VEGA - ESTE,2019-09-19,26322.6
1295,CALLAYUC,2019-09-20,184649.99
1296,LANCERO - PUCALLPA,2019-09-20,38289.02
1297,CALLAYUC,2019-09-21,88364.77
1298,DIPSA-AYACUCHO,2019-09-21,32160.6
1299,JRC - ICA,2019-09-21,30118.96
1300,VEGA - SUR,2019-09-21,36309.07
1302,ECONOMYSA,2019-09-23,120266.88
1303,GUMISA - HUARAZ,2019-09-23,60092.81
1304,RODAMEOS,2019-09-23,81628.81
1305,SAUL,2019-09-23,37361.1
1306,URBANO,2019-09-23,20095.88
1307,CODIJISA - TRUJILLO,2019-09-24,30083.78
1308,DIPSA-ANDAHUAYLAS,2019-09-24,10322.99
1309,LAGUI,2019-09-24,110201.78
1310,RICMAN,2019-09-24,77115.66
1311,RODAMEOS,2019-09-24,241183.47
1312,URBANO,2019-09-24,27405.71
1313,CODIJISA - TRUJILLO,2019-09-25,39014.37
1314,DACIA - LIMA,2019-09-25,29767.95
1315,EDUFARMA MERCADO,2019-09-26,86660.92
1316,LA GENOVESA - ILO,2019-09-26,5283.41
1317,LANCERO - LA MERCED,2019-09-26,3087.74
1318,MELVIN MICHEL AL,2019-09-26,135866.65
1321,CODIFER,2019-09-27,42760.88
1322,DICOBELSA - LIMA,2019-09-27,46688.55
1323,GUMISA - HUARAZ,2019-09-27,115536.67
1324,LA GENOVESA - ILO,2019-09-27,6226.41
1325,TAMBOS LIMA,2019-09-27,207129.6
1326,VEGA - CENTRO,2019-09-27,56489.78
1328,DIJISA - ICA,2019-09-28,8653.94
1329,DROGUERIA SAN MARTIN,2019-09-28,38977.0
1330,TAMBOS AQP,2019-09-28,52976.14
1332,DIJISA - LIMA,2019-09-30,19998.91
1333,EUROVA,2019-09-30,954603.91
1334,MYG,2019-09-30,27860.42
1335,SAN JUAN,2019-09-30,80787.86
1337,CODIJISA - PIURA,2019-10-01,343.11
1338,CURTIS ESTE,2019-10-01,11466.32
1339,DIJISA - CHINCHA,2019-10-01,32856.56
1340,LA GENOVESA - MOQUEGUA,2019-10-01,1315.28
1342,MYG,2019-10-01,10302.33
1343,STA APOLONIA - T,2019-10-01,98296.27
1344,GRUPO SVS,2019-10-02,103461.72
1346,KONSUMASS,2019-10-02,116352.38
1348,STA APOLONIA - T,2019-10-02,103810.28
1349,CASA GRANDE,2019-10-03,193216.48
1350,DIJISA - AYACUCHO,2019-10-03,8393.56
1351,ESTILOS,2019-10-03,16713.25
1352,LA GENOVESA - TACNA,2019-10-03,23289.48
1353,LIDER - CHEPEN,2019-10-03,4009.84
1355,P&PJ CHINCHA,2019-10-03,68238.23
1356,PANAM,2019-10-03,30641.2
1357,SIPAN - Y,2019-10-03,165660.81
1358,CASA GRANDE,2019-10-04,240543.51
1359,LA GENOVESA - TACNA,2019-10-04,52910.75
1360,MOLISAC,2019-10-04,132285.52
1361,LIDER - TRUJILLO,2019-10-01,4380.57
1362,PATITA SAC,2019-10-01,64177.6
1364,TAYMI,2019-10-01,427690.9
1365,TCA SAC,2019-10-01,37840.14
1366,TEMMY,2019-10-01,43181.99
1367,ZV,2019-10-01,47909.46
1368,5M DISTRIBUCIONES,2019-10-02,33291.89
