,Marca,Fecha,Soles
651,006 Nova,2021-03-06,838576.41
652,001 Elite,2020-07-21,3912175.76
653,001 Elite,2020-07-15,3046412.76
654,003 Noble,2020-09-05,2315364.7
655,003 Noble,2020-03-03,1666425.98
656,006 Nova,2020-01-13,400343.16
657,008 Babysec,2020-11-21,2326679.61
658,036 Ladysoft,2019-11-19,225954.35
659,037 Cotidian,2020-01-21,59737.11
660,008 Babysec,2020-05-19,2491198.57
661,012 Higienol,2019-10-09,468387.32
662,012 Higienol,2021-06-04,297242.31
663,001 Elite,2020-01-17,4472919.57
664,008 Babysec,2019-11-15,2056084.87
665,003 Noble,2021-03-07,19739.36
666,001 Elite,2019-11-23,3361662.97
667,008 Babysec,2020-11-18,3011907.36
668,003 Noble,2021-04-28,1754646.58
669,006 Nova,2021-03-09,926654.01
670,036 Ladysoft,2020-07-11,187038.45
671,008 Babysec,2020-11-12,3840010.95
672,006 Nova,2020-09-04,882234.98
673,001 Elite,2021-01-14,3743219.63
674,003 Noble,2020-03-06,1810650.73
675,037 Cotidian,2020-01-15,63398.77
676,001 Elite,2021-01-11,3422475.12
677,038 Ok Pet,2021-03-02,520.53
678,003 Noble,2020-03-12,2848829.09
679,012 Higienol,2020-06-03,352414.33
680,012 Higienol,2020-06-09,377806.78
681,008 Babysec,2019-09-24,2646781.17
682,038 Ok Pet,2021-02-24,305.58
683,037 Cotidian,2020-07-19,431.4
684,036 Ladysoft,2021-01-16,197877.13
685,008 Babysec,2021-05-20,1891946.74
686,001 Elite,2019-11-26,3904056.06
687,006 Nova,2020-09-01,717756.66
688,037 Cotidian,2020-07-16,86778.06
689,003 Noble,2021-05-01,18979.44
690,036 Ladysoft,2020-07-14,172937.28
691,001 Elite,2021-01-17,42164.97
692,037 Cotidian,2020-01-12,2052.69
693,008 Babysec,2020-11-15,51301.74
694,006 Nova,2020-09-07,733302.14
695,012 Higienol,2020-12-06,27726.73
696,003 Noble,2020-03-09,2164991.85
697,038 Ok Pet,2020-08-25,407.08
698,038 Ok Pet,2021-02-27,778.6
699,012 Higienol,2020-06-06,385320.88
700,003 Noble,2019-09-05,2390750.71
701,012 Higienol,2019-12-03,477957.18
702,036 Ladysoft,2021-01-13,249065.48
703,012 Higienol,2019-12-12,444989.03
704,037 Cotidian,2020-03-16,37526.57
705,036 Ladysoft,2020-07-17,174119.08
706,038 Ok Pet,2020-09-03,1717.18
707,036 Ladysoft,2020-01-13,261773.64
708,006 Nova,2019-11-13,422796.07
709,003 Noble,2020-10-30,5116772.41
710,037 Cotidian,2020-09-18,53726.18
711,003 Noble,2020-11-02,1512969.3
712,038 Ok Pet,2020-08-28,145.53
713,012 Higienol,2021-01-30,848465.04
714,036 Ladysoft,2020-01-19,7160.24
715,006 Nova,2021-01-07,1296462.53
716,006 Nova,2020-07-05,37664.24
717,001 Elite,2021-03-22,2853124.74
718,001 Elite,2020-01-26,111813.27
719,008 Babysec,2021-01-18,2350235.83
720,037 Cotidian,2021-05-11,83381.95
721,012 Higienol,2019-12-06,383173.43
722,037 Cotidian,2019-09-15,386.18
723,003 Noble,2021-05-04,2174602.76
724,008 Babysec,2020-07-16,2405710.21
725,003 Noble,2019-09-08,61156.37
726,001 Elite,2020-09-17,2773345.02
727,036 Ladysoft,2021-03-09,198886.0
728,038 Ok Pet,2020-02-27,344.78
729,037 Cotidian,2020-03-19,38098.89
730,038 Ok Pet,2020-08-31,1116.62
731,036 Ladysoft,2020-07-20,187250.45
732,036 Ladysoft,2020-01-16,216058.58
733,012 Higienol,2021-01-27,278326.21
734,001 Elite,2020-09-14,4102273.8
735,008 Babysec,2020-07-13,2230530.54
736,003 Noble,2021-05-07,2181952.87
737,037 Cotidian,2021-05-08,132769.33
738,001 Elite,2021-03-19,2007910.01
739,008 Babysec,2021-01-21,2462140.72
740,006 Nova,2021-01-04,558050.15
741,037 Cotidian,2019-09-12,65978.3
742,012 Higienol,2019-12-09,385139.12
743,003 Noble,2019-09-11,2122985.89
744,008 Babysec,2020-07-19,36360.58
745,001 Elite,2021-03-13,2013223.06
746,003 Noble,2020-05-06,2534824.87
747,036 Ladysoft,2021-03-12,259337.22
748,038 Ok Pet,2021-04-23,1847.25
749,003 Noble,2020-11-08,33734.28
750,006 Nova,2020-01-04,321339.97
751,038 Ok Pet,2021-04-29,845.82
752,001 Elite,2020-01-20,4406465.01
753,003 Noble,2021-06-28,178997.67
754,037 Cotidian,2020-09-12,47962.03
755,037 Cotidian,2021-03-17,43060.23
756,036 Ladysoft,2021-03-18,228130.18
757,008 Babysec,2019-11-24,44877.46
758,038 Ok Pet,2020-03-04,45.82
759,001 Elite,2020-07-24,3796603.56
760,003 Noble,2019-11-02,1234933.39
761,012 Higienol,2020-08-03,454625.77
762,008 Babysec,2019-11-18,2305758.46
763,006 Nova,2020-07-11,773970.85
764,003 Noble,2020-05-03,200.0
765,036 Ladysoft,2021-03-15,235410.27
766,012 Higienol,2021-02-05,465635.56
767,001 Elite,2021-03-16,2524328.93
768,038 Ok Pet,2021-04-26,160.32
769,008 Babysec,2021-01-12,2419175.68
770,037 Cotidian,2020-09-15,87829.37
771,037 Cotidian,2020-03-13,53779.78
772,036 Ladysoft,2020-09-10,203293.63
773,003 Noble,2020-11-05,1907195.52
774,006 Nova,2020-01-07,508551.6
775,008 Babysec,2021-01-15,2767350.36
776,001 Elite,2020-01-23,4012908.77
777,012 Higienol,2021-02-02,495786.11
778,037 Cotidian,2020-09-09,61578.92
779,036 Ladysoft,2020-01-22,263451.58
780,006 Nova,2020-07-08,602007.16
781,008 Babysec,2019-11-21,2542236.86
782,012 Higienol,2020-07-31,477757.79
783,006 Nova,2021-01-10,101169.6
784,008 Babysec,2021-03-17,2301969.71
785,006 Nova,2020-11-10,1023892.62
786,003 Noble,2020-12-30,5456951.42
787,012 Higienol,2020-02-02,7076.03
788,037 Cotidian,2020-11-15,1456.93
789,036 Ladysoft,2020-09-16,193659.35
790,036 Ladysoft,2020-04-10,655.41
791,037 Cotidian,2021-04-23,53623.89
792,001 Elite,2020-02-23,38702.38
793,003 Noble,2021-01-26,2521873.07
794,001 Elite,2020-08-27,2982630.71
795,003 Noble,2020-07-24,2225260.8
796,008 Babysec,2020-10-09,2060029.85
797,006 Nova,2020-02-19,428194.78
798,038 Ok Pet,2020-05-28,198.57
799,036 Ladysoft,2019-10-07,179056.84
800,012 Higienol,2020-07-10,275414.61
801,038 Ok Pet,2020-05-22,406.56
802,003 Noble,2019-12-05,1828269.5
803,036 Ladysoft,2021-06-02,170388.66
804,012 Higienol,2021-01-09,362658.88
805,008 Babysec,2020-10-12,1803545.43
806,006 Nova,2020-10-11,2034.44
807,037 Cotidian,2020-10-19,68271.11
808,008 Babysec,2020-04-09,291546.59
809,006 Nova,2021-04-15,916338.08
810,001 Elite,2020-02-26,3836925.48
811,037 Cotidian,2020-10-16,60962.34
812,036 Ladysoft,2020-04-13,233436.7
813,012 Higienol,2021-01-15,365139.35
814,037 Cotidian,2021-04-20,79648.55
815,003 Noble,2021-01-29,3840404.01
816,037 Cotidian,2020-02-27,41895.17
817,036 Ladysoft,2019-10-10,250447.35
818,001 Elite,2020-08-30,29767.68
819,038 Ok Pet,2020-05-25,64.17
820,003 Noble,2020-07-27,2537666.68
821,012 Higienol,2020-07-13,242625.19
822,008 Babysec,2020-04-06,1966742.94
823,006 Nova,2021-04-12,855857.73
824,008 Babysec,2020-10-15,2167883.24
825,012 Higienol,2021-01-12,400905.51
826,036 Ladysoft,2021-06-05,264754.08
827,036 Ladysoft,2020-12-01,117725.1
828,036 Ladysoft,2020-12-04,192298.19
829,006 Nova,2020-04-11,519381.91
830,006 Nova,2020-10-14,722946.67
831,008 Babysec,2021-04-07,2522262.07
832,037 Cotidian,2020-02-24,59839.43
833,003 Noble,2020-08-02,40056.3
834,008 Babysec,2021-04-13,1736581.79
835,012 Higienol,2020-07-16,304326.66
836,001 Elite,2020-08-21,3836550.96
837,003 Noble,2021-03-22,1869066.48
838,036 Ladysoft,2019-10-13,5026.38
839,001 Elite,2021-02-23,2939309.53
840,001 Elite,2020-01-02,1857309.24
841,012 Higienol,2020-01-12,25254.99
842,037 Cotidian,2021-04-17,46559.69
843,003 Noble,2020-01-29,1831310.25
844,036 Ladysoft,2021-06-08,183578.68
845,037 Cotidian,2020-08-25,76800.03
846,006 Nova,2020-10-17,670610.96
847,037 Cotidian,2020-02-21,44596.99
848,008 Babysec,2021-04-10,2696867.34
849,012 Higienol,2020-01-09,565575.93
850,036 Ladysoft,2020-12-07,186029.4
851,036 Ladysoft,2020-06-04,221299.42
852,008 Babysec,2020-10-06,2024240.57
853,038 Ok Pet,2021-01-18,942.38
854,001 Elite,2020-08-24,2797853.96
855,006 Nova,2020-04-14,602575.27
856,003 Noble,2020-07-30,3002514.38
857,012 Higienol,2020-01-15,474041.76
858,038 Ok Pet,2021-01-15,51.09
859,037 Cotidian,2021-04-14,65017.54
860,003 Noble,2020-01-26,12392.26
861,001 Elite,2021-02-26,5459501.69
862,036 Ladysoft,2019-10-16,180111.45
863,036 Ladysoft,2021-06-11,173116.21
864,006 Nova,2021-04-18,17629.36
865,001 Elite,2021-04-28,2359708.03
866,008 Babysec,2020-06-06,2230452.86
867,003 Noble,2020-09-23,2833686.91
868,037 Cotidian,2019-10-22,66313.61
869,001 Elite,2020-10-24,2779114.67
870,006 Nova,2021-02-16,927831.34
871,008 Babysec,2019-10-18,2322879.34
872,008 Babysec,2021-06-13,21073.36
873,036 Ladysoft,2020-12-10,169107.26
874,012 Higienol,2021-03-11,299118.7
875,012 Higienol,2020-09-06,6739.24
876,003 Noble,2021-03-28,91102.02
877,038 Ok Pet,2021-01-21,665.69
878,037 Cotidian,2020-04-25,54757.82
879,036 Ladysoft,2020-06-10,202067.7
880,012 Higienol,2020-01-18,464610.24
881,008 Babysec,2021-06-10,2259545.99
882,036 Ladysoft,2019-12-07,159350.76
883,001 Elite,2019-09-05,4636335.44
884,008 Babysec,2020-12-06,51045.64
885,006 Nova,2020-08-11,1195306.85
886,037 Cotidian,2021-06-17,63775.81
887,008 Babysec,2020-12-12,2200217.69
888,006 Nova,2021-02-13,721278.63
889,012 Higienol,2021-03-08,334080.67
890,003 Noble,2020-02-01,1158351.38
891,037 Cotidian,2019-10-25,130081.57
892,038 Ok Pet,2020-07-22,553.85
893,037 Cotidian,2020-04-28,216821.63
894,012 Higienol,2021-03-14,7022.52
895,003 Noble,2021-03-25,2231274.36
896,006 Nova,2019-12-23,416087.86
897,037 Cotidian,2020-12-16,95116.61
898,001 Elite,2019-09-02,3605763.37
899,001 Elite,2020-10-27,3487293.73
900,008 Babysec,2020-12-09,1874350.57
901,037 Cotidian,2021-06-14,152376.36
902,037 Cotidian,2021-06-20,596.0
903,001 Elite,2020-04-24,2909011.82
904,006 Nova,2020-08-14,1055899.43
905,008 Babysec,2019-10-12,2438297.12
906,003 Noble,2020-09-29,3385073.53
907,001 Elite,2021-04-22,2343326.29
908,008 Babysec,2021-06-04,1905615.34
909,037 Cotidian,2020-04-22,77179.31
910,036 Ladysoft,2021-02-03,271931.15
911,012 Higienol,2020-09-09,281573.44
912,001 Elite,2021-04-19,2533421.81
913,037 Cotidian,2020-10-25,207.42
914,006 Nova,2021-04-09,1007224.04
915,006 Nova,2020-02-13,424874.64
916,001 Elite,2020-03-03,3858029.8
917,038 Ok Pet,2020-07-25,294.17
918,012 Higienol,2020-09-15,407695.42
919,003 Noble,2020-03-24,2387266.95
920,008 Babysec,2020-04-15,3331042.4
921,036 Ladysoft,2019-12-13,214096.86
922,006 Nova,2020-08-17,841944.65
923,001 Elite,2020-10-21,2559559.9
924,008 Babysec,2019-10-09,2195537.63
925,008 Babysec,2019-10-15,2012541.18
926,003 Noble,2020-09-26,2419844.58
927,006 Nova,2020-02-16,29489.06
928,037 Cotidian,2019-10-19,69983.91
929,001 Elite,2021-04-25,61938.67
930,038 Ok Pet,2021-03-17,1580.67
931,003 Noble,2021-03-31,7058882.86
932,008 Babysec,2021-06-07,1658824.85
933,006 Nova,2020-08-20,791113.03
934,036 Ladysoft,2021-01-31,14813.68
935,036 Ladysoft,2020-06-13,198518.37
936,012 Higienol,2020-09-12,307247.13
937,037 Cotidian,2020-10-22,76654.22
938,012 Higienol,2020-03-10,402781.67
939,003 Noble,2020-03-27,1624634.66
940,036 Ladysoft,2019-12-10,332657.71
941,001 Elite,2020-02-29,5142336.73
942,036 Ladysoft,2019-12-16,215314.3
943,008 Babysec,2020-04-12,14630.6
944,006 Nova,2019-12-14,436815.32
945,003 Noble,2021-05-25,4425811.05
946,012 Higienol,2020-03-19,240883.24
947,037 Cotidian,2020-06-22,62706.56
948,037 Cotidian,2020-04-10,175.25
949,008 Babysec,2021-05-29,2301085.22
950,012 Higienol,2019-11-21,496243.66
951,006 Nova,2020-08-29,770462.06
952,036 Ladysoft,2020-10-19,180473.54
953,008 Babysec,2020-11-24,2587644.7
954,038 Ok Pet,2020-11-30,2856.6
955,036 Ladysoft,2020-04-16,247072.03
956,001 Elite,2020-10-12,2525706.83
957,012 Higienol,2020-05-25,404340.73
958,006 Nova,2020-02-25,429115.81
959,008 Babysec,2019-09-30,4516180.18
960,001 Elite,2020-10-09,2424599.42
961,038 Ok Pet,2021-06-04,132.86
962,003 Noble,2020-06-14,16202.69
963,001 Elite,2021-04-13,2490722.71
964,036 Ladysoft,2021-04-20,167194.47
965,008 Babysec,2019-10-06,24837.7
966,012 Higienol,2019-11-24,14909.39
967,003 Noble,2019-12-11,2400258.02
968,037 Cotidian,2020-10-13,50927.1
969,008 Babysec,2021-05-26,2773199.34
970,006 Nova,2020-02-22,383882.0
971,036 Ladysoft,2020-10-16,200633.59
972,006 Nova,2020-08-26,763799.71
973,037 Cotidian,2021-06-05,50249.09
974,037 Cotidian,2020-04-13,55681.69
975,001 Elite,2020-02-20,3708295.83
976,008 Babysec,2021-06-01,1118196.96
977,012 Higienol,2020-05-28,496899.47
978,037 Cotidian,2019-10-10,89125.83
979,001 Elite,2021-04-16,2479798.62
980,038 Ok Pet,2020-11-27,2931.36
981,003 Noble,2020-06-11,2542998.84
982,003 Noble,2019-12-08,22052.65
983,012 Higienol,2019-11-27,530797.29
984,037 Cotidian,2021-06-02,57917.0
985,036 Ladysoft,2020-10-13,231119.72
986,038 Ok Pet,2021-06-01,2630.82
987,008 Babysec,2019-10-03,1905069.08
988,036 Ladysoft,2021-04-23,159612.52
989,006 Nova,2021-02-28,386155.53
990,012 Higienol,2021-01-18,271062.56
991,036 Ladysoft,2021-06-14,165331.5
992,006 Nova,2021-04-24,969623.05
993,008 Babysec,2020-03-31,2744611.94
994,038 Ok Pet,2020-06-03,35.84
995,008 Babysec,2021-05-23,107770.72
996,012 Higienol,2021-01-24,6531.31
997,001 Elite,2020-08-18,3700728.84
998,006 Nova,2020-03-02,354843.96
999,008 Babysec,2020-10-03,1719766.31
1000,001 Elite,2020-02-14,4349421.71
1001,012 Higienol,2019-11-30,523487.67
1002,036 Ladysoft,2020-04-22,220269.75
1003,037 Cotidian,2021-04-11,53.37
1004,037 Cotidian,2020-10-07,79406.97
1005,003 Noble,2021-02-01,2008283.46
1006,036 Ladysoft,2019-10-19,206282.12
1007,008 Babysec,2020-04-03,2078999.74
1008,006 Nova,2021-04-21,799841.35
1009,037 Cotidian,2020-04-07,50302.38
1010,036 Ladysoft,2020-10-22,192311.96
1011,008 Babysec,2020-03-28,1700493.8
1012,038 Ok Pet,2020-12-03,2663.22
1013,003 Noble,2020-08-05,2370100.9
1014,006 Nova,2020-02-28,481415.21
1015,012 Higienol,2020-07-19,4081.53
1016,012 Higienol,2021-01-21,276005.2
1017,003 Noble,2021-02-07,54088.41
1018,036 Ladysoft,2020-04-19,222.21
1019,003 Noble,2021-02-04,2112297.19
1020,001 Elite,2020-02-17,3527611.63
1021,001 Elite,2021-04-10,2126226.07
1022,037 Cotidian,2020-10-10,64185.4
1023,008 Babysec,2019-09-27,2422327.81
1024,003 Noble,2019-12-14,2435603.77
1025,038 Ok Pet,2021-01-27,17.92
1026,001 Elite,2020-12-09,2897013.42
1027,008 Babysec,2019-11-27,2717075.23
1028,003 Noble,2020-08-08,2019550.28
1029,037 Cotidian,2019-12-07,74985.63
1030,003 Noble,2021-02-10,1503235.58
1031,008 Babysec,2019-12-03,1911244.13
1032,037 Cotidian,2020-06-10,124236.46
1033,001 Elite,2021-06-13,105407.24
1034,001 Elite,2019-10-18,3978014.06
1035,036 Ladysoft,2020-12-16,221467.68
1036,012 Higienol,2020-07-22,234366.69
1037,012 Higienol,2020-07-28,94833.66
1038,036 Ladysoft,2021-06-20,10202.7
1039,037 Cotidian,2020-12-13,1605.14
1040,006 Nova,2019-12-26,348336.58
1041,006 Nova,2020-06-29,384774.66
1042,036 Ladysoft,2019-10-25,180868.29
1043,008 Babysec,2020-06-03,1739671.52
1044,001 Elite,2020-04-21,4190236.06
1045,003 Noble,2020-02-04,1669105.0
1046,003 Noble,2020-08-11,2426839.73
1047,038 Ok Pet,2020-06-06,77.58
1048,008 Babysec,2019-11-30,3626399.37
1049,001 Elite,2021-06-10,2715480.0
1050,036 Ladysoft,2020-12-13,17089.08
1051,006 Nova,2020-07-02,717944.33
1052,036 Ladysoft,2020-04-25,340015.18
1053,006 Nova,2019-12-29,109472.53
1054,012 Higienol,2020-07-25,357549.38
1055,036 Ladysoft,2021-06-17,232438.89
1056,001 Elite,2020-04-18,3251267.65
1057,037 Cotidian,2020-12-10,67355.65
1058,001 Elite,2019-10-15,4470938.84
1059,036 Ladysoft,2019-10-22,212611.96
1060,003 Noble,2020-02-07,2204129.78
1061,012 Higienol,2020-01-21,492059.03
1062,001 Elite,2020-04-15,6470468.68
1063,012 Higienol,2020-01-27,424619.45
1064,003 Noble,2021-04-03,662973.98
1065,001 Elite,2020-10-18,50401.84
1066,037 Cotidian,2021-06-08,61179.71
1067,036 Ladysoft,2020-06-16,216477.76
1068,037 Cotidian,2020-04-16,62751.43
1069,001 Elite,2021-06-07,1870008.77
1070,037 Cotidian,2019-10-13,126.23
1071,012 Higienol,2021-03-17,306173.15
1072,036 Ladysoft,2020-12-19,186435.91
1073,008 Babysec,2020-11-30,5387005.94
1074,006 Nova,2021-02-25,1011593.26
1075,038 Ok Pet,2020-07-31,723.06
1076,037 Cotidian,2019-10-16,70269.26
1077,012 Higienol,2021-03-20,224364.69
1078,038 Ok Pet,2021-02-02,113.88
1079,006 Nova,2021-02-19,763269.42
1080,037 Cotidian,2020-12-07,53492.04
1081,003 Noble,2020-02-10,2119141.94
1082,006 Nova,2020-08-23,221.66
1083,003 Noble,2020-08-14,2109527.93
1084,008 Babysec,2020-05-28,2693265.57
1085,012 Higienol,2020-01-24,474566.34
1086,003 Noble,2021-04-06,1460715.2
1087,012 Higienol,2020-01-30,437183.47
1088,037 Cotidian,2021-06-11,77295.98
1089,036 Ladysoft,2020-06-19,229988.72
1090,001 Elite,2020-04-12,3330.57
1091,001 Elite,2020-10-15,2894494.7
1092,036 Ladysoft,2020-12-22,192568.26
1093,038 Ok Pet,2021-01-30,922.36
1094,006 Nova,2020-01-01,17347.46
1095,003 Noble,2020-02-13,2740530.11
1096,008 Babysec,2020-05-25,2813008.26
1097,006 Nova,2021-02-22,745800.49
1098,008 Babysec,2020-11-27,2153209.46
1099,008 Babysec,2020-12-03,1916319.84
1100,037 Cotidian,2020-12-04,75865.13
1101,036 Ladysoft,2019-10-28,225216.22
1102,036 Ladysoft,2020-06-22,212865.38
1103,012 Higienol,2020-09-21,244559.9
1104,006 Nova,2019-10-29,365776.16
1105,037 Cotidian,2020-08-07,91204.02
1106,001 Elite,2020-08-10,3386963.4
1107,037 Cotidian,2021-03-31,118149.84
1108,008 Babysec,2020-06-08,2738302.64
1109,003 Noble,2021-02-18,1573528.13
1110,012 Higienol,2021-05-15,220664.83
1111,008 Babysec,2019-12-05,1728980.07
1112,037 Cotidian,2020-09-26,35836.04
1113,001 Elite,2020-02-06,4170681.51
1114,036 Ladysoft,2020-12-21,134341.69
1115,012 Higienol,2019-09-22,17462.96
1116,012 Higienol,2019-09-19,620913.78
1117,003 Noble,2020-02-12,1983826.35
1118,006 Nova,2019-12-24,254222.78
1119,036 Ladysoft,2021-06-22,217379.49
1120,008 Babysec,2020-06-11,3325671.73
1121,003 Noble,2020-08-16,6812.88
1122,001 Elite,2021-02-09,3293521.75
1123,036 Ladysoft,2019-11-02,123001.68
1124,006 Nova,2019-12-18,418558.52
1125,037 Cotidian,2020-02-07,65782.47
1126,036 Ladysoft,2019-10-27,5593.04
1127,012 Higienol,2020-11-13,326638.29
1128,006 Nova,2021-02-11,879177.34
1129,003 Noble,2021-02-15,2614460.21
1130,001 Elite,2020-08-07,4456915.24
1131,003 Noble,2020-08-13,2080093.9
1132,037 Cotidian,2021-03-28,526.56
1133,012 Higienol,2021-05-18,332749.85
1134,036 Ladysoft,2020-04-30,230495.37
1135,037 Cotidian,2020-09-29,72940.53
1136,012 Higienol,2019-09-25,550893.54
1137,037 Cotidian,2021-04-03,34486.76
1138,008 Babysec,2019-12-08,19945.24
1139,036 Ladysoft,2021-06-25,193584.63
1140,006 Nova,2019-12-21,433649.52
1141,038 Ok Pet,2020-06-11,158.81
1142,006 Nova,2020-06-24,1134209.35
1143,012 Higienol,2020-11-10,347737.81
1144,036 Ladysoft,2019-10-30,296417.97
1145,037 Cotidian,2020-08-05,55128.99
1146,036 Ladysoft,2020-12-27,17532.77
1147,036 Ladysoft,2020-06-24,381218.38
1148,001 Elite,2019-12-16,4573753.8
1149,037 Cotidian,2020-02-01,45095.17
1150,008 Babysec,2019-10-14,2210172.06
1151,006 Nova,2021-02-14,12802.47
1152,001 Elite,2021-02-03,3072924.72
1153,012 Higienol,2020-11-19,269527.2
1154,012 Higienol,2020-05-17,24837.8
1155,008 Babysec,2020-12-02,1383497.66
1156,003 Noble,2020-02-18,1688969.11
1157,038 Ok Pet,2021-02-04,824.26
1158,008 Babysec,2020-12-08,1827080.28
1159,038 Ok Pet,2021-02-10,257.08
1160,006 Nova,2020-08-15,923474.1
1161,008 Babysec,2020-06-05,2183924.96
1162,037 Cotidian,2020-01-29,75837.62
1163,001 Elite,2019-12-13,4143151.26
1164,036 Ladysoft,2020-12-30,326151.97
1165,006 Nova,2021-02-17,878798.06
1166,036 Ladysoft,2020-12-24,91127.27
1167,036 Ladysoft,2021-06-28,25133.54
1168,012 Higienol,2020-05-14,499876.43
1169,006 Nova,2020-08-18,824963.83
1170,003 Noble,2020-02-15,1608368.56
1171,008 Babysec,2021-06-09,2415740.0
1172,001 Elite,2021-02-06,2430047.24
1173,001 Elite,2021-01-31,304444.99
1174,003 Noble,2021-04-11,34602.98
1175,001 Elite,2020-08-04,3659758.04
1176,037 Cotidian,2020-02-04,56849.46
1177,008 Babysec,2020-12-05,2154602.47
1178,006 Nova,2021-02-20,895330.62
1179,008 Babysec,2020-06-02,2269165.51
1180,003 Noble,2020-08-19,2643533.11
1181,012 Higienol,2020-11-16,319784.12
1182,038 Ok Pet,2020-08-05,1547.21
1183,006 Nova,2019-10-27,14404.7
1184,012 Higienol,2019-11-19,516401.74
1185,037 Cotidian,2020-04-08,63953.86
1186,038 Ok Pet,2020-08-11,107.98
1187,037 Cotidian,2019-10-05,44228.95
1188,003 Noble,2020-02-21,1976729.41
1189,008 Babysec,2020-08-08,2283657.71
1190,008 Babysec,2020-02-04,1711931.78
1191,012 Higienol,2020-05-23,427983.55
1192,006 Nova,2020-12-18,2539120.62
1193,036 Ladysoft,2019-12-27,224014.66
1194,006 Nova,2020-12-15,1969049.47
1195,037 Cotidian,2021-05-28,69004.48
1196,008 Babysec,2020-08-05,2349819.79
1197,001 Elite,2020-10-07,2792095.96
1198,008 Babysec,2021-02-07,30491.22
1199,003 Noble,2021-04-14,1333354.79
1200,006 Nova,2021-06-19,1008705.96
1201,001 Elite,2021-04-11,180661.34
1202,038 Ok Pet,2020-08-08,109.93
1203,006 Nova,2019-10-24,295349.63
1204,003 Noble,2020-10-10,2673844.62
1205,036 Ladysoft,2020-06-30,278435.72
1206,037 Cotidian,2019-10-02,74125.96
1207,012 Higienol,2019-11-16,404378.55
1208,038 Ok Pet,2020-08-14,433.69
1209,012 Higienol,2019-11-22,490671.59
1210,012 Higienol,2020-05-20,430714.57
1211,001 Elite,2020-10-04,60624.44
1212,006 Nova,2020-12-12,1368264.78
1213,037 Cotidian,2021-05-25,65912.6
1214,036 Ladysoft,2020-07-03,181402.02
1215,037 Cotidian,2021-05-31,61255.91
1216,003 Noble,2021-04-17,1496255.85
1217,001 Elite,2020-04-04,4186360.77
1218,036 Ladysoft,2019-12-24,113890.27
1219,012 Higienol,2021-01-10,10426.03
1220,008 Babysec,2020-08-02,59732.78
1221,036 Ladysoft,2020-06-27,170149.24
1222,006 Nova,2021-06-16,960007.36
1223,003 Noble,2020-10-13,2182731.83
1224,001 Elite,2021-04-08,2578509.27
1225,001 Elite,2021-04-05,2465665.6
1226,003 Noble,2020-04-13,2684217.08
1227,006 Nova,2020-06-21,214.39
1228,012 Higienol,2021-01-16,285108.98
1229,006 Nova,2020-06-15,770296.21
1230,008 Babysec,2019-12-14,1715988.59
1231,001 Elite,2020-02-12,4240477.72
1232,012 Higienol,2020-07-14,254669.76
1233,037 Cotidian,2020-10-05,56189.53
1234,036 Ladysoft,2021-02-20,232264.24
1235,003 Noble,2021-06-08,1657840.43
1236,003 Noble,2020-10-16,2450750.12
1237,037 Cotidian,2020-04-02,46847.47
1238,008 Babysec,2021-02-01,1214866.94
1239,038 Ok Pet,2021-04-06,759.28
1240,008 Babysec,2021-01-29,3922823.66
