,Categoria,Fecha,Soles
541,01 Higiénicos Masivos,2021-04-15,3444041.59
542,04 Pañuelos Masivos,2021-02-28,34.36
543,05 Pañales Bebe,2021-01-12,2351540.29
544,01 Mascarilla ,2021-06-12,869.64
545,04 Pañuelos Masivos,2020-05-14,24464.44
546,01 Higiénicos Masivos,2021-02-13,3878912.3
547,04 Pañuelos Masivos,2020-11-16,8629.94
548,03 Servilletas Masivos,2020-10-23,527484.75
549,10 Toallas Femeninas,2019-10-30,296417.97
550,03 Servilletas Masivos,2020-10-17,394395.22
551,01 Mascotas,2021-04-24,46.08
552,10 Toallas Femeninas,2021-06-22,217379.49
553,03 Servilletas Masivos,2021-04-24,317298.6
554,05 Pañales Bebe,2020-02-11,1713127.24
555,38 Pañales Adultos,2019-11-27,92425.32
556,02 Rollos de Cocina,2020-08-16,28927.97
557,38 Pañales Adultos,2020-07-19,431.4
558,38 Pañales Adultos,2021-01-21,93402.03
559,11 Toallas Húmedas,2020-06-16,48715.47
560,01 Mascotas,2020-03-02,143.3
561,38 Pañales Adultos,2021-01-18,56581.85
562,10 Toallas Femeninas,2019-10-27,5593.04
563,04 Pañuelos Masivos,2020-11-19,3624.87
564,10 Toallas Femeninas,2020-04-30,230495.37
565,03 Servilletas Masivos,2020-04-17,250610.03
566,11 Toallas Húmedas,2020-12-19,47749.41
567,05 Pañales Bebe,2020-02-14,1688379.47
568,01 Higiénicos Masivos,2020-08-08,4424254.4
569,02 Rollos de Cocina,2021-02-18,864306.5
570,01 Higiénicos Masivos,2021-02-10,4063590.18
571,01 Mascarilla ,2021-06-15,3191.33
572,05 Pañales Bebe,2020-08-18,2355529.95
573,04 Pañuelos Masivos,2020-11-13,11145.5
574,03 Servilletas Masivos,2020-10-20,422826.88
575,02 Rollos de Cocina,2021-02-15,1233456.67
576,01 Mascotas,2021-04-21,4286.02
577,01 Higiénicos Masivos,2020-02-07,5993591.72
578,05 Pañales Bebe,2020-08-15,2024825.63
579,05 Pañales Bebe,2021-04-07,2441636.18
580,01 Higiénicos Masivos,2020-08-11,5236604.44
581,02 Rollos de Cocina,2020-08-13,1336966.88
582,11 Toallas Húmedas,2019-10-28,49835.61
583,10 Toallas Femeninas,2021-06-25,193584.63
584,10 Toallas Femeninas,2020-11-02,137051.57
585,11 Toallas Húmedas,2020-12-22,67139.52
586,38 Pañales Adultos,2020-07-16,86778.06
587,01 Mascotas,2020-03-05,137.34
588,01 Mascotas,2020-02-28,30.69
589,11 Toallas Húmedas,2020-06-19,57305.45
590,11 Toallas Húmedas,2020-12-16,61840.52
591,03 Servilletas Masivos,2020-04-20,182733.86
592,10 Toallas Femeninas,2020-12-27,17532.77
593,02 Rollos de Cocina,2020-08-19,1323953.4
594,01 Mascotas,2020-10-26,2005.36
595,02 Rollos de Cocina,2020-02-15,802847.69
596,01 Mascotas,2021-04-30,2108.19
597,38 Pañales Adultos,2021-01-15,107754.77
598,05 Pañales Bebe,2020-02-17,1502508.78
599,01 Mascarilla ,2021-06-18,729.41
600,38 Pañales Adultos,2019-11-24,117.37
601,10 Toallas Femeninas,2020-06-24,381218.38
602,11 Toallas Húmedas,2021-06-20,1809.99
603,01 Higiénicos Masivos,2021-04-06,3793581.15
604,01 Mascarilla ,2020-12-17,1592.55
605,03 Servilletas Masivos,2019-10-23,681461.5
606,04 Pañuelos Masivos,2019-11-16,8705.54
607,11 Toallas Húmedas,2021-06-14,71785.63
608,11 Toallas Húmedas,2019-10-25,128928.94
609,05 Pañales Bebe,2021-04-10,2619172.9
610,01 Higiénicos Masivos,2020-08-14,4918298.84
611,04 Pañuelos Masivos,2020-05-20,4622.48
612,02 Rollos de Cocina,2020-02-18,867251.18
613,10 Toallas Femeninas,2021-06-28,25133.54
614,03 Servilletas Masivos,2020-04-26,57973.67
615,10 Toallas Femeninas,2020-12-24,91127.27
616,01 Higiénicos Masivos,2020-02-10,5632622.86
617,02 Rollos de Cocina,2020-08-22,1085203.84
618,38 Pañales Adultos,2020-05-25,56481.09
619,03 Servilletas Masivos,2020-04-23,245320.6
620,11 Toallas Húmedas,2020-12-13,3703.21
621,38 Pañales Adultos,2019-11-21,67787.4
622,02 Rollos de Cocina,2021-04-11,26773.31
623,01 Mascotas,2020-10-23,2428.23
624,05 Pañales Bebe,2020-10-09,1987500.03
625,38 Pañales Adultos,2021-01-12,64968.69
626,11 Toallas Húmedas,2021-06-17,73957.52
627,01 Mascotas,2021-04-27,433.61
628,03 Servilletas Masivos,2021-06-15,364005.81
629,01 Mascarilla ,2021-06-21,304.79
630,01 Higiénicos Masivos,2021-04-03,1419694.4
631,10 Toallas Femeninas,2019-11-02,123001.68
632,10 Toallas Femeninas,2019-11-05,229874.69
633,05 Pañales Bebe,2021-04-13,1677379.53
634,01 Mascarilla ,2020-12-14,1110.83
635,04 Pañuelos Masivos,2019-11-13,13263.03
636,03 Servilletas Masivos,2019-10-20,72918.86
637,11 Toallas Húmedas,2019-10-22,43484.95
638,11 Toallas Húmedas,2020-04-25,42752.57
639,01 Higiénicos Masivos,2020-02-13,5731924.09
640,03 Servilletas Masivos,2020-12-14,441023.22
641,05 Pañales Bebe,2020-04-09,287521.31
642,11 Toallas Húmedas,2019-12-25,460.63
643,01 Higiénicos Masivos,2020-02-16,246694.72
644,01 Mascotas,2021-06-21,33.04
645,02 Rollos de Cocina,2021-04-14,1280297.76
646,01 Mascarilla ,2021-04-21,1931.85
647,05 Pañales Bebe,2021-04-16,1623527.46
648,05 Pañales Bebe,2020-10-12,1747540.27
649,03 Servilletas Masivos,2021-06-18,312876.58
650,38 Pañales Adultos,2020-01-24,94752.42
651,11 Toallas Húmedas,2021-02-12,70729.8
652,10 Toallas Femeninas,2019-12-27,224014.66
653,03 Servilletas Masivos,2019-10-29,717178.47
654,04 Pañuelos Masivos,2019-11-22,11383.41
655,01 Mascarilla ,2021-04-18,902.2
656,10 Toallas Femeninas,2020-12-30,326151.97
657,01 Mascotas,2020-10-29,7411.51
658,01 Higiénicos Masivos,2020-10-08,5007997.33
659,05 Pañales Bebe,2020-04-12,14307.3
660,38 Pañales Adultos,2021-03-17,43060.23
661,11 Toallas Húmedas,2021-02-18,75903.55
662,05 Pañales Bebe,2020-10-15,2109939.04
663,03 Servilletas Masivos,2020-12-17,369859.47
664,04 Pañuelos Masivos,2021-01-10,1408.71
665,02 Rollos de Cocina,2021-04-17,956713.95
666,38 Pañales Adultos,2020-09-15,87829.37
667,01 Higiénicos Masivos,2021-04-12,3533516.42
668,10 Toallas Femeninas,2020-06-27,170149.24
669,01 Mascarilla ,2020-10-14,2327.66
670,03 Servilletas Masivos,2021-06-21,269132.51
671,04 Pañuelos Masivos,2019-11-19,18665.88
672,03 Servilletas Masivos,2019-10-26,625204.63
673,10 Toallas Femeninas,2020-06-30,278435.72
674,01 Mascotas,2020-04-29,45.6
675,01 Higiénicos Masivos,2021-04-09,4615325.85
676,38 Pañales Adultos,2021-03-20,64526.53
677,01 Mascarilla ,2021-04-15,1399.54
678,02 Rollos de Cocina,2020-02-21,756299.67
679,04 Pañuelos Masivos,2021-01-13,6573.52
680,03 Servilletas Masivos,2020-12-20,18437.99
681,03 Servilletas Masivos,2020-02-11,739200.26
682,03 Servilletas Masivos,2020-08-15,223827.38
683,05 Pañales Bebe,2020-10-20,1894881.42
684,01 Higiénicos Masivos,2019-12-03,5439714.07
685,04 Pañuelos Masivos,2019-11-27,10970.1
686,01 Mascarilla ,2020-10-09,665.85
687,01 Mascotas,2020-08-18,1787.24
688,10 Toallas Femeninas,2020-07-05,1325.81
689,05 Pañales Bebe,2021-04-24,2117751.24
690,03 Servilletas Masivos,2020-02-17,758371.72
691,01 Mascarilla ,2020-10-06,1200.99
692,10 Toallas Femeninas,2021-01-07,228326.15
693,04 Pañuelos Masivos,2021-01-18,5211.28
694,38 Pañales Adultos,2020-05-11,75656.85
695,38 Pañales Adultos,2020-05-17,9243.71
696,11 Toallas Húmedas,2020-04-14,49867.72
697,11 Toallas Húmedas,2021-06-06,16104.76
698,38 Pañales Adultos,2019-11-13,72245.14
699,02 Rollos de Cocina,2021-04-22,1050511.6
700,11 Toallas Húmedas,2019-10-11,53968.86
701,01 Mascarilla ,2021-04-10,2838.1
702,04 Pañuelos Masivos,2019-11-30,30257.62
703,01 Higiénicos Masivos,2019-12-06,4995468.08
704,01 Mascotas,2021-02-17,2007.46
705,05 Pañales Bebe,2020-10-17,2862112.55
706,11 Toallas Húmedas,2020-04-17,80830.09
707,03 Servilletas Masivos,2020-08-18,313677.17
708,01 Higiénicos Masivos,2020-06-09,7017283.3
709,02 Rollos de Cocina,2020-02-29,1078540.88
710,05 Pañales Bebe,2021-04-21,2188193.86
711,10 Toallas Femeninas,2020-07-02,197346.4
712,03 Servilletas Masivos,2020-02-14,610379.55
713,38 Pañales Adultos,2020-05-14,110410.48
714,01 Mascarilla ,2021-04-13,2935.24
715,11 Toallas Húmedas,2020-04-11,35234.87
716,01 Higiénicos Masivos,2020-06-06,5720046.0
717,04 Pañuelos Masivos,2021-01-15,5741.94
718,10 Toallas Femeninas,2021-01-04,201741.44
719,02 Rollos de Cocina,2021-04-19,1031261.03
720,05 Pañales Bebe,2020-04-17,2956361.61
721,04 Pañuelos Masivos,2021-01-21,10114.58
722,03 Servilletas Masivos,2021-04-07,274091.13
723,11 Toallas Húmedas,2019-10-14,46785.93
724,02 Rollos de Cocina,2021-04-25,12641.87
725,38 Pañales Adultos,2019-11-10,724.7
726,01 Higiénicos Masivos,2019-12-09,5416641.49
727,10 Toallas Femeninas,2020-07-11,187038.45
728,10 Toallas Femeninas,2020-01-07,248106.09
729,38 Pañales Adultos,2020-11-07,63491.44
730,11 Toallas Húmedas,2020-10-08,60853.58
731,04 Pañuelos Masivos,2020-07-22,11672.13
732,02 Rollos de Cocina,2020-10-27,1341504.5
733,05 Pañales Bebe,2021-06-15,1709538.73
734,10 Toallas Femeninas,2021-02-28,9242.67
735,11 Toallas Húmedas,2020-10-14,63366.96
736,01 Mascarilla ,2020-10-15,3052.65
737,01 Mascotas,2020-08-24,367.22
738,38 Pañales Adultos,2020-11-13,94909.54
739,05 Pañales Bebe,2020-04-20,1865703.19
740,38 Pañales Adultos,2019-09-19,54419.35
741,01 Higiénicos Masivos,2021-01-30,12933675.56
742,05 Pañales Bebe,2020-10-23,3226198.91
743,02 Rollos de Cocina,2020-10-24,948567.63
744,01 Mascarilla ,2021-06-04,1266.08
745,10 Toallas Femeninas,2020-01-10,261634.03
746,03 Servilletas Masivos,2021-04-16,305461.33
747,02 Rollos de Cocina,2021-04-28,1073246.57
748,03 Servilletas Masivos,2021-04-10,313637.75
749,04 Pañuelos Masivos,2021-01-24,211.57
750,04 Pañuelos Masivos,2020-07-25,12270.18
751,10 Toallas Femeninas,2020-01-04,155662.22
752,03 Servilletas Masivos,2021-04-13,317673.77
753,11 Toallas Húmedas,2021-04-15,115342.59
754,38 Pañales Adultos,2021-05-15,57617.87
755,01 Higiénicos Masivos,2021-02-02,5714846.92
756,02 Rollos de Cocina,2019-09-02,599593.72
757,38 Pañales Adultos,2020-05-08,70160.0
758,11 Toallas Húmedas,2020-10-11,544.77
759,01 Mascarilla ,2020-10-12,1971.8
760,05 Pañales Bebe,2019-10-20,389062.47
761,03 Servilletas Masivos,2020-10-09,338153.35
762,10 Toallas Femeninas,2020-07-08,262281.62
763,02 Rollos de Cocina,2020-04-21,1177149.97
764,38 Pañales Adultos,2020-11-10,86283.91
765,11 Toallas Húmedas,2020-04-08,39593.25
766,01 Higiénicos Masivos,2020-07-31,8569139.57
767,01 Mascotas,2020-08-21,204.84
768,01 Higiénicos Masivos,2021-01-27,6682149.6
769,02 Rollos de Cocina,2020-10-21,1157960.48
770,04 Pañuelos Masivos,2020-07-19,163.8
771,05 Pañales Bebe,2020-04-23,2996242.79
772,02 Rollos de Cocina,2020-04-24,963371.03
773,11 Toallas Húmedas,2020-12-14,68191.87
774,05 Pañales Bebe,2019-10-23,1942070.32
775,11 Toallas Húmedas,2020-06-11,66729.65
776,10 Toallas Femeninas,2020-09-01,218158.07
777,04 Pañuelos Masivos,2020-07-28,877.7
778,01 Higiénicos Masivos,2021-02-05,4566042.43
779,01 Mascotas,2021-04-13,1649.01
780,01 Higiénicos Masivos,2020-01-30,5111877.29
781,38 Pañales Adultos,2021-01-13,73388.44
782,02 Rollos de Cocina,2020-04-30,1608900.61
783,04 Pañuelos Masivos,2020-01-24,13488.55
784,03 Servilletas Masivos,2020-10-12,348137.54
785,01 Higiénicos Masivos,2020-08-03,4894822.52
786,10 Toallas Femeninas,2021-03-06,177886.29
787,05 Pañales Bebe,2019-10-29,2188265.69
788,05 Pañales Bebe,2021-06-21,2489590.26
789,04 Pañuelos Masivos,2020-01-27,14958.09
790,01 Mascotas,2020-10-15,510.69
791,01 Higiénicos Masivos,2020-02-02,105249.84
792,11 Toallas Húmedas,2020-06-14,249.31
793,05 Pañales Bebe,2020-12-17,1952671.45
794,38 Pañales Adultos,2020-07-11,85167.25
795,05 Pañales Bebe,2019-10-26,2028658.85
796,11 Toallas Húmedas,2020-06-08,58272.22
797,01 Higiénicos Masivos,2020-08-06,4899199.03
798,01 Mascotas,2021-04-16,17.29
799,02 Rollos de Cocina,2020-04-27,1106649.03
800,10 Toallas Femeninas,2021-03-03,201698.13
801,10 Toallas Femeninas,2021-03-09,198886.0
802,04 Pañuelos Masivos,2020-01-21,11518.11
803,03 Servilletas Masivos,2020-04-09,19056.25
804,03 Servilletas Masivos,2020-10-15,383617.93
805,01 Mascotas,2021-04-19,738.8
806,05 Pañales Bebe,2020-12-14,2063490.63
807,05 Pañales Bebe,2021-06-18,2392540.2
808,02 Rollos de Cocina,2021-06-19,1127815.38
809,02 Rollos de Cocina,2019-10-24,656488.9
810,38 Pañales Adultos,2020-07-08,86945.2
811,01 Mascotas,2020-02-26,71.76
812,04 Pañuelos Masivos,2021-03-17,2540.69
813,01 Mascarilla ,2021-02-11,9260.91
814,38 Pañales Adultos,2020-07-14,74728.06
815,10 Toallas Femeninas,2020-01-13,261773.64
816,01 Higiénicos Masivos,2021-03-29,5278716.87
817,38 Pañales Adultos,2019-11-16,64877.24
818,10 Toallas Femeninas,2021-04-23,159612.52
819,38 Pañales Adultos,2020-08-28,150957.47
820,38 Pañales Adultos,2020-02-24,59839.43
821,11 Toallas Húmedas,2020-07-29,43885.03
822,10 Toallas Femeninas,2020-10-19,180473.54
823,05 Pañales Bebe,2020-01-02,1215499.96
824,01 Higiénicos Masivos,2021-04-17,3210380.05
825,02 Rollos de Cocina,2019-11-15,786020.65
826,02 Rollos de Cocina,2021-01-06,1595939.16
827,01 Mascotas,2021-05-31,135.67
828,05 Pañales Bebe,2020-07-06,1850084.12
829,03 Servilletas Masivos,2021-06-26,177785.09
830,03 Servilletas Masivos,2019-11-03,24490.44
831,04 Pañuelos Masivos,2020-03-12,35221.17
832,01 Mascotas,2020-11-29,17.29
833,03 Servilletas Masivos,2020-05-04,207906.26
834,05 Pañales Bebe,2021-01-08,2403806.62
835,03 Servilletas Masivos,2020-12-25,6183.24
836,01 Higiénicos Masivos,2020-02-24,5113169.97
837,04 Pañuelos Masivos,2019-09-08,308.24
838,11 Toallas Húmedas,2020-01-25,40989.8
839,38 Pañales Adultos,2020-08-25,76800.03
840,04 Pañuelos Masivos,2021-05-04,3583.3
841,11 Toallas Húmedas,2020-07-26,2410.7
842,01 Higiénicos Masivos,2021-04-20,4214209.9
843,02 Rollos de Cocina,2021-01-09,1587771.76
844,05 Pañales Bebe,2020-01-05,38739.27
845,10 Toallas Femeninas,2020-10-16,200633.59
846,05 Pañales Bebe,2020-07-09,2165823.89
847,04 Pañuelos Masivos,2020-09-11,7653.83
848,01 Higiénicos Masivos,2021-04-14,4222512.27
849,03 Servilletas Masivos,2019-10-31,1003503.4
850,38 Pañales Adultos,2021-02-27,166782.93
851,10 Toallas Femeninas,2021-04-20,167194.47
852,05 Pañales Bebe,2020-07-03,2089022.63
853,11 Toallas Húmedas,2021-01-28,105028.58
854,03 Servilletas Masivos,2021-06-23,243221.93
855,04 Pañuelos Masivos,2020-03-09,20782.51
856,01 Mascarilla ,2021-01-20,21913.97
857,04 Pañuelos Masivos,2020-03-15,2444.01
858,03 Servilletas Masivos,2020-12-22,502783.06
859,01 Mascotas,2021-06-03,103.74
860,10 Toallas Femeninas,2020-02-27,210149.92
861,02 Rollos de Cocina,2020-07-07,986995.09
862,01 Higiénicos Masivos,2020-10-13,4672604.76
863,04 Pañuelos Masivos,2021-05-01,29.83
864,38 Pañales Adultos,2020-01-03,55287.72
865,02 Rollos de Cocina,2021-01-12,1397011.41
866,01 Mascotas,2020-06-02,128.45
867,11 Toallas Húmedas,2020-07-23,53971.21
868,01 Mascotas,2020-12-05,1142.25
869,05 Pañales Bebe,2021-03-01,1001556.82
870,04 Pañuelos Masivos,2020-11-05,8407.52
871,01 Mascarilla ,2021-01-23,38152.99
872,38 Pañales Adultos,2021-02-21,143.05
873,11 Toallas Húmedas,2021-01-25,112942.41
874,01 Higiénicos Masivos,2020-10-22,4897536.06
875,01 Mascarilla ,2021-01-29,12616.57
876,02 Rollos de Cocina,2020-01-06,836059.2
877,10 Toallas Femeninas,2020-10-22,192311.96
878,02 Rollos de Cocina,2020-07-10,1049395.87
879,04 Pañuelos Masivos,2021-05-10,3665.23
880,04 Pañuelos Masivos,2019-09-14,8788.15
881,01 Higiénicos Masivos,2020-10-16,4614593.19
882,10 Toallas Femeninas,2020-04-19,222.21
883,05 Pañales Bebe,2020-01-11,2184173.91
884,03 Servilletas Masivos,2020-12-31,530469.79
885,11 Toallas Húmedas,2019-12-01,858.64
886,03 Servilletas Masivos,2019-11-06,746137.07
887,04 Pañuelos Masivos,2021-05-07,7656.07
888,01 Mascotas,2020-12-08,890.79
889,04 Pañuelos Masivos,2020-11-02,2777.9
890,01 Mascarilla ,2021-01-26,21908.92
891,01 Mascotas,2020-12-02,3344.63
892,11 Toallas Húmedas,2021-01-22,72630.89
893,05 Pañales Bebe,2021-03-04,1646976.47
894,01 Higiénicos Masivos,2020-04-16,7261305.11
895,38 Pañales Adultos,2021-02-24,75068.15
896,02 Rollos de Cocina,2020-01-09,814523.15
897,02 Rollos de Cocina,2020-07-13,1093035.18
898,04 Pañuelos Masivos,2019-09-11,14653.55
899,10 Toallas Femeninas,2020-10-25,13195.25
900,10 Toallas Femeninas,2019-10-19,206282.12
901,03 Servilletas Masivos,2020-06-25,209342.7
902,38 Pañales Adultos,2020-08-22,69471.6
903,01 Higiénicos Masivos,2020-10-19,4121796.22
904,03 Servilletas Masivos,2020-12-28,524971.36
905,05 Pañales Bebe,2020-01-08,3154218.2
906,10 Toallas Femeninas,2020-04-22,220269.75
907,38 Pañales Adultos,2019-12-31,96809.32
908,11 Toallas Húmedas,2019-12-04,37749.43
909,05 Pañales Bebe,2021-03-07,65711.68
910,03 Servilletas Masivos,2020-07-04,202622.23
911,10 Toallas Femeninas,2019-10-22,212611.96
912,05 Pañales Bebe,2020-09-02,2314385.83
913,01 Higiénicos Masivos,2019-10-16,5165400.32
914,03 Servilletas Masivos,2019-12-31,799023.28
915,01 Mascarilla ,2020-11-26,1077.26
916,10 Toallas Femeninas,2021-06-14,165331.5
917,01 Higiénicos Masivos,2020-04-25,4429629.06
918,02 Rollos de Cocina,2020-01-15,778028.58
919,38 Pañales Adultos,2020-04-22,77179.31
920,10 Toallas Femeninas,2021-06-20,10202.7
921,10 Toallas Femeninas,2020-12-16,221467.68
922,01 Higiénicos Masivos,2020-04-19,314875.42
923,38 Pañales Adultos,2020-10-25,207.42
924,04 Pañuelos Masivos,2020-05-06,4813.62
925,11 Toallas Húmedas,2021-03-27,63015.24
926,01 Mascarilla ,2020-11-20,2368.61
927,38 Pañales Adultos,2021-04-29,97208.74
928,10 Toallas Femeninas,2020-04-25,340015.18
929,01 Higiénicos Masivos,2021-06-14,3847638.55
930,11 Toallas Húmedas,2020-09-22,49741.52
931,02 Rollos de Cocina,2021-03-08,940227.84
932,01 Mascotas,2020-06-08,95.48
933,03 Servilletas Masivos,2020-07-01,386579.63
934,01 Mascotas,2020-06-05,83.43
935,10 Toallas Femeninas,2019-10-25,180868.29
936,01 Higiénicos Masivos,2019-10-19,4985081.32
937,38 Pañales Adultos,2021-04-26,55621.88
938,05 Pañales Bebe,2020-08-30,21802.9
939,04 Pañuelos Masivos,2020-05-09,3104.4
940,01 Higiénicos Masivos,2020-04-22,5469388.84
941,10 Toallas Femeninas,2021-06-17,232438.89
942,38 Pañales Adultos,2019-09-03,95042.4
943,02 Rollos de Cocina,2020-01-12,15784.53
944,03 Servilletas Masivos,2019-12-28,730833.96
945,04 Pañuelos Masivos,2020-11-11,9525.62
946,01 Mascarilla ,2020-11-23,1891.49
947,04 Pañuelos Masivos,2020-11-08,303.74
948,11 Toallas Húmedas,2021-03-30,67606.07
949,11 Toallas Húmedas,2020-02-03,35343.24
950,38 Pañales Adultos,2020-10-22,76654.22
951,02 Rollos de Cocina,2021-03-05,1096321.24
952,01 Mascotas,2020-06-11,158.81
953,05 Pañales Bebe,2020-09-05,2368754.97
954,04 Pañuelos Masivos,2021-03-19,2459.59
955,01 Higiénicos Masivos,2020-04-04,5859741.36
956,11 Toallas Húmedas,2021-01-31,1942.13
957,04 Pañuelos Masivos,2020-09-14,5808.35
958,10 Toallas Femeninas,2020-09-03,280197.11
959,01 Mascarilla ,2020-12-08,825.32
960,04 Pañuelos Masivos,2020-01-26,572.95
961,01 Mascotas,2020-11-26,3133.44
962,03 Servilletas Masivos,2019-09-18,686435.68
963,05 Pañales Bebe,2020-08-21,2682427.79
964,38 Pañales Adultos,2021-04-11,53.37
965,11 Toallas Húmedas,2019-12-13,47672.43
966,03 Servilletas Masivos,2020-11-06,391926.63
967,01 Mascotas,2020-05-21,1159.21
968,02 Rollos de Cocina,2019-11-18,688924.32
969,05 Pañales Bebe,2021-02-20,2693115.2
970,01 Mascotas,2020-05-27,35.48
971,02 Rollos de Cocina,2020-05-22,1387170.5
972,10 Toallas Femeninas,2020-03-01,1041.7
973,03 Servilletas Masivos,2020-11-12,441929.56
974,38 Pañales Adultos,2020-02-21,44596.99
975,01 Mascarilla ,2020-12-05,853.57
976,01 Higiénicos Masivos,2020-10-10,4705597.66
977,02 Rollos de Cocina,2020-11-24,1075210.63
978,01 Higiénicos Masivos,2020-04-07,5305402.64
979,04 Pañuelos Masivos,2021-03-22,6644.86
980,11 Toallas Húmedas,2021-02-03,82555.9
981,05 Pañales Bebe,2019-12-30,2850251.96
982,01 Mascarilla ,2020-12-11,1541.05
983,01 Higiénicos Masivos,2021-05-30,125296.38
984,04 Pañuelos Masivos,2020-09-17,5709.74
985,38 Pañales Adultos,2021-04-14,65017.54
986,10 Toallas Femeninas,2020-03-04,267469.7
987,05 Pañales Bebe,2021-02-23,2218219.08
988,03 Servilletas Masivos,2020-11-09,308678.76
989,02 Rollos de Cocina,2019-11-21,731945.02
990,10 Toallas Femeninas,2020-09-06,7574.8
991,01 Higiénicos Masivos,2020-04-10,12008.01
992,38 Pañales Adultos,2020-10-10,64185.4
993,05 Pañales Bebe,2021-02-17,2631335.61
994,02 Rollos de Cocina,2020-05-25,1100439.01
995,01 Higiénicos Masivos,2020-10-07,5592654.04
996,03 Servilletas Masivos,2020-05-07,201567.43
997,11 Toallas Húmedas,2020-06-13,56270.25
998,11 Toallas Húmedas,2019-12-10,45496.89
999,38 Pañales Adultos,2020-02-18,42889.39
1000,05 Pañales Bebe,2020-08-27,2649906.87
1001,10 Toallas Femeninas,2019-09-06,254557.61
1002,05 Pañales Bebe,2020-02-23,14343.78
1003,01 Higiénicos Masivos,2021-06-08,3776481.19
1004,01 Higiénicos Masivos,2021-06-02,2998505.75
1005,03 Servilletas Masivos,2020-05-13,272360.06
1006,11 Toallas Húmedas,2020-06-07,98.0
1007,10 Toallas Femeninas,2021-04-29,235081.96
1008,11 Toallas Húmedas,2020-12-10,54769.29
1009,38 Pañales Adultos,2021-04-08,66184.58
1010,01 Higiénicos Masivos,2019-10-07,5880288.25
1011,02 Rollos de Cocina,2019-11-24,25387.46
1012,04 Pañuelos Masivos,2020-09-20,17.03
1013,04 Pañuelos Masivos,2020-09-23,6598.94
1014,03 Servilletas Masivos,2019-11-09,630404.1
1015,01 Higiénicos Masivos,2019-10-10,5866279.92
1016,04 Pañuelos Masivos,2020-03-18,12195.25
1017,10 Toallas Femeninas,2021-05-02,125.85
1018,02 Rollos de Cocina,2020-05-28,1215423.99
1019,01 Higiénicos Masivos,2020-04-13,7226322.4
1020,38 Pañales Adultos,2020-08-19,81219.76
1021,38 Pañales Adultos,2020-02-15,56184.75
1022,11 Toallas Húmedas,2019-12-07,60602.64
1023,10 Toallas Femeninas,2020-03-07,188501.21
1024,02 Rollos de Cocina,2021-01-18,1274223.14
